#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0.909091 0 0.909091 0.888889 0 0.888889 0.882353 -0.0212418 0.882353 8.625 8.875 26954 156 364 326
9.00 0.78125 0.00253379 0.78125 0.785714 0.0238096 0.785714 0.790323 0.0350742 0.790323 8.875 9.125 48651 538 1199 1141
9.25 0.789474 0.00985742 0.789474 0.789474 0.210526 0.0857252 0.853547 -0.0041064 0.853547 9.125 9.375 228186 3481 7585 6614
9.50 0.724895 0.0265039 0.142204 0.801893 0.159646 0.146165 0.834324 0.0784898 0.134324 9.375 9.625 845645 12032 17479 14332
9.75 0.782609 0.112128 0.172798 0.819775 0.0904816 0.17219 0.848671 0.0503191 0.148728 9.625 9.875 2.37434e+06 35759 40582 30579
10.00 0.912766 0.0325074 0.11429 0.92725 0.0273202 0.111413 0.933664 0.0188117 0.100084 9.875 10.125 3.55466e+06 73163 74216 52693
10.25 0.939997 0.0156831 0.0833828 0.95 0.00903374 0.0848821 0.948533 0.0138695 0.0802376 10.125 10.375 2.59315e+06 75687 71870 48868
10.50 0.946765 0.00802249 0.0777926 0.955352 0.00575393 0.0767125 0.959494 0.00594407 0.0699266 10.375 10.625 1.63502e+06 62112 55941 37041
10.75 0.946358 0.00975764 0.0708637 0.955838 0.00462192 0.0746137 0.957895 0.0029152 0.0761032 10.625 10.875 1.01582e+06 49438 41053 26135
11.00 0.949933 0.00529623 0.0806277 0.949598 0.00838804 0.0741782 0.95291 0.00584871 0.0768676 10.875 11.125 624235 38177 28666 17452
11.25 0.940255 0.0102739 0.0706288 0.94798 0.00596166 0.0730734 0.948536 0.00313854 0.0806843 11.125 11.375 365345 26697 18541 11202
11.50 0.935291 -0.00303453 0.0835415 0.941827 -0.00376827 0.0724723 0.93206 0.00268459 0.0764608 11.375 11.625 213927 15722 12165 6964
11.75 0.873248 -0.000590324 0.0654482 0.891208 0.00209188 0.0648904 0.890313 0.00354719 0.0704639 11.625 11.875 124431 5075 7954 4310
12.00 0.803859 -0.0013507 0.0593103 0.731622 0.0139651 0.0569822 0.739255 0.0122702 0.0528478 11.875 12.125 72236 595 5489 2774
12.25 0.642857 -0.00134772 0.0742297 0.522455 0.0185285 0.0440757 0.48258 0.028444 0.0383072 12.125 12.375 41597 73 3568 1718
12.50 0.631579 0.0184211 0.0861244 0.287529 0.0518813 0.0387894 0.264859 0.0512263 0.0502049 12.375 12.625 23409 20 2020 1078
12.75 0.333333 0.166667 0 0.177394 0.0581992 0.02642 0.192935 0.0396557 0.0322922 12.625 12.875 13251 6 708 784
13.00 0 0 0 0.0655738 0.0677596 0.0138496 0.0801688 0.0158134 0.00858983 12.875 13.125 7314 2 64 490
13.25 0.5 0 0.5 0 0.166667 0 0.0431034 0.0170685 0.00287356 13.125 13.375 3917 2 12 354
13.50 0 0 0 0.5 0.5 0 0.0301508 0.00984924 0.00876038 13.375 13.625 1982 1 2 201
13.75 0 0 0 0 0 0 0.047619 0.015873 0.015873 13.625 13.875 1012 0 0 64
14.00 0 0 0 0 0 0 0.142857 0.0571429 0 13.875 14.125 440 0 0 7
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 186 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 39 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 13 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 2 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
