#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0.0183297 0 0 0.025572 0 0 0.0185048 0 0 0.0105411 0 8.625 8.875 44754 1860 264 317 92
9 0 0.0113255 0 0 0.000186965 0.00309099 0 0.0152268 0 0 0 0.0117584 8.875 9.125 80106 5694 894 1180 348
9.25 1.45837e-05 0.0388022 6.01565e-06 0.00014286 0.0414117 0.000145868 -9.02348e-06 0.0462427 0 -9.02348e-06 0.0524643 0 9.125 9.375 374826 42360 6584 8493 2591
9.5 8.03543e-06 0.0756972 -4.87123e-06 2.15906e-05 0.0885011 -6.16296e-06 -1.38667e-05 0.112719 -7.7037e-07 -1.38667e-05 0.117516 -1.54074e-06 9.375 9.625 1.48071e+06 182631 28203 27686 7635
9.75 2.84789e-05 0.0811161 1.88309e-05 0.000143593 0.1158 6.3909e-05 3.42167e-05 0.14331 2.09233e-05 0.00012386 0.150035 8.89224e-05 9.625 9.875 3.59042e+06 492717 71764 54897 13815
10 3.23218e-06 0.0849799 9.5196e-06 -7.53234e-06 0.113 -3.47086e-06 -3.95666e-05 0.136686 -7.52994e-06 0.000109065 0.133043 9.69974e-05 9.875 10.125 4.1079e+06 660883 99416 70626 16954
10.25 1.42466e-05 0.0936937 4.94667e-06 2.54984e-05 0.118554 1.89473e-05 2.59337e-05 0.135638 -2.98894e-06 6.25612e-05 0.129522 3.46279e-05 10.125 10.375 2.8203e+06 597187 95706 62930 14618
