#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.0116628 0.0718801 0.0101904 0.0727184 0.181338 0.0606808 0.129032 0.285861 0.0977823 0 0 0 0 0 0 7.2 7.4 116964 106664 10300 93 0 0
7.5 0.0127577 0.0720949 0.0109506 0.0744668 0.182018 0.0621663 0.17284 0.241446 0.153038 0 0 0 0 0 0 7.4 7.6 85366 76973 8393 81 0 0
7.7 0.0135616 0.0727757 0.0117546 0.0760031 0.184638 0.0615961 0.133333 0.295238 0.103922 0 0 0 0 0 0 7.6 7.8 61142 54787 6355 90 0 0
7.9 0.0147118 0.0682571 0.0125102 0.0809025 0.189881 0.0647348 0.0967742 0.357771 0.0693769 0 0 0 0 0 0 7.8 8 41977 37589 4388 62 0 0
8.1 0.0177859 0.0687055 0.0153988 0.0881533 0.184574 0.06732 0.196429 0.268688 0.16253 0 0 0 0 0 0 8 8.2 27946 25076 2870 56 0 0
8.3 0.0194222 0.0697498 0.015716 0.0877562 0.187244 0.0631218 0.203704 0.28905 0.137037 0 0 0 0 0 0 8.2 8.4 18379 16476 1903 54 0 0
8.5 0.0188194 0.0699346 0.0148632 0.1 0.161201 0.0697309 0.205128 0.247253 0.145128 0 0 0 0 0 0 8.4 8.6 11963 10893 1070 39 0 0
8.7 0.0183682 0.0737591 0.0130951 0.100304 0.172717 0.0685018 0.265306 0.179138 0.222753 0 0 0 0 0 0 8.6 8.8 7681 7023 658 49 0 0
8.9 0.0225664 0.0700017 0.0164688 0.120419 0.144197 0.0837991 0.272727 0.199495 0.217172 0 0 0 0 0 0 8.8 9 4902 4520 382 33 0 0
9.1 0.0283308 0.0662133 0.0217948 0.131707 0.144608 0.0926448 0.321429 0.160053 0.262605 0 0 0 0 0 0 9 9.2 2817 2612 205 28 0 0
9.3 0.042394 0.0599682 0.0358864 0.152381 0.141737 0.111144 0.272727 0.155844 0.227273 0 0 0 0 0 0 9.2 9.4 1709 1604 105 11 0 0
9.5 0.0209864 0.087355 0.0138179 0.121622 0.132347 0.0644788 0.130435 0.142292 0.0849802 0 0 0 0 0 0 9.4 9.6 1027 953 74 23 0 0
9.7 0.0371747 0.0595174 0.025614 0.133333 0.149275 0.0916667 0.214286 0.138655 0.147619 0 0 0 0 0 0 9.6 9.8 583 538 45 14 0 0
9.9 0.03367 0.0660084 0.0263973 0.142857 0.12987 0.142857 0.333333 0.051282 0.333333 0 0 0 0 0 0 9.8 10 318 297 21 9 0 0
10.1 0.0432432 0.067254 0.0336279 0 0.333333 0 0 0.333333 0 0 0 0 0 0 0 10 10.2 192 185 7 2 0 0
10.3 0.0581395 0.0643094 0.0581395 0.2 0.3 0.2 0 0 0 0 0 0 0 0 0 10.2 10.4 91 86 5 0 0 0
10.5 0.0487805 0.0637195 0.0487805 0 0.5 0 0 0 0 0 0 0 0 0 0 10.4 10.6 43 41 2 2 0 0
10.7 0.103448 0.0141988 0.103448 0 0 0 0 0 0 0 0 0 0 0 0 10.6 10.8 30 29 1 0 0 0
10.9 0 0.111111 0 0 0 0 0 0 0 0 0 0 0 0 0 10.8 11 12 12 0 0 0 0
11.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 11.2 4 4 0 0 0 0
11.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.2 11.4 1 1 0 0 0 0
11.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.4 11.6 0 0 0 0 0 0
11.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.6 11.8 0 0 0 0 0 0
11.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 0 0 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
