#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.00967738 0.0175364 0.00916677 -0.00386341 0.0513683 -0.00301263 0.0143742 -0.000642166 0.0183695 0.0288501 0.0285044 0.0294331 8.625 8.875 41552 2275 113 378 445
9 -0.00934248 0.00809214 0.000706568 -0.0110295 0.00831321 0.00892183 -0.00933434 0.0103065 0.0035366 -0.00176269 0.00601055 0.00289774 8.875 9.125 63313 6363 377 1100 1329
9.25 0.0101902 0.00832419 0.00714305 0.0051929 0.00637693 0.00490356 0.0150653 0.00292064 0.0115571 0.0183804 0.00897557 0.0117153 9.125 9.375 256716 33528 2298 5728 6603
9.5 0.0652267 0.0293726 0.0340392 0.0462754 0.0274777 0.0291105 0.0748748 0.0351297 0.0407156 0.0915426 0.0390876 0.0485569 9.375 9.625 770854 70081 6431 10202 11000
9.75 0.0923701 0.0326866 0.0188491 0.0953965 0.0402597 0.0226431 0.137787 0.0479384 0.0295687 0.143045 0.0491523 0.028701 9.625 9.875 1.9766e+06 203121 20186 25110 24535
10 0.129779 0.0437919 0.0206327 0.133065 0.0499355 0.0229085 0.164594 0.0518786 0.026478 0.168371 0.0552312 0.0255827 9.875 10.125 3.09051e+06 490092 53484 61089 56219
10.25 0.162963 0.0525859 0.0216666 0.171222 0.0579976 0.0224337 0.198483 0.0589238 0.0233953 0.195094 0.0612361 0.0218304 10.125 10.375 2.37816e+06 499779 59029 64038 55895
