#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.00539725 0.0166704 0.00539725 0.0249668 0.017933 0.0249668 0.00300116 0.0324051 0.00300116 -0.00396546 0.0205683 0.0031617 8.625 8.875 26319 1819 134 318 325
9 0.00346754 0.0201822 0.00346754 0.00391229 0.0430839 0.00391229 0.00312149 0.0112415 0.00312149 0.0101723 0.0258252 0.0101723 8.875 9.125 47004 5575 438 1074 1081
9.25 0.0261236 0.0319696 0.0260533 0.0198396 0.0266681 0.0198503 0.0335709 0.0328841 0.0334578 0.0325898 0.037667 0.0324422 9.125 9.375 221772 34764 3000 6885 6537
9.5 0.0600629 0.0571192 0.0590583 0.059938 0.0522897 0.0588506 0.0731219 0.0699772 0.0719838 0.0826602 0.073586 0.0816661 9.375 9.625 815870 97238 10433 15656 13714
9.75 0.0648864 0.0530931 0.0583674 0.0728932 0.0616815 0.0668444 0.0991942 0.0807673 0.0890071 0.111201 0.0903131 0.0993505 9.625 9.875 2.27965e+06 294653 32840 37888 30633
10 0.0678689 0.0644328 0.0512303 0.0730075 0.0729483 0.0566511 0.0933673 0.0859402 0.0676919 0.0974796 0.0884487 0.0714659 9.875 10.125 3.48667e+06 574292 70461 73091 55722
10.25 0.0702676 0.0702449 0.0421898 0.0743013 0.0792699 0.0464118 0.0937852 0.0857498 0.0517941 0.0920882 0.0846524 0.0501992 10.125 10.375 2.5626e+06 554430 73598 71097 52040
