#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.973804 0.0133271 0.0548964 0.979315 0.0101375 0.0519243 0.981823 0.00797874 0.0575764 7.2 7.4 731392 24447 24396 19432
7.5 0.974905 0.0107676 0.0558391 0.984986 0.00457817 0.0547742 0.978534 0.0100095 0.0487975 7.4 7.6 619731 22814 22776 17899
7.7 0.969423 0.0140651 0.0557505 0.982836 0.00595558 0.0490894 0.983641 0.00534737 0.0505558 7.6 7.8 511059 20731 20149 16075
7.9 0.970711 0.00965917 0.0555628 0.979831 0.0081566 0.0474292 0.982703 0.00661021 0.0461376 7.8 8 412732 18049 17719 13914
8.1 0.960221 0.0151668 0.0463423 0.981132 0.0048216 0.0501753 0.984885 0.00438732 0.0508935 8 8.2 333148 16028 15692 11986
8.3 0.974297 0.00246322 0.0537381 0.98015 0.0037778 0.0506274 0.977492 0.0071466 0.0456193 8.2 8.4 271647 14965 14050 10668
8.5 0.964966 0.0067867 0.0490543 0.982688 0 0.051653 0.981744 0.00325632 0.0471489 8.4 8.6 223681 13672 12667 9359
8.7 0.950999 0.0104856 0.042191 0.976243 0.00117409 0.0484447 0.982759 0.000137568 0.0456369 8.6 8.8 179263 11957 10601 7839
8.9 0.949888 0.00497353 0.0390679 0.9684 0.00327796 0.0493098 0.973745 0.00311267 0.0472571 8.8 9 145007 10407 8969 6655
9.1 0.946595 0.00143874 0.037438 0.96222 0.00241321 0.0499883 0.9611 0.00635767 0.0462589 9 9.2 118458 8945 7467 5459
9.3 0.927409 0.00791585 0.0315213 0.943457 0.00641924 0.0400547 0.955804 0.00299525 0.0500237 9.2 9.4 99364 7375 6459 4735
9.5 0.924471 0.000850141 0.032786 0.923614 0.00537258 0.0455868 0.930351 0.0146489 0.0385556 9.4 9.6 84337 5796 5674 4169
9.7 0.916497 0.000633538 0.032879 0.87584 0.0258425 0.0290989 0.900789 0.014611 0.0347235 9.6 9.8 73006 4305 5032 3824
9.9 0.898121 0.0105592 0.0252833 0.825207 0.0288568 0.0228758 0.843059 0.0306779 0.0272554 9.8 10 63648 2962 4482 3497
10.1 0.912656 -0.00172478 0.0373346 0.745125 0.0413667 0.0103004 0.78534 0.0247155 0.0232018 10 10.2 56745 1657 4124 3115
10.3 0.901695 0.00236416 0.0382137 0.673263 0.0329204 0.014834 0.70323 0.0278009 0.0246125 10.2 10.4 50995 840 3906 2871
10.5 0.880597 0.00401837 0.0517682 0.615965 0.0213832 0.0191419 0.603184 0.0296424 0.015831 10.4 10.6 44425 324 3652 2538
10.7 0.849057 -0.00977087 0.106632 0.575014 0.0157686 0.0341374 0.525436 0.0186505 0.0242966 10.6 10.8 34950 115 2702 2093
10.9 0.76 0.0495238 0.0933333 0.562727 -0.000998855 0.0621784 0.417897 0.0190235 0.0271615 10.8 11 23899 41 1650 1487
11.1 0.571429 0.428571 0.0714286 0.531401 0.0063768 0.057856 0.290855 0.0322695 0.0304859 11 11.2 12586 8 635 832
11.3 0 0 0 0.491525 0.0254814 0.103176 0.223368 0.0129959 0.0718525 11.2 11.4 5395 0 156 335
11.5 0 0 0 0.444444 0.0555556 0.444444 0.11236 0.0357886 0.0303923 11.4 11.6 1753 0 12 94
11.7 0 0 0 0 0 0 0.0526316 0.0673684 0.00915332 11.6 11.8 467 0 0 19
11.9 0 0 0 0 0 0 0 0 0 11.8 12 99 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 21 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 1 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
