#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0.00347376 0.000321511 0 0.0210518 0 0 0.0111076 0 0 0.0214803 0 8.625 8.875 58518 1776 221 267 37
9 -2.02558e-05 0.00675873 0 -2.02558e-05 0.0275788 0 -2.02558e-05 2.02558e-05 0.00562096 -2.02558e-05 1.01279e-05 0.0201521 8.875 9.125 103937 5200 872 964 167
9.25 -2.34418e-06 0.0305039 0 -2.34418e-06 0.0297994 0 -2.34418e-06 0.0434306 0 -2.34418e-06 0.0320885 0 9.125 9.375 466426 39838 6945 7422 1415
9.5 2.20648e-05 0.0678302 1.00657e-05 5.36022e-05 0.0889208 3.73732e-05 -8.37676e-06 0.104789 -3.22183e-06 -8.37676e-06 0.11105 1.9331e-06 9.375 9.625 1.74901e+06 197099 32269 27064 4667
9.75 3.11229e-05 0.073185 1.63857e-05 1.39965e-06 0.109573 -5.58917e-06 0.000164852 0.137316 7.62587e-05 -6.12727e-05 0.134024 -1.67911e-05 9.625 9.875 3.92499e+06 530328 79780 53068 8550
10 -8.40748e-06 0.0803813 -4.74361e-06 1.29392e-05 0.112147 8.75923e-06 -2.32733e-05 0.134339 -1.43677e-05 -5.50214e-05 0.128355 -3.25851e-05 9.875 10.125 4.17277e+06 665038 103001 62996 9975
10.25 2.36875e-05 0.090351 7.1301e-06 4.64651e-05 0.118063 1.62013e-05 0.00010322 0.136098 3.28596e-05 -4.93081e-06 0.123948 2.68953e-06 10.125 10.375 2.8249e+06 594025 97284 55478 8581
