#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0.2 0 0 0 0 0 0 0 8.625 8.875 211407 34 2 0
9.00 0 0.571429 0 0 0.636364 0 0 0 0 8.875 9.125 340061 189 21 0
9.25 1 -0.375 1 0 0.629032 0 0 0 0 9.125 9.375 1.16666e+06 2318 289 0
9.50 0.857143 0.142857 0.322417 0.833333 0.0238096 0.833333 0 0 0 9.375 9.625 3.31483e+06 20789 2164 0
9.75 0.807175 0.0589669 0.213961 0.964286 -0.0267857 0.37177 0 0 0 9.625 9.875 4.63379e+06 45431 3829 0
10.00 0.827715 0.0803306 0.188349 0.767857 0.102929 0.168761 0 0 0 9.875 10.125 3.47488e+06 51980 4091 0
10.25 0.854514 0.0636683 0.184275 0.859259 0.0762246 0.197097 0 0 0 10.125 10.375 2.06994e+06 50900 4020 0
10.50 0.840866 0.075801 0.148684 0.767442 0.149225 0.105832 0 0 0 10.375 10.625 1.18144e+06 42593 3222 0
10.75 0.835979 0.0562946 0.156271 0.821839 0.101238 0.161144 0 0 0 10.625 10.875 622037 29324 2178 0
11.00 0.815759 0.090491 0.143737 0.748571 0.072324 0.120731 0 0 0 10.875 11.125 317177 19317 1382 0
11.25 0.77609 0.084103 0.106841 0.762162 0.0839917 0.148771 0 0 0 11.125 11.375 154809 11562 921 0
11.50 0.81289 0.0804435 0.14691 0.748571 0.100168 0.11374 0 0 0 11.375 11.625 72799 5493 629 0
11.75 0.743295 0.086705 0.0962362 0.742857 0.108995 0.1625 0 0 0 11.625 11.875 32842 1519 382 0
12.00 0.692308 0.107692 0.108974 0.769231 0.077828 0.0812308 0 0 0 11.875 12.125 13880 149 274 0
12.25 1 0 0.333333 0.586667 0.174203 0.0332686 0 0 0 12.125 12.375 5466 3 149 0
12.50 0 1 0 0.55 0.0690476 0.0884615 0 0 0 12.375 12.625 1878 1 86 0
12.75 0 0 0 0.444444 0.180556 0 0 0 0 12.625 12.875 561 0 21 0
13.00 0 0 0 1 0 1 0 0 0 12.875 13.125 145 0 2 0
13.25 0 0 0 1 0 0 0 0 0 13.125 13.375 29 0 1 0
13.50 0 0 0 0 0 0 0 0 0 13.375 13.625 2 0 0 0
13.75 0 0 0 0 0 0 0 0 0 13.625 13.875 0 0 0 0
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
