#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0.888889 0 0 0.764706 0 0 1 0 8.625 8.875 36075 232 399 119
9.00 0 0.676471 0 0 0.733333 0 0 0.790698 0 8.875 9.125 65367 818 1284 536
9.25 0 0.745665 0 0 0.774127 0 0 0.800905 0 9.125 9.375 313484 6317 9237 4032
9.50 0.5 0.388889 0.166667 0.5 0.376144 0.166667 0.5 0.404018 0.5 9.375 9.625 1.28609e+06 25053 27184 10625
9.75 0.384615 0.441287 0.217949 0.285714 0.587553 0.0190476 0 0.883761 0 9.625 9.875 3.32533e+06 64846 54787 19333
10.00 0.6 0.306904 0.266667 1 -0.0768821 0.810345 0 0.921538 0 9.875 10.125 4.02529e+06 95342 75330 25622
10.25 0.333333 0.593715 0.0277778 1 -0.0581694 0.5 0 0.929105 0 10.125 10.375 2.79311e+06 92337 67927 22233
10.50 0 1 -0.794625 0 0.965517 -0.763424 0 0.962963 0 10.375 10.625 1.74161e+06 79857 53276 17107
10.75 0.25 0.691176 -0.515733 0.8 0.147368 -0.0188819 1 -0.04 0.181818 10.625 10.875 1.08031e+06 66135 38636 12105
11.00 0.857143 0.0753968 0.0634653 0.784314 0.151401 -0.0164692 0.818182 0.115152 0.0165496 10.875 11.125 638903 48394 26465 7772
11.25 0.966667 -0.0314814 0.167041 0.926554 0.012242 0.123742 0.891892 0.041069 0.106736 11.125 11.375 364451 32410 17091 4900
11.50 0.913747 0.0121793 0.12514 0.902402 0.0140367 0.120011 0.857143 0.0400202 0.122494 11.375 11.625 207796 18051 11359 3038
11.75 0.89272 -0.00500101 0.107501 0.877955 0.00137299 0.110047 0.866538 0.0137112 0.12364 11.625 11.875 117695 5581 7653 1973
12.00 0.797872 0.0123841 0.0814545 0.781226 0.00971615 0.0744677 0.74256 0.0283725 0.0745323 11.875 12.125 66298 583 5192 1222
12.25 0.729167 0.016596 0.0695922 0.596668 0.0272875 0.0580683 0.55416 0.0355055 0.0407987 12.125 12.375 36596 62 3361 810
12.50 0.538462 0.032967 0.138462 0.403162 0.0377163 0.0572537 0.35098 0.0440813 0.0527697 12.375 12.625 20050 14 1949 547
12.75 1 0 0 0.251282 0.0589369 0.0604037 0.254593 0.0395245 0.0346443 12.625 12.875 10449 3 611 399
13.00 1 0 0 0.216667 0.0640351 0.0527322 0.126582 0.0310754 0.0182489 12.875 13.125 5382 1 61 241
13.25 0 0 0 0.5 0 0 0.0632911 0.0282121 0.00522662 13.125 13.375 2598 0 2 161
13.50 0 0 0 0 0 0 0.045977 0.0335684 0.0229885 13.375 13.625 1182 0 1 88
13.75 0 0 0 0 0 0 0.111111 0.0031746 0.0277778 13.625 13.875 482 0 0 37
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 180 0 0 1
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 41 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 7 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 2 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
