#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.0239065 0.0105667 0.0170278 -0.0299758 0.0177119 0.0210718 0.0278746 0.00521813 0.0196048 0.0683515 0.0136847 0.0578587 8.625 8.875 42691 1024 57 158 215
9 -0.000427455 0.00467831 0.00988402 0.00197172 0.0267094 0.0179645 0.0180145 -0.000648871 0.0205682 0.00184804 0.0159662 0.014295 8.875 9.125 66664 3551 231 595 735
9.25 0.0176951 0.0101125 0.00960585 0.00874808 0.0133407 0.00487901 0.00780687 0.013352 -0.000454888 0.0289111 0.00595374 0.0183576 9.125 9.375 266213 23024 1491 3751 4601
9.5 0.0706409 0.0315466 0.0268146 0.0665922 0.0314912 0.0324921 0.0806824 0.0355124 0.033125 0.0885705 0.0352813 0.0325238 9.375 9.625 771161 56520 5078 8073 9257
9.75 0.0996602 0.03187 0.0147473 0.104064 0.0384107 0.018091 0.144025 0.0452203 0.0241303 0.147687 0.0477249 0.0207334 9.625 9.875 1.93965e+06 184995 18066 22740 23046
10 0.146009 0.046093 0.0169654 0.150922 0.0509918 0.0196968 0.179221 0.05066 0.0144248 0.183227 0.0493333 0.0140345 9.875 10.125 3.02604e+06 468664 50505 57801 55379
10.25 0.183221 0.0526451 0.0164182 0.187927 0.0578694 0.0178644 0.220786 0.0586446 0.0193324 0.216503 0.0599439 0.0183921 10.125 10.375 2.33994e+06 485144 56019 62073 56654
