#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 9.66303e-05 0.0184178 9.66303e-05 -0.00632112 0.0494937 -0.0052752 -0.00687118 0.0387702 -0.00683212 0.00780055 0.00932713 0.00780055 8.625 8.875 27883 2281 216 404 358
9 0.0030733 0.0125417 0.0029525 0.00879215 0.0198579 0.0088159 -0.000640195 0.00864837 -0.000616449 0.0166522 0.00297987 0.0166759 8.875 9.125 49030 6918 643 1400 1204
9.25 0.0175057 0.0299561 0.0174821 0.0199029 0.0255355 0.0196669 0.0176201 0.0297106 0.0176254 0.0232408 0.0344634 0.0232461 9.125 9.375 231855 42363 4144 8505 7007
9.5 0.0436453 0.0574734 0.0435052 0.0404001 0.0587912 0.0402111 0.056379 0.0687793 0.0561952 0.061156 0.0811584 0.0609039 9.375 9.625 870266 117564 13833 19135 14773
9.75 0.0504856 0.0605076 0.0495017 0.0566467 0.0721123 0.0557056 0.0754955 0.0919962 0.0739807 0.0842686 0.0993222 0.0827602 9.625 9.875 2.46039e+06 330989 39054 43109 30323
10 0.0514825 0.0697559 0.0482657 0.0593546 0.0771171 0.0559225 0.0739457 0.0911426 0.0681254 0.0736861 0.0961349 0.0686508 9.875 10.125 3.60998e+06 592598 75733 75603 50728
10.25 0.0494957 0.075165 0.0419507 0.0550248 0.0852733 0.0472065 0.0672508 0.0940377 0.0551909 0.0656178 0.0923406 0.0537533 10.125 10.375 2.61869e+06 564457 77745 72438 46074
