#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.0116842 0.00668772 0.00979672 0.0194509 0.0116374 0.0218601 0.0164568 0.00290315 0.0153531 0.039128 0.00464183 0.0403045 8.625 8.875 36417 2381 132 377 457
9 -0.0076116 0.00437062 0.00285959 -0.0170254 0.0213008 0.0168628 -0.0193872 0.0165298 0.000594124 0.00968675 -0.000210829 0.0149445 8.875 9.125 58164 6839 396 1205 1493
9.25 0.0123259 0.00892679 0.00871959 0.00638036 0.00838052 0.00347631 0.0099377 0.00738706 0.00684553 0.0155301 0.00963676 0.0119505 9.125 9.375 243293 33578 2349 5882 6512
9.5 0.0674828 0.0348581 0.0369015 0.0540642 0.0297509 0.0334497 0.0780792 0.0444316 0.0434675 0.0915709 0.0486209 0.0504524 9.375 9.625 762083 70720 6533 10417 11005
9.75 0.0904011 0.0311311 0.0207858 0.0930058 0.0397808 0.0248968 0.135068 0.0467885 0.0336964 0.145016 0.0506873 0.0361204 9.625 9.875 1.99253e+06 208916 20870 25922 24779
10 0.123909 0.046741 0.021212 0.12747 0.0531583 0.0230299 0.159101 0.0533407 0.0266599 0.164304 0.0565735 0.0266885 9.875 10.125 3.12005e+06 497388 55137 62137 56269
10.25 0.153455 0.0545982 0.0204726 0.161239 0.0599622 0.0226889 0.187301 0.0618574 0.0221153 0.185785 0.0620235 0.0227776 10.125 10.375 2.39361e+06 504991 60209 65395 55344
