#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.990826 0.00516051 0.0791637 0.99047 0.0029729 0.0682144 0.995449 0.000867367 0.0776259 7.2 7.4 701227 28339 24264 14690
7.5 0.993056 0.00201279 0.0854745 0.99223 0.00340044 0.0773873 0.997264 -0.000196576 0.0732834 7.4 7.6 574386 25600 21797 13012
7.7 0.994837 -0.000175953 0.0856283 0.992927 0.0029918 0.0804779 0.998363 -0.00125349 0.0795549 7.6 7.8 466896 23020 19111 11281
7.9 0.986547 0.00420916 0.0786122 0.992403 0.00290799 0.0811496 0.993092 0.00107193 0.0737933 7.8 8 383361 21242 17187 9891
8.1 0.989758 0.00250018 0.0803291 0.992972 0.000641227 0.0790918 0.994718 0.00137925 0.0833028 8 8.2 316788 20595 15489 8959
8.3 0.992344 -0.00136513 0.0844958 0.991285 -0.00122738 0.0753832 0.98996 0.00432587 0.0867341 8.2 8.4 255222 18574 13651 7399
8.5 0.989429 -0.00153816 0.0770294 0.991247 -0.00256145 0.0824949 0.976793 0.00919813 0.0781004 8.4 8.6 201701 16083 11538 6219
8.7 0.986234 -0.00117427 0.0802099 0.981982 0.00416309 0.0772849 0.983193 0.00273544 0.0880884 8.6 8.8 158196 13566 9535 5101
8.9 0.983992 -0.00297982 0.082442 0.974808 0.0019958 0.0787687 0.958592 0.019524 0.0732346 8.8 9 125584 11251 7949 4243
9.1 0.973761 0 0.057724 0.962013 0.00490606 0.0685262 0.935543 0.028281 0.0693012 9 9.2 100839 9214 6755 3551
9.3 0.966814 0.00275415 0.0488247 0.940367 0.0147837 0.0665522 0.920826 0.0246992 0.0636833 9.2 9.4 83633 7425 5813 3103
9.5 0.958857 -0.00218469 0.0448076 0.917118 0.0131323 0.0667248 0.90708 0.0141532 0.0723574 9.4 9.6 71342 5822 5180 2754
9.7 0.931387 0.00427902 0.035771 0.861635 0.0297061 0.0528533 0.845839 0.0336655 0.0627702 9.6 9.8 62520 4178 4727 2446
9.9 0.933213 0.00512034 0.0345154 0.804426 0.0289075 0.0407996 0.797414 0.0373858 0.0416116 9.8 10 56553 2895 4375 2415
10.1 0.939655 -0.0110838 0.0547237 0.727423 0.0430689 0.0181333 0.730392 0.0338124 0.0379338 10 10.2 52722 1814 4186 2244
10.3 0.908108 0.0129445 0.0257552 0.68472 0.0259722 0.0263942 0.641526 0.0432029 0.0227004 10.2 10.4 48930 890 4114 2133
10.5 0.884615 0.00785774 0.0358759 0.614621 0.0266154 0.0140125 0.585304 0.0205536 0.0206721 10.4 10.6 43914 418 3832 1972
10.7 0.733333 0.0971751 -0.0117647 0.590883 0.017397 0.0277253 0.480569 0.0282809 0.0152909 10.6 10.8 34624 148 2957 1587
10.9 0.842105 0.0467836 0.108772 0.599099 0.00462431 0.0548186 0.391741 0.0296493 0.0215753 10.8 11 22889 37 1758 1210
11.1 0.8 0.075 0.1 0.578475 -0.00799078 0.0774359 0.323643 0.00181112 0.0466297 11 11.2 11492 10 687 639
11.3 0.833333 0 0.333333 0.579439 0.0231249 0.0979577 0.225108 0.0171063 0.0534344 11.2 11.4 4326 6 161 259
11.5 1 0 1 0.583333 0.0833334 0.333333 0.0754717 0.0881647 0.00650618 11.4 11.6 1139 1 16 66
11.7 0 0 0 0 0 0 0.0833333 0.0595238 0.0833333 11.6 11.8 252 0 0 12
11.9 0 0 0 0 0 0 0 0 0 11.8 12 25 0 0 2
12.1 0 0 0 0 0 0 0 0 0 12 12.2 3 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
