#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.000454254 0.0147554 0.0031767 0.0213534 0.00590652 0.0298176 0.0253596 0.018464 0.0275325 0.0018729 0.0313399 0.00217223 8.625 8.875 50335 2014 110 295 392
9 -0.00257333 0.00837407 0.00279743 0.00104771 0.0161312 0.0121803 -0.0105437 0.0194352 -0.00229248 0.00454307 0.011509 0.00638283 8.875 9.125 71096 5618 309 954 1199
9.25 0.0173026 0.0100202 0.0118076 0.00240771 0.0120374 0.00202016 0.0153932 0.00610493 0.0103088 0.0244367 0.0097257 0.0162594 9.125 9.375 273460 30777 2078 5170 6098
9.5 0.0686977 0.0313765 0.0312712 0.0516528 0.0316702 0.0285302 0.0801998 0.0375085 0.0400893 0.0926256 0.0414286 0.0400045 9.375 9.625 780885 66626 6123 9596 10512
9.75 0.0954394 0.0323295 0.0162396 0.105376 0.0382349 0.0250781 0.139765 0.049526 0.0289541 0.146109 0.0533814 0.0252078 9.625 9.875 1.96263e+06 196699 19496 24209 23837
10 0.1362 0.0427604 0.0202176 0.140648 0.046055 0.0221116 0.171697 0.0510151 0.0225235 0.175929 0.0514569 0.0219858 9.875 10.125 3.06403e+06 482073 52438 59822 55626
10.25 0.171351 0.0546207 0.0190558 0.178273 0.0592007 0.0204007 0.205753 0.0585499 0.0185977 0.204076 0.0570753 0.0174144 10.125 10.375 2.36320e+06 494060 57699 63353 55748
