#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 3.6919e-05 0.0232578 9.92593e-07 2.27358e-05 0.128081 -1.13986e-05 0 0.152671 0 0 0.16028 -3.76577e-05 0.000380735 0.147802 0.000380735 7.2 7.4 663488 487554 175934 32877 20556 5253
7.5 3.44728e-05 0.0209721 8.54897e-06 3.20086e-05 0.127632 -8.56237e-06 0 0.147438 -3.2845e-05 5.38387e-05 0.158254 5.38387e-05 0 0.152094 0 7.4 7.6 533317 377109 156208 30845 18574 4752
7.7 1.0245e-05 0.0197557 -4.44828e-06 2.06237e-05 0.124087 -3.61953e-05 3.32889e-05 0.138166 -3.32712e-05 0 0.157594 -6.33312e-05 0 0.148646 0 7.6 7.8 438291 292827 145464 30040 17087 4340
7.9 8.77255e-06 0.0190911 -6.78891e-06 3.80683e-05 0.117499 -5.65682e-05 3.43548e-05 0.128406 -5.43737e-05 6.48761e-05 0.14558 -1.54839e-05 0 0.127341 -0.000236518 7.8 8 359327 227984 131343 29108 15414 3795
8.1 3.88037e-05 0.0188702 -2.09008e-06 0.000192921 0.112327 -0.000109412 0.000230681 0.116845 -0.000177966 0.000224989 0.147333 -0.000415934 0.000932546 0.127698 0.000554331 8 8.2 289248 180395 108853 26010 13334 3217
8.3 7.03492e-05 0.0193936 -1.66035e-05 0.000548674 0.11119 -0.00034002 0.000680025 0.115685 -0.000103493 0.000523469 0.141303 -0.000476622 0.00105895 0.132986 -0.000425833 8.2 8.4 227809 142148 85661 22058 11462 2833
8.5 0.000177745 0.0192313 -6.25156e-05 0.00148279 0.110584 -0.000684805 0.0011172 0.108458 -0.000266963 0.00293686 0.138643 -0.000574901 0.0017414 0.131079 -0.00193169 8.4 8.6 179287 112521 66766 18797 9534 2297
8.7 0.000465962 0.0203688 -0.000116504 0.00421028 0.11089 -0.00126032 0.0026594 0.102367 -0.000642087 0.0077618 0.132598 -0.000702527 0.0106952 0.132078 0.000409473 8.6 8.8 138818 87990 50828 15417 7859 1870
8.9 0.00144595 0.0190855 -9.79726e-05 0.0107194 0.106212 0 0.00636839 0.0942176 0 0.0143008 0.13212 -0.00215772 0.0197578 0.119187 0.00282915 8.8 9 107555 68467 39088 12248 6643 1569
9.1 0.00381814 0.0198814 5.63713e-05 0.0219777 0.0997971 -0.00039869 0.0104012 0.081604 -0.00185182 0.0306141 0.120251 0 0.0342946 0.112717 0.00309218 9 9.2 83665 53953 29712 9422 5455 1283
9.3 0.00921327 0.020578 0.000518658 0.0434254 0.0980761 0.00170761 0.0202834 0.0724226 0 0.0585516 0.114077 0.00356963 0.0599078 0.109834 0.0030309 9.2 9.4 66118 43090 23028 6705 4543 1085
9.5 0.021567 0.0204899 0.00378035 0.0835694 0.0878198 0.010892 0.0338909 0.0688567 0.00306902 0.109955 0.100642 0.0162425 0.102389 0.110096 0.00260837 9.4 9.6 54105 35749 18356 4603 4038 879
9.7 0.0459964 0.0216121 0.0086644 0.134106 0.0847021 0.0174768 0.042053 0.07855 0.00353757 0.178156 0.0851994 0.0275719 0.183673 0.0749693 0.029128 9.6 9.8 45385 30285 15100 3020 3699 833
9.9 0.0861459 0.0197005 0.0159133 0.192173 0.0853102 0.0234831 0.0571429 0.0806968 0.00854366 0.258229 0.0797771 0.0342769 0.245283 0.0738659 0.0264465 9.8 10 39953 27407 12546 1820 3342 742
10.1 0.145077 0.0218651 0.0197959 0.282095 0.0634949 0.0389528 0.0916104 0.061977 0.0237572 0.338346 0.0655921 0.0319163 0.390855 0.0236284 0.0518484 10 10.2 37239 26069 11170 1037 3325 678
10.3 0.221003 0.0196857 0.0250961 0.365449 0.0629352 0.0283951 0.10883 0.0882507 0.0167243 0.438386 0.0547904 0.0305756 0.441611 0.0591278 0.0171394 10.2 10.4 34324 24796 9528 487 3173 745
10.5 0.298594 0.022829 0.0229521 0.460401 0.0522525 0.0295045 0.162393 0.081925 0.00498576 0.509684 0.0470584 0.0327297 0.546729 0.0408679 0.0150623 10.4 10.6 30259 22683 7576 234 2788 642
10.7 0.372123 0.028304 0.0180427 0.530323 0.060376 0.0168415 0.229358 0.0761978 0.0413236 0.549976 0.061108 0.00938481 0.664815 0.0414109 0.0252389 10.6 10.8 24021 18596 5425 109 2091 540
10.9 0.444825 0.0473855 0.00860015 0.598079 0.0698007 0.0142358 0.310345 0.189655 0.0303448 0.603175 0.0494747 0.0339315 0.725532 0.0525168 0.0169072 10.8 11 15996 12560 3436 29 1323 470
11.1 0.523369 0.0624945 0.00785977 0.666458 0.0768038 0.022134 0.6 0.2 0.145455 0.596886 0.0599769 0.0192243 0.771084 0.0676253 0.00401604 11 11.2 8185 6590 1595 10 578 249
11.3 0.595515 0.112324 -0.00191492 0.719626 0.102262 0.0180555 0.5 0.5 0 0.578947 0.122272 0.0122807 0.846154 0.0620094 0.0128205 11.2 11.4 3032 2497 535 2 190 104
11.5 0.709524 0.116484 0.00722337 0.831776 0.0833186 0.026691 1 0 1 0.8 0.147368 0.124324 1 0 0.133333 11.4 11.6 737 630 107 1 20 27
11.7 0.77381 0.125273 0.00569361 0.818182 0.0948617 0.103896 0 0 0 1 0 1 1 0 0.142857 11.6 11.8 95 84 11 0 1 6
11.9 0.909091 0.0909091 0.0340909 0 1 0 0 0 0 0 1 0 0 1 0 11.8 12 11 11 0 0 0 0
12.1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
