#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.0628805 0.132409 0.0534825 0.116054 0.215223 0.0962562 -0.00948756 0.487828 -0.00333961 -0.00948756 0.00832567 0.0733954 7.2 7.4 240472 34518 1386 4 0
7.5 0.0660874 0.136381 0.0543449 0.130722 0.198037 0.103287 0.089068 0.237992 0.0943347 -0.010932 0.00963911 0.07173 7.4 7.6 178965 27941 1306 10 0
7.7 0.0675043 0.138123 0.0557731 0.131699 0.198537 0.103216 0.154098 0.190215 0.165235 -0.0125684 0.0110535 0.0688681 7.6 7.8 129412 21443 1317 6 0
7.9 0.0673489 0.139109 0.0521289 0.133838 0.204149 0.0988965 -0.0142783 0.254459 0.0193679 -0.0142783 0.0124443 0.0670526 7.8 8 91748 14848 1168 5 0
8.1 0.0735489 0.136586 0.0534853 0.163729 0.190469 0.117116 -0.0171547 0.330483 0.0132867 -0.0171547 0.0143914 0.0675416 8 8.2 63864 10176 973 3 0
8.3 0.0815575 0.134442 0.0593981 0.174014 0.174271 0.116828 0.314407 0.13917 0.34985 -0.0189268 0.0154321 0.0671964 8.2 8.4 43804 6608 850 3 0
8.5 0.0837002 0.124572 0.0538577 0.144523 0.171134 0.0805203 0.229344 0.0500884 0.290354 -0.0206557 0.0157604 0.0676683 8.4 8.6 30097 4293 672 4 0
8.7 0.0935212 0.1182 0.0638692 0.173976 0.161047 0.114361 -0.0249587 0.458413 0.0437323 -0.0249587 0.0181728 0.0667249 8.6 8.8 20233 2684 563 1 0
8.9 0.0965648 0.118395 0.0591882 0.193602 0.139942 0.118763 -0.0281465 0.886274 -0.00332052 -0.0281465 0.0189768 0.0695714 8.8 9 13634 1732 469 2 0
9.1 0.103221 0.0955435 0.0677567 0.171687 0.113605 0.118699 0.632798 0.205802 0.676724 -0.0338683 0.0225127 0.0704612 9 9.2 8978 1065 360 3 0
9.3 0.080419 0.119725 0.0397326 0.131704 0.125652 0.0672016 -0.0409867 0.312581 0.0533819 -0.0409867 0.0273131 0.0670447 9.2 9.4 5896 626 249 1 0
9.5 0.120257 0.0748254 0.0781335 0.168984 0.0555735 0.122311 -0.0448525 0.0348095 0.0608333 -0.0448525 0.0299568 0.0645405 9.4 9.6 3643 321 159 1 0
9.7 0.132338 0.0787384 0.0771232 0.116465 0.0920063 0.0722174 -0.0405594 0.0277468 0.0613147 -0.0405594 0.0226764 0.0679463 9.6 9.8 2359 214 121 0 0
9.9 0.111241 0.0567417 0.0819465 0.0761535 0.0691481 0.0704321 -0.0554255 0.0466184 0.0510436 -0.0554255 0.0327411 0.0672577 9.8 10 1395 114 76 1 0
10.1 0.0748431 0.124505 0.0432575 0.0475703 0.0762541 0.0593548 -0.0524297 0.041814 0.0639138 -0.0524297 0.0276772 0.0765614 10 10.2 837 55 40 1 0
10.3 0.104868 0.162159 0.0657508 -0.0432802 0.205686 -0.00206543 -0.0432802 0.890502 0.0451552 -0.0432802 0.0123278 0.0809973 10.2 10.4 466 27 13 0 0
10.5 0.208937 0.0631716 0.163457 0.181159 0.0359835 0.229236 -0.0688406 0.0640559 0.041549 -0.0688406 0.0399944 0.0538867 10.4 10.6 294 18 4 1 0
10.7 0.126449 0.187478 0.0835918 0.139269 0.197559 0.175855 -0.0273973 0.00852934 0.0984306 -0.0273973 0.00791674 0.0987289 10.6 10.8 159 13 6 0 0
10.9 0.0902256 0.339963 0.111059 0.147368 0.149183 0.230702 -0.0526316 0.0526316 0.0837321 -0.0526316 0.0526316 0.0837321 10.8 11 64 7 5 0 0
11.1 0.135714 0.15 0.283862 -0.114286 0.114286 0.0357143 -0.114286 0.114286 0.043609 -0.114286 0.114286 0.043609 11 11.2 39 4 2 0 0
11.3 -0.111111 0.111111 0.0707071 -0.111111 0.111111 0.0763889 -0.111111 0.111111 0.0763889 -0.111111 0.111111 0.0763889 11.2 11.4 9 0 0 0 0
11.5 0 0 0.142857 0 0 0.142857 0 0 0.142857 0 0 0.142857 11.4 11.6 6 0 0 0 0
11.7 0 0 0 0 0 0 0 0 0 0 0 0 11.6 11.8 6 1 0 0 0
11.9 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 1 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
