#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.00453862 0.0153174 0.00453862 0.0267301 -0.00851063 0.0267301 0.00340954 0.0270459 0.00345037 0.0037372 0.00590538 0.00566638 8.625 8.875 26320 1829 136 338 307
9 0.0062013 0.0169673 0.0062013 0.0274666 0.0144476 0.0274666 0.00455706 0.0190513 0.00455706 0.00489382 0.0230393 0.00489382 8.875 9.125 47317 5609 466 1092 1085
9.25 0.0270911 0.030748 0.0270682 0.0193404 0.0322092 0.0193511 0.0346567 0.0323607 0.0346673 0.0314618 0.0302815 0.0314671 9.125 9.375 223329 35384 3120 7013 6653
9.5 0.0582809 0.0554226 0.057492 0.0549893 0.0581766 0.0541779 0.0727174 0.0675365 0.0718619 0.0802457 0.0724391 0.0788788 9.375 9.625 822458 99667 10732 16031 14067
9.75 0.0629347 0.054798 0.0575982 0.0704185 0.0673167 0.0657754 0.0953476 0.0841984 0.0875401 0.110681 0.0891944 0.101303 9.625 9.875 2.30222e+06 299391 33609 38690 31004
10 0.0650219 0.0647971 0.0511327 0.0707552 0.0719735 0.0570106 0.0906643 0.0839872 0.0685549 0.0932041 0.0886868 0.0718205 9.875 10.125 3.50382e+06 577000 71178 73530 55889
10.25 0.0663077 0.0706919 0.0427003 0.0713192 0.0775286 0.0472608 0.0892244 0.0852187 0.0531756 0.0864315 0.0831512 0.0510388 10.125 10.375 2.57044e+06 556065 74182 71619 51894
