#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00796516 0.0244394 0.00640989 0.0537371 0.103389 0.0395268 0.0573344 0.113579 0.0434799 0.0705076 0.120056 0.0489584 0.0658878 0.11679 0.0468014 7.2 7.4 703812 520140 183672 27889 24508 15663
7.5 0.00736363 0.0226795 0.00548184 0.052763 0.100548 0.0332283 0.0531806 0.110252 0.0341606 0.0674059 0.115415 0.0409979 0.0637525 0.107156 0.0383854 7.4 7.6 577654 420309 157345 25404 21823 13772
7.7 0.00700991 0.021418 0.0044246 0.0586807 0.0984412 0.0294866 0.0624063 0.102714 0.0338422 0.0720443 0.111068 0.0343017 0.0679538 0.106515 0.0323154 7.6 7.8 470618 336809 133809 22690 19141 11861
7.9 0.00721775 0.0205927 0.00337832 0.0636265 0.0996246 0.0217906 0.0633102 0.100732 0.0237084 0.0748868 0.111928 0.0232567 0.0704946 0.107223 0.0224397 7.8 8 385405 266288 119117 20597 17226 10554
8.1 0.00761175 0.0195854 0.00221834 0.0657567 0.0947092 0.011208 0.0668178 0.098011 0.0144647 0.0791243 0.100379 0.0151599 0.0734258 0.100726 0.00865869 8 8.2 317309 208362 108947 19845 15621 9370
8.3 0.00896466 0.0188408 0.00100038 0.0699443 0.0851908 0.00157233 0.0709635 0.084673 0.0040609 0.0824357 0.0949027 0.00307631 0.0838136 0.0896434 0.00311926 8.2 8.4 257188 162527 94661 18432 13647 7982
8.5 0.0108103 0.0204548 -0.000117187 0.0790118 0.078231 -0.004548 0.0759251 0.0784323 -0.00220273 0.0962361 0.0869322 -0.0053595 0.0912752 0.0860093 -0.00703726 8.4 8.6 203386 126638 76748 15647 11690 6705
8.7 0.0147364 0.0192516 -0.000413178 0.0960184 0.0714654 -0.00953025 0.0915996 0.0673998 -0.00519959 0.110918 0.0809187 -0.00925942 0.107606 0.0839998 -0.0127845 8.6 8.8 160017 99414 60603 13297 9782 5548
8.9 0.0194684 0.0188856 -0.000939803 0.120803 0.0715897 -0.0126264 0.113622 0.0662429 -0.00562903 0.131289 0.082104 -0.017055 0.139142 0.0797002 -0.0153595 8.8 9 127064 79565 47499 11239 7891 4499
9.1 0.0287952 0.0174318 0.000631152 0.150457 0.0682448 -0.0128857 0.127894 0.0626794 -0.00983731 0.178545 0.0654068 -0.00686722 0.174389 0.0678345 -0.00934748 9 9.2 102595 64212 38383 9070 6861 3928
