#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0.7 0.3 0.116667 0.76 0.24 0.0266666 0.813953 0.142568 0.0269164 8.625 8.875 49736 62 191 276
9.00 0.589744 0.14495 0.0309201 0.714286 0.0934066 0.0125313 0.763889 0.121825 -0.0218254 8.875 9.125 72215 259 730 888
9.25 0.65625 0.148098 0.0145388 0.786992 0.116712 0.0435462 0.753769 0.121231 0.0214218 9.125 9.375 276867 1719 4388 5252
9.50 0.646617 0.125186 0.052779 0.689536 0.127634 0.0528091 0.715802 0.127278 0.0660071 9.375 9.625 781122 5516 8697 9795
9.75 0.617174 0.122294 0.0926899 0.666515 0.119468 0.0992928 0.716911 0.104931 0.0931666 9.625 9.875 1.94876e+06 18546 23266 23317
10.00 0.850074 0.0505171 0.0598522 0.876575 0.0415124 0.0575127 0.894445 0.0374219 0.0532233 9.875 10.125 3.04069e+06 51191 58498 55344
10.25 0.918652 0.0266334 0.0519691 0.931688 0.0204176 0.0454939 0.933833 0.0191778 0.0409322 10.125 10.375 2.34926e+06 56746 62481 56358
10.50 0.925961 0.0217568 0.0381294 0.942326 0.0151327 0.0376937 0.944494 0.0136709 0.0404934 10.375 10.625 1.50474e+06 46133 50298 44426
10.75 0.922279 0.0175452 0.03731 0.944322 0.0112551 0.0393668 0.94331 0.0127841 0.0345306 10.625 10.875 936526 34403 37227 32067
11.00 0.913976 0.0164576 0.0351583 0.938324 0.0118762 0.0352618 0.94535 0.00764179 0.0390835 10.875 11.125 579514 26545 25912 21899
11.25 0.886259 0.0144864 0.0365243 0.917825 0.00922078 0.0358387 0.929615 0.0107399 0.0370782 11.125 11.375 349660 19687 16850 14121
11.50 0.832889 0.0133402 0.0397442 0.868589 0.013989 0.0301892 0.906071 0.00625247 0.0377545 11.375 11.625 208168 12262 10816 8784
11.75 0.777871 0.0108381 0.0400432 0.804703 0.0103627 0.029857 0.844241 0.00162667 0.0417868 11.625 11.875 123454 4344 6847 5603
12.00 0.675676 0.027027 0.036966 0.641777 0.0220085 0.0305907 0.686373 0.0146319 0.0336179 11.875 12.125 72506 516 4642 3579
12.25 0.507937 0.0802988 0.0306638 0.471329 0.0243007 0.0334956 0.475511 0.0269157 0.0288736 12.125 12.375 42318 75 2955 2180
12.50 0.411765 0.0882353 0.0588235 0.314208 0.0517825 0.0216174 0.291971 0.0431692 0.0220433 12.375 12.625 24839 21 1873 1355
12.75 0.428571 0.0714286 0 0.228 0.0546087 0.0109457 0.192061 0.0411347 0.0187624 12.625 12.875 14483 7 608 922
13.00 0 0 0 0.152542 0.0404401 0.0313302 0.0988142 0.0423389 0.00716453 12.875 13.125 8189 1 66 567
13.25 0 0 0 0 0.166667 0 0.091954 0.0456607 0.00590061 13.125 13.375 4569 0 8 373
13.50 0 0 0 0 0 0 0.0406504 0.0426829 0.00915434 13.375 13.625 2507 0 1 264
13.75 0 0 0 0 0 0 0.0144928 0.0426501 0.000603865 13.625 13.875 1355 0 0 73
14.00 0 0 0 0 0 0 0.1 0.122222 0 13.875 14.125 679 0 0 11
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 330 0 0 1
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 131 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 57 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 6 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 2 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
