#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.0152463 0.0914489 0.014579 0.0166905 0.100607 0.0160057 0.0221742 0.117001 0.0207386 0.0193184 0.108828 0.0178618 7.2 7.4 689031 181319 30158 23847 11358
7.5 0.0161737 0.0935832 0.0148933 0.0172845 0.103143 0.0161044 0.0217547 0.118328 0.0190971 0.0195166 0.106314 0.0176645 7.4 7.6 556787 154098 26923 21191 10035
7.7 0.0164285 0.0968397 0.0138045 0.0159504 0.103101 0.0134871 0.0226935 0.115727 0.018084 0.0178283 0.109291 0.013907 7.6 7.8 452252 135193 24978 18574 8799
7.9 0.0156771 0.0938317 0.0109401 0.0143197 0.098282 0.0102194 0.0215685 0.114739 0.0145145 0.0221259 0.102278 0.0146402 7.8 8 374298 125193 24129 17138 7853
8.1 0.0153734 0.0876648 0.00707832 0.0148894 0.0890867 0.00787523 0.0205335 0.107402 0.00895348 0.0199316 0.101013 0.00853455 8 8.2 308209 111986 22920 15376 6986
8.3 0.0163948 0.0818266 0.00262215 0.0138437 0.0842543 0.00301086 0.0238523 0.099822 0.00356254 0.021844 0.0927654 0.0019001 8.2 8.4 246511 92465 19868 13223 5726
8.5 0.0197914 0.0778596 -0.00242216 0.0186731 0.080983 -0.000260696 0.0265485 0.0964333 -0.00372965 0.0229558 0.0942733 -0.00400777 8.4 8.6 193433 73087 17129 10969 4816
8.7 0.0253539 0.0767515 -0.00877281 0.0231286 0.0696528 -0.00581092 0.0322233 0.0986367 -0.0137746 0.0309977 0.087469 -0.0108913 8.6 8.8 151094 56767 14347 9075 3895
8.9 0.0368503 0.0766901 -0.010598 0.0304353 0.0661419 -0.00783388 0.0440417 0.0939472 -0.0142437 0.0520493 0.0818859 -0.0110372 8.8 9 118425 43973 11586 7585 3230
9.1 0.0562119 0.0706193 -0.0118618 0.0380236 0.0541058 -0.00748457 0.0677222 0.0835544 -0.0149277 0.0859578 0.0680147 -0.00044933 9 9.2 94326 35082 9360 6385 2739
9.3 0.0766157 0.0700009 -0.00555947 0.0375899 0.0584127 -0.00579498 0.102388 0.0818708 -0.000459641 0.098598 0.079971 -0.0139392 9.2 9.4 77150 28253 7370 5395 2350
9.5 0.112961 0.0603555 0.00415575 0.053231 0.0466245 0.00631242 0.151366 0.0625307 0.00472105 0.142845 0.0736068 0.000404269 9.4 9.6 64901 23435 5642 4795 2053
9.7 0.14315 0.0564435 0.0127574 0.044889 0.0601637 0.0032114 0.183448 0.0603316 0.0167885 0.187321 0.0621989 0.00592873 9.6 9.8 56735 20069 4002 4491 1917
9.9 0.161722 0.0618749 0.0131454 0.0109761 0.0809379 0.00775187 0.206555 0.0643149 0.0112724 0.234425 0.0359943 0.023426 9.8 10 51382 17572 2685 4176 1721
10.1 0.191161 0.0493173 0.0194454 -0.0173852 0.084821 0.0192049 0.250468 0.0424263 0.0312643 0.235993 0.0493966 0.0133339 10 10.2 48266 15487 1579 4131 1707
10.3 0.189341 0.0545114 0.0198806 -0.0527335 0.0829986 0.0211149 0.22592 0.0617786 0.0162076 0.283676 0.0270261 0.0295776 10.2 10.4 45483 13873 802 4080 1685
10.5 0.192721 0.0531073 0.0219178 -0.100647 0.0993656 0.00941333 0.233352 0.0463367 0.0237629 0.261633 0.0440364 0.0151635 10.4 10.6 40843 11436 386 3590 1507
10.7 0.186739 0.0514944 0.0213681 -0.0825413 0.110822 0.0434925 0.210989 0.0401644 0.0280882 0.279046 0.0388453 0.0320576 10.6 10.8 32329 8444 140 2844 1247
10.9 0.189922 0.0303688 0.0236652 0.0476067 0.130266 0.043897 0.16352 0.0308324 0.0156741 0.276937 0.0173948 0.0265384 10.8 11 21377 5210 41 1729 944
11.1 0.164792 0.0163667 0.0353163 -0.00141877 0.126575 0.128727 0.105125 0.00566494 0.0538034 0.251775 0.017159 0.0411624 11 11.2 10836 2466 16 701 548
11.3 0.110284 0.0155916 0.0302531 -0.686677 0.919794 -0.301844 -0.0278538 0.0354449 0.0376166 0.22536 -0.00208908 0.0822698 11.2 11.4 3839 724 1 170 216
