#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.167438 0.0594168 0.0172789 0.171943 0.0679696 0.0176104 0.199842 0.0684934 0.0165401 0.197658 0.067283 0.020612 7.2 7.4 744182 181142 22667 23573 20194
7.5 0.174159 0.0591858 0.018694 0.178774 0.0591975 0.0211284 0.207633 0.0647501 0.018559 0.204512 0.0610466 0.0187953 7.4 7.6 637287 166994 21785 22730 18997
7.7 0.181355 0.0556622 0.0158983 0.178879 0.0572561 0.0164348 0.214055 0.0652808 0.0165869 0.204031 0.0574687 0.0159533 7.6 7.8 530036 146497 19737 20539 17183
7.9 0.195431 0.0522182 0.0159326 0.193521 0.0563521 0.0170738 0.224689 0.063685 0.0169455 0.215057 0.0592271 0.0157249 7.8 8 430971 125213 17745 18268 15261
8.1 0.220105 0.0509697 0.0192281 0.213292 0.0527225 0.0225969 0.242832 0.0626549 0.0171468 0.232876 0.0575013 0.0165326 8 8.2 345881 105746 15323 15866 13085
8.3 0.247754 0.0548841 0.0220628 0.238828 0.0445176 0.0311594 0.261088 0.0643271 0.0177766 0.261107 0.0576917 0.0239776 8.2 8.4 279455 92163 13574 14088 11423
8.5 0.251476 0.0575434 0.0208265 0.24038 0.0530185 0.0221257 0.267578 0.0631255 0.0197722 0.267156 0.0607607 0.0193731 8.4 8.6 230598 84111 12667 12741 10206
8.7 0.24808 0.0563529 0.01976 0.239904 0.0539076 0.0234441 0.267727 0.0616573 0.0182287 0.269318 0.0591395 0.0206451 8.6 8.8 188282 71846 11648 10873 8740
8.9 0.251921 0.057173 0.0182075 0.244104 0.0521634 0.023964 0.273443 0.0549268 0.019978 0.268199 0.0608507 0.0142122 8.8 9 152472 58426 9988 9162 7428
9.1 0.255701 0.0508964 0.0195265 0.237962 0.0454697 0.0214414 0.278518 0.0530407 0.0199275 0.283521 0.0505746 0.0220426 9 9.2 124758 47415 8712 7704 6241
9.3 0.257884 0.0524961 0.0175831 0.221815 0.0529509 0.014504 0.273448 0.0566321 0.0154467 0.278804 0.0601203 0.0127977 9.2 9.4 104504 38881 7167 6608 5297
9.5 0.263692 0.0518416 0.0183706 0.20969 0.0546301 0.0176578 0.290714 0.0464567 0.0262515 0.286623 0.0479572 0.0209017 9.4 9.6 87883 32538 5540 5824 4664
9.7 0.268417 0.0483844 0.020498 0.199765 0.0484811 0.0261507 0.27544 0.0590704 0.00788638 0.288646 0.0562709 0.0151918 9.6 9.8 75003 27164 4203 4863 4081
9.9 0.272112 0.0491578 0.0175638 0.170657 0.0675298 0.0201526 0.307053 0.0423396 0.027723 0.304404 0.0427474 0.0248979 9.8 10 64607 23100 2733 4329 3706
10.1 0.267969 0.0573399 0.00928661 0.154448 0.0627242 0.0250947 0.280296 0.0611718 0 0.288698 0.0615143 0.00542733 10 10.2 57107 19881 1645 4049 3287
10.3 0.285692 0.0447639 0.0229276 0.0939882 0.0799532 0.0163369 0.318234 0.0395026 0.0293851 0.300642 0.0468212 0.0168033 10.2 10.4 50407 17054 751 3818 3021
10.5 0.280155 0.0506171 0.0194226 0.104185 0.10895 0.0276239 0.278488 0.0549346 0.0105108 0.315991 0.040566 0.0275734 10.4 10.6 43433 14064 288 3422 2649
10.7 0.26725 0.0449551 0.0201107 0.174976 0.0734747 0.069448 0.262198 0.0402312 0.0258223 0.296021 0.0392431 0.0199876 10.6 10.8 34520 10671 131 2551 2144
10.9 0.230139 0.0384406 0.0159927 0.0974639 0.174169 -0.00253817 0.185791 0.0444017 0.0190355 0.258785 0.0387521 0.0119853 10.8 11 24010 6884 48 1602 1590
11.1 0.174742 0.0325537 0.0167927 0.259799 0.05267 0.133222 0.112232 0.039724 0.0341913 0.207996 0.033568 0.0163447 11 11.2 12973 3260 14 637 899
11.3 0.0983046 0.0485854 0.00492817 -0.0788041 0.347123 0.237124 0.04818 0.0694929 0.0234692 0.129529 0.0286933 0.0245507 11.2 11.4 5700 1229 3 126 376
11.5 0.0580273 0.0404801 0.0181269 -0.851672 0.0375291 0.0409229 0.148328 0.0231834 0.144463 0.0351207 0.046559 0.0228332 11.4 11.6 1944 299 0 8 106
11.7 0.0136029 0.0369372 0.0241797 -0.929254 0.0441192 0.0182006 -0.929254 0.0466323 0.0182006 0.0307457 0.0089581 0.106161 11.6 11.8 593 70 0 0 25
11.9 0.0444444 0.0231231 0.101971 -0.955556 0.02895 0.0191919 -0.955556 0.02895 0.0191919 0.0444444 0.0228633 0.982333 11.8 12 140 5 0 0 1
12.1 0 0 1 -1 0 0 -1 0 0 -1 0 0 12 12.2 23 1 0 0 0
12.3 -1 0 0 -1 0 0 -1 0 0 -1 0 0 12.2 12.4 2 0 0 0 0
12.5 0 0 1 0 0 1 0 0 1 0 0 1 12.4 12.6 0 0 0 0 0
