#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0.00916789 0 0 0.0126079 0 0 0.0192452 0 0 0 0.0222657 8.625 8.875 49850 1810 234 279 62
9 -1.18524e-05 0.00632421 0.00159089 -1.18524e-05 0.0155669 2.37048e-05 -1.18524e-05 0.000677225 0.00256948 -1.18524e-05 0.00733838 0.00338232 8.875 9.125 89917 5546 905 1086 246
9.25 -1.07839e-05 0.0369931 -2.69598e-06 -1.07839e-05 0.0380526 2.69598e-06 -1.07839e-05 0.0371611 2.69598e-06 -1.07839e-05 0.0480962 2.69598e-06 9.125 9.375 412205 41282 6767 8009 1938
9.5 2.46859e-05 0.0719367 1.09188e-05 5.96237e-05 0.0905441 2.83877e-05 2.884e-05 0.107884 2.884e-05 -7.12085e-06 0.11598 5.69668e-06 9.375 9.625 1.59297e+06 188639 29965 27808 6170
9.75 5.19803e-05 0.0782627 3.50984e-05 0.00015227 0.113807 9.63436e-05 0.000146009 0.141064 0.000112901 0.000195763 0.136025 6.38076e-05 9.625 9.875 3.73475e+06 508908 75205 54598 11130
10 7.01808e-06 0.0833327 4.94821e-06 -8.3762e-06 0.112892 -9.88064e-06 3.08822e-05 0.135668 3.85028e-06 1.62218e-05 0.130191 3.08417e-05 9.875 10.125 4.14263e+06 663646 101216 67676 13514
10.25 9.68696e-06 0.0926866 -9.60433e-07 1.52606e-05 0.11804 -3.51532e-06 2.79044e-05 0.136241 -5.10749e-06 -5.38286e-06 0.127873 -4.48572e-07 10.125 10.375 2.82652e+06 597220 96883 60083 11584
