#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0.5 0 0 0 0 0 0 0 8.625 8.875 203215 44 10 0
9.00 0 0.636364 0 0 1 0 0 0 0 8.875 9.125 324369 210 36 0
9.25 0 0.674033 0 0 0.857143 0 0 0 0 9.125 9.375 1.12837e+06 2770 432 0
9.50 0.842105 -0.00648886 0.842105 0 0.75 0 0 0 0 9.375 9.625 3.23999e+06 23582 2997 0
9.75 0.785714 0.0267857 0.212659 0.807692 0.0104895 0.215315 0 0 0 9.625 9.875 4.73963e+06 52173 5362 0
10.00 0.837905 0.0635032 0.18068 0.828125 0.0925099 0.181424 0 0 0 9.875 10.125 3.58341e+06 59025 5760 0
10.25 0.85123 0.0575023 0.183116 0.823009 0.112475 0.152694 0 0 0 10.125 10.375 2.16460e+06 57421 5359 0
10.50 0.844548 0.0568609 0.15953 0.801324 0.0986755 0.127937 0 0 0 10.375 10.625 1.2609e+06 49017 4473 0
10.75 0.836801 0.0527017 0.154102 0.816667 0.118116 0.150692 0 0 0 10.625 10.875 674791 34110 3039 0
11.00 0.812865 0.0772054 0.150051 0.772947 0.073207 0.149184 0 0 0 10.875 11.125 347443 22399 1944 0
11.25 0.776273 0.0893004 0.11342 0.748988 0.109549 0.120082 0 0 0 11.125 11.375 172971 13560 1287 0
11.50 0.78907 0.0774713 0.135329 0.752336 0.103085 0.132058 0 0 0 11.375 11.625 82622 6494 869 0
11.75 0.753247 0.0949675 0.105459 0.744681 0.0592408 0.145302 0 0 0 11.625 11.875 38380 1763 559 0
12.00 0.740741 0.125926 0.115741 0.765823 0.0556058 0.154487 0 0 0 11.875 12.125 16570 171 360 0
12.25 1 0 0 0.65812 0.10188 0.101729 0 0 0 12.125 12.375 6849 2 222 0
12.50 0 0 0 0.607143 0.0357143 0.107143 0 0 0 12.375 12.625 2486 1 110 0
12.75 0 0 0 0.5 0.0384616 0.1 0 0 0 12.625 12.875 759 0 29 0
13.00 0 0 0 0 1 0 0 0 0 12.875 13.125 229 0 4 0
13.25 0 0 0 0 0 0 0 0 0 13.125 13.375 43 0 0 0
13.50 0 0 0 0 0 0 0 0 0 13.375 13.625 5 0 0 0
13.75 0 0 0 0 0 0 0 0 0 13.625 13.875 0 0 0 0
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
