#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0 0.0635379 0 0 0.0611639 0 0 0.0432099 0 0 0.0604027 0 0 0.285714 0 8.625 8.875 94180 92496 1684 162 149 7
9.00 6.36716e-06 0.0989392 6.36716e-06 0 0.0940432 0 0 0.0988296 0 0 0.104762 0 0 0.0833333 0 8.875 9.125 161320 157056 4264 769 525 36
9.25 1.60124e-06 0.0806896 0 0 0.105356 0 0 0.110169 0 0 0.122818 0 0 0.153846 0 9.125 9.375 658516 624517 33999 6490 4584 247
9.50 9.86626e-07 0.0560675 4.93313e-07 4.65951e-06 0.111688 0 0 0.142293 0 0 0.162245 0 0 0.183477 0 9.375 9.625 2.24173e+06 2.02711e+06 214615 37205 21184 1041
9.75 2.83434e-05 0.0631156 1.0049e-05 4.23039e-05 0.129298 1.05779e-05 9.19868e-05 0.179106 2.30015e-05 2.49925e-05 0.205859 -3.12502e-09 0 0.200676 0 9.625 9.875 4.4483e+06 3.88098e+06 567323 86969 40012 1774
10.00 2.57457e-05 0.0518291 9.44007e-06 9.27287e-06 0.128489 -3.07464e-06 2.95526e-05 0.172375 9.81567e-06 0 0.194682 0 0 0.178463 0 9.875 10.125 4.14278e+06 3.49574e+06 647049 101514 43184 1985
10.25 2.29574e-06 0.0393693 0 1.75774e-05 0.126809 -3.32535e-06 3.13768e-05 0.164402 -4.93019e-08 5.2669e-05 0.181008 2.56083e-05 0 0.169954 0 10.125 10.375 2.74685e+06 2.17794e+06 568911 95612 37973 1754
10.50 1.60927e-06 0.0318604 8.04636e-07 2.11573e-05 0.133444 1.07316e-05 4.52591e-05 0.157469 2.23362e-05 6.51423e-05 0.170374 3.27862e-05 0 0.155684 0 10.375 10.625 1.71545e+06 1.2428e+06 472651 88380 30702 1415
10.75 4.19749e-06 0.0282254 1.39917e-06 0.000343818 0.13547 0.000221756 0.000403063 0.1483 0.000217484 0.000996377 0.173778 0.00057489 0 0.158416 0 10.625 10.875 1.03174e+06 714712 317028 69468 22080 1024
11.00 3.43978e-05 0.0272209 1.71989e-05 0.00249413 0.134424 0.0014763 0.00221628 0.140626 0.0015017 0.00544077 0.164756 0.00310807 0 0.169231 0 10.875 11.125 571790 407003 164787 47828 14520 652
11.25 0.000334296 0.0302082 0.000151953 0.0140619 0.15413 0.00636311 0.010844 0.146883 0.00527615 0.0260593 0.176282 0.0104856 0.0254777 0.175368 0.00789529 11.125 11.375 311903 230335 81568 30616 9747 471
11.50 0.00248626 0.0362009 0.000846714 0.0610233 0.143673 0.0197581 0.0384444 0.132066 0.0143363 0.0905463 0.174816 0.0292637 0.147541 0.129319 0.0507668 11.375 11.625 169276 129914 39362 15711 6516 244
11.75 0.0185711 0.0445401 0.00380339 0.172472 0.157466 0.0377207 0.099062 0.124555 0.0241022 0.220559 0.161822 0.0500178 0.218543 0.152886 0.0428674 11.625 11.875 90581 71778 18803 4371 4475 151
12.00 0.0823173 0.0554526 0.014307 0.365809 0.119776 0.0542474 0.249423 0.101992 0.0443535 0.413455 0.122398 0.058481 0.409524 0.0571429 0.0827911 11.875 12.125 47089 38303 8786 433 2854 105
12.25 0.238339 0.0553537 0.0411668 0.593566 0.0593052 0.0467492 0.428571 0.142857 0.0492611 0.62792 0.0596892 0.0575329 0.735294 0.00756305 0.104525 12.125 12.375 23819 20089 3730 28 1798 68
12.50 0.493215 0.0898024 0.0635602 0.745536 0.0375432 0.0349759 1 0 0.25 0.738445 0.0379391 0.0363401 0.808511 0.0248227 0.025902 12.375 12.625 11590 10022 1568 4 952 47
12.75 0.751055 0.0907173 0.0991561 0.846411 0.0567613 0.0480636 0 0 0 0.798561 0.0791367 0.056743 0.921053 0 0.0353383 12.625 12.875 5339 4740 599 0 278 38
13.00 0.887635 0.0578999 0.0839058 0.940887 0.0295567 0.0349461 0 0 0 0.875 0.0625 0.09375 1 0 0.0434783 12.875 13.125 2241 2038 203 0 32 23
13.25 0.951865 0.0216607 0.0493381 0.979167 0 0.0833334 0 0 0 0 0 0 1 0 0.0714286 13.125 13.375 879 831 48 0 0 14
13.50 0.971119 0.0108303 0.0144404 1 0 0 0 0 0 0 0 0 1 0 0 13.375 13.625 292 277 15 0 0 6
13.75 0.973333 0.0133333 0 1 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 76 75 1 0 0 0
