#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.000695768 0.0983238 0.00060728 0.00108551 0.130788 0.000905605 0.000996649 0.140857 0.000896589 -4.02174e-05 0.122352 -2.69781e-06 7.2 7.4 618766 171199 33756 8680 201
7.5 0.000966092 0.0975827 0.00085975 0.00152857 0.120651 0.00128375 0.00172944 0.139545 0.00148818 -6.67561e-05 0.127385 -1.41791e-05 7.4 7.6 502354 157816 33222 8351 211
7.7 0.00158767 0.091367 0.00128453 0.00273885 0.113825 0.00232211 0.00384812 0.123923 0.00293201 -0.000175766 0.139369 -7.25031e-05 7.6 7.8 396676 134964 31222 7704 199
7.9 0.00268312 0.0886 0.00196767 0.00417712 0.112439 0.00306076 0.00577409 0.124308 0.00428335 0.00562256 0.125816 0.00566178 7.8 8 307311 107204 27735 6717 168
8.1 0.00525663 0.0861592 0.00364673 0.00689222 0.106251 0.00461527 0.0111073 0.123933 0.00852958 0.00714304 0.132624 0.00714966 8 8.2 236853 81504 23672 5859 128
8.3 0.00856208 0.0889725 0.00573819 0.0104583 0.0999471 0.00676826 0.0152324 0.124824 0.00945584 0.0241772 0.113422 0.0167501 8.2 8.4 179782 60253 19650 4794 118
8.5 0.0144782 0.0838572 0.00948993 0.0144156 0.0916473 0.00898533 0.0256796 0.112533 0.0161156 0.00723812 0.169946 -0.003019 8.4 8.6 138723 45097 16346 4148 105
8.7 0.0223101 0.0819283 0.0132988 0.0178881 0.0819032 0.0112107 0.0408564 0.111764 0.0217137 0.0529568 0.163426 0.0306052 8.6 8.8 106802 33703 13364 3530 70
8.9 0.0365214 0.0801457 0.0199647 0.0249968 0.0762778 0.0144773 0.0649268 0.108122 0.0282074 0.0925165 0.0828068 0.0540804 8.8 9 80777 24520 10160 2983 60
9.1 0.0492164 0.0850282 0.0214003 0.0260541 0.0689672 0.0138075 0.0822477 0.113983 0.0329684 0.123775 0.0883647 0.071347 9 9.2 61241 17545 7032 2434 51
9.3 0.0647647 0.0885868 0.0244131 0.0173016 0.07085 0.0100901 0.105006 0.114378 0.0393395 0.0229502 0.141577 0.00466511 9.2 9.4 45888 12445 4527 2059 42
9.5 0.0819524 0.0909132 0.0296451 0.0089521 0.0718417 0.0128389 0.149349 0.0969568 0.0531222 0.151513 0.10135 0.100442 9.4 9.6 34782 8783 2734 1694 42
9.7 0.103884 0.0887513 0.0393159 -0.00329948 0.0592416 0.0116501 0.175065 0.0997867 0.0484503 0.11955 0.178315 -0.0057061 9.6 9.8 26638 6275 1410 1434 23
9.9 0.116269 0.0967804 0.0386776 -0.00839981 0.0639663 0.0231728 0.18803 0.118488 0.0432791 0.203785 0.137436 0.11514 9.8 10 20405 4440 680 1215 21
10.1 0.136458 0.0848954 0.0471496 -0.0223142 0.0659054 0.030094 0.232589 0.0805711 0.0696523 0.344494 0.0908472 0.10479 10 10.2 16102 3356 295 1120 24
10.3 0.142916 0.0783707 0.0495869 -0.0144663 0.0594595 0.0564157 0.210773 0.0711836 0.0459796 0.262013 0.0917179 0.0665188 10.2 10.4 12680 2386 107 914 24
10.5 0.170179 0.0584437 0.0627436 -0.0228402 0.1676 0.054481 0.231117 0.0636461 0.0668703 0.35216 0.0796274 0.102894 10.4 10.6 9910 1657 30 737 24
10.7 0.15978 0.0715925 0.0585729 -0.050961 0.108573 0.0856527 0.179899 0.0711694 0.053673 0.496658 0.0137472 0.159743 10.6 10.8 7212 1142 18 566 21
10.9 0.140938 0.0824023 0.0374656 -0.00936601 0.0792722 0.278501 0.116019 0.0769604 0.0266083 0.282301 0.140586 0.0591368 10.8 11 4821 657 4 325 24
11.1 0.17484 0.0317929 0.058063 -0.287622 0.297254 0.064899 0.101266 0.0363077 0.0628112 0.312378 0.142804 0.0784291 11 11.2 2579 333 2 180 10
