#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0.00432739 5.85466e-06 0 0 0.0231935 0 0.0222445 8.19653e-05 0 0 0.0634646 8.625 8.875 172944 2140 85 22 0
9 0 0 0.00251401 0 0 0.00471348 0 0.0186306 0.000150762 0 0 0.104844 8.875 9.125 281974 3389 380 101 0
9.25 -1.01025e-06 0.0110448 1.01025e-06 -1.01025e-06 0.0240172 0 -1.01025e-06 0.0393867 1.01025e-06 -1.01025e-06 1.01025e-06 0.0962626 9.125 9.375 1.01466e+06 24800 4018 1132 0
9.5 2.29592e-05 0.0266049 2.29592e-05 8.70297e-05 0.0614219 8.70297e-05 -1.04172e-05 0.0788229 -1.0058e-05 -1.04172e-05 1.0058e-05 0.0612168 9.375 9.625 2.99359e+06 209729 30786 7182 0
9.75 0.000122636 0.0411721 0.000119491 0.000434462 0.0964767 0.000435388 0.00025841 0.112614 0.000190799 -5.18359e-05 4.69763e-05 0.0661324 9.625 9.875 4.84864e+06 527307 69916 12893 0
10 0.000584808 0.0658181 0.000558308 0.00128548 0.124129 0.00121667 0.00172882 0.143061 0.0015191 -8.71569e-05 7.85639e-05 0.0524111 9.875 10.125 3.82102e+06 562529 77952 13216 0
10.25 0.00194051 0.0905152 0.00179547 0.00367064 0.140769 0.00343702 0.00533685 0.157536 0.00473392 -0.000132609 0.000123174 0.0418881 10.125 10.375 2.38637e+06 478506 74410 12067 0
