#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00225825 0.0430672 0.00205092 0.0267172 0.161436 0.0235586 0.0439975 0.207194 0.0378271 0.0560345 0.236698 0.0477111 0 0 0 7.2 7.4 477090 365327 111763 15910 928 0
7.5 0.00321131 0.0414176 0.00296806 0.0300675 0.155257 0.0256199 0.0487097 0.197072 0.0402257 0.0607477 0.221788 0.0499043 0 0 0 7.4 7.6 370496 275277 95219 15500 856 0
7.7 0.00422745 0.0428203 0.00377998 0.0358186 0.140623 0.0298967 0.0573712 0.183736 0.0457857 0.0616997 0.195989 0.0487267 0 0 0 7.6 7.8 278405 204142 74263 14014 859 0
7.9 0.00604961 0.0465947 0.00543902 0.0406421 0.142389 0.0316136 0.0643532 0.180767 0.0500247 0.0675676 0.185954 0.0499412 0 0 0 7.8 8 206773 152076 54697 12074 740 0
8.1 0.0085251 0.0481377 0.00753763 0.0495338 0.142664 0.0368156 0.0720973 0.184421 0.0528204 0.0822368 0.213218 0.0609225 0 0 0 8 8.2 151871 112726 39145 10361 608 0
8.3 0.0111618 0.0488762 0.00910174 0.062507 0.145106 0.0423063 0.0855834 0.177916 0.057364 0.0982318 0.221867 0.0675459 0 0 0 8.2 8.4 110491 83678 26813 8296 509 0
8.5 0.0146835 0.0499327 0.0114598 0.0724437 0.147564 0.0471446 0.093082 0.182221 0.0601956 0.111111 0.236715 0.072251 0 0 0 8.4 8.6 80557 61770 18787 6736 441 0
8.7 0.019328 0.0515311 0.0141655 0.08678 0.15121 0.0527991 0.10769 0.174159 0.0668458 0.184127 0.178836 0.116376 0 0 0 8.6 8.8 58948 45892 13056 5553 315 0
8.9 0.024798 0.0537367 0.016079 0.103046 0.157599 0.0600574 0.109903 0.178948 0.0598928 0.175084 0.217643 0.0967143 0 0 0 8.8 9 42580 33914 8666 4140 297 0
9.1 0.0331085 0.0500767 0.0204836 0.129043 0.154554 0.0664215 0.130608 0.162103 0.0796791 0.259843 0.197647 0.143963 0 0 0 9 9.2 29944 24163 5781 3009 254 0
9.3 0.0413308 0.0554207 0.02192 0.142171 0.158028 0.0599928 0.109273 0.16623 0.0498894 0.315271 0.147887 0.167903 0 0 0 9.2 9.4 21242 17493 3749 1995 203 0
9.5 0.0527648 0.0561611 0.0261747 0.161831 0.147772 0.0695689 0.113914 0.142251 0.0513035 0.329341 0.133936 0.156074 0 0 0 9.4 9.6 15088 12641 2447 1229 167 0
9.7 0.0657101 0.057123 0.0268356 0.186717 0.142353 0.0776709 0.104803 0.137132 0.0475409 0.303797 0.161956 0.0971308 0 0 0 9.6 9.8 10377 8781 1596 687 158 0
9.9 0.0729301 0.0617707 0.026074 0.177932 0.150906 0.0634746 0.0760563 0.126043 0.0408805 0.305785 0.171138 0.0961077 0 0 0 9.8 10 7190 6184 1006 355 121 0
10.1 0.0786855 0.0637909 0.0222737 0.211024 0.134518 0.0690987 0.0691824 0.122122 0.0266292 0.336634 0.14209 0.100679 0 0 0 10 10.2 4956 4321 635 159 101 0
10.3 0.101649 0.0604933 0.0246632 0.239554 0.155989 0.0818549 0.147541 0.102459 0.0830249 0.296296 0.209728 0.043549 0 0 0 10.2 10.4 3330 2971 359 61 81 0
10.5 0.119627 0.0589843 0.025416 0.246809 0.102706 0.0948085 0.148148 0.137566 0.0925926 0.402778 0.148243 0.14854 0 0 0 10.4 10.6 2166 1931 235 27 72 0
10.7 0.133536 0.0683463 0.027051 0.232759 0.134888 0.066092 0.125 0.0972222 0.125 0.340909 0.159091 0.0964646 0 0 0 10.6 10.8 1434 1318 116 8 44 0
10.9 0.136426 0.0870292 0.0213814 0.238806 0.131057 0.074249 0 0 0 0.382353 0.117647 0.160131 0 0 0 10.8 11 800 733 67 1 34 0
11.1 0.154639 0.0689789 0.0458778 0.148936 0.222492 0.0689362 0 0 0 0.136364 0.301136 0.0454545 0 0 0 11 11.2 435 388 47 1 22 0
11.3 0.0684932 0.127159 -0.00604101 0.181818 0.151515 0.181818 0 0 0 0.333333 0.166667 0.333333 0 0 0 11.2 11.4 157 146 11 0 6 0
11.5 0.0816327 0.138956 0.00470957 0.333333 0.666667 0.333333 0 0 0 0 1 0 0 0 0 11.4 11.6 52 49 3 0 0 0
11.7 0.2 0.133333 0.2 0 1 0 0 0 0 0 0 0 0 0 0 11.6 11.8 11 10 1 0 1 0
11.9 0 0.333333 0 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 1 1 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 1 1 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
