#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 -0.00420757 0.143593 0.00441312 -0.00420757 0.00420757 0.0299076 -0.00420757 0.00420757 0.0299076 -0.00420757 0.00420757 0.0299076 7.2 7.4 1436 10 0 0 0
7.5 0.122336 0.0739434 0.132942 -0.0026643 0.0026643 0.0319677 -0.0026643 0.0026643 0.0319677 -0.0026643 0.0026643 0.0319677 7.4 7.6 1134 8 0 0 0
7.7 -0.00961538 0.190117 0.004944 -0.00961538 0.00961538 0.0254723 -0.00961538 0.00961538 0.0254723 -0.00961538 0.00961538 0.0254723 7.6 7.8 943 7 0 0 0
7.9 0.163682 0.000430793 0.187153 -0.00298507 0.00298507 0.0369152 -0.00298507 0.00298507 0.0369152 -0.00298507 0.00298507 0.0369152 7.8 8 676 6 0 0 0
8.1 -0.0163934 0.139946 0.00888746 -0.0163934 0.0163934 0.0267203 -0.0163934 0.0163934 0.0267203 -0.0163934 0.0163934 0.0267203 8 8.2 495 7 0 0 0
8.3 -0.0177936 0.144138 0.00740021 -0.0177936 0.0177936 0.0292652 -0.0177936 0.0177936 0.0292652 -0.0177936 0.0177936 0.0292652 8.2 8.4 284 3 0 0 0
8.5 -0.00526316 0.00526316 0.0225146 -0.00526316 0.00526316 0.0552665 -0.00526316 0.00526316 0.0552665 -0.00526316 0.00526316 0.0552665 8.4 8.6 191 1 0 0 0
8.7 -0.0172414 0.0172414 0.0204155 -0.0172414 0.0172414 0.0568327 -0.0172414 0.0172414 0.0568327 -0.0172414 0.0172414 0.0568327 8.6 8.8 117 1 0 0 0
8.9 0.484127 -0.323813 0.51443 -0.015873 0.015873 0.0555556 -0.015873 0.015873 0.0555556 -0.015873 0.015873 0.0555556 8.8 9 65 2 0 0 0
9.1 0 0 0.0506329 0 0 0.0769231 0 0 0.0769231 0 0 0.0769231 9 9.2 30 1 0 0 0
9.3 0 0 0.0454545 0 0 0.0625 0 0 0.0625 0 0 0.0625 9.2 9.4 27 0 0 0 0
9.5 0 0 0.0714286 0 0 0.0714286 0 0 0.0714286 0 0 0.0714286 9.4 9.6 8 0 0 0 0
9.7 -0.333333 0.333333 -0.233333 -0.333333 0.333333 -0.233333 -0.333333 0.333333 -0.233333 -0.333333 0.333333 -0.233333 9.6 9.8 3 0 0 0 0
9.9 0 0 0 0 0 0 0 0 0 0 0 0 9.8 10 2 0 0 0 0
10.1 0 0 0 0 0 0 0 0 0 0 0 0 10 10.2 1 0 0 0 0
10.3 0 0 0 0 0 0 0 0 0 0 0 0 10.2 10.4 0 0 0 0 0
10.5 0 0 0 0 0 0 0 0 0 0 0 0 10.4 10.6 0 0 0 0 0
10.7 0 0 0 0 0 0 0 0 0 0 0 0 10.6 10.8 0 0 0 0 0
10.9 0 0 0 0 0 0 0 0 0 0 0 0 10.8 11 0 0 0 0 0
11.1 0 0 0 0 0 0 0 0 0 0 0 0 11 11.2 0 0 0 0 0
11.3 0 0 0 0 0 0 0 0 0 0 0 0 11.2 11.4 0 0 0 0 0
11.5 0 0 0 0 0 0 0 0 0 0 0 0 11.4 11.6 0 0 0 0 0
11.7 0 0 0 0 0 0 0 0 0 0 0 0 11.6 11.8 0 0 0 0 0
11.9 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 0 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
