#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0.00216462 0 0.00486888 0.000235846 0 0 0.027563 0 0 0.0615869 8.625 8.875 163136 2014 93 23 0
9 0 0 0.00478198 0 0 0.00740103 0 0 0.0295105 0 0 0.103662 8.875 9.125 265933 3436 404 129 0
9.25 -1.05715e-06 0.00945479 8.45717e-06 -1.05715e-06 0.0230179 8.45717e-06 -1.05715e-06 0.0351151 2.22001e-05 -1.05715e-06 0 0.095881 9.125 9.375 971775 25832 4406 1445 0
9.5 1.98882e-06 0.0273521 3.10227e-06 -7.42303e-06 0.0608689 -5.93843e-06 -7.42303e-06 0.0843928 -1.48461e-06 -7.42303e-06 5.93843e-06 0.0608262 9.375 9.625 2.90681e+06 212498 32655 8499 0
9.75 5.05275e-05 0.043155 4.54565e-05 0.000119028 0.0973906 0.000119261 0.000226721 0.115658 0.000177652 -2.90501e-05 2.37049e-05 0.0663764 9.625 9.875 4.84327e+06 540353 74285 15639 0
10 0.000337594 0.0664424 0.000318647 0.000595533 0.126402 0.000571682 0.00157108 0.14448 0.00126553 -4.63388e-05 3.72527e-05 0.0497336 9.875 10.125 3.88e+06 578226 82571 16075 0
10.25 0.00122213 0.0889309 0.00113582 0.00225372 0.139322 0.00214134 0.00402329 0.154059 0.0034661 -7.67768e-05 7.16583e-05 0.041396 10.125 10.375 2.44721e+06 493491 78524 14390 0
