#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.00620991 0.0153938 0.00620991 0.00512295 0.0230533 0.00516394 0.00017691 0.0323366 0.000668714 0.0250093 0.00540238 0.0250503 8.625 8.875 26240 1840 128 278 352
9 0.00562236 0.0106714 0.00584236 0.0133665 0.0191025 0.0137821 0.00082548 0.0110742 0.0035444 0.0223591 0.0229131 0.0224569 8.875 9.125 46488 5579 391 1016 1149
9.25 0.0278196 0.028225 0.0273942 0.0227009 0.0321885 0.0227662 0.0276231 0.0312757 0.0273794 0.028189 0.0226189 0.0279246 9.125 9.375 215934 32287 2455 6146 6066
9.5 0.0665359 0.0531189 0.0619033 0.0589689 0.0509328 0.0565366 0.0771433 0.0625092 0.072233 0.0880979 0.0690354 0.0809217 9.375 9.625 777438 83996 8363 13045 12434
9.75 0.074269 0.0468177 0.0538411 0.0811758 0.0542482 0.0594385 0.115638 0.0713577 0.0846369 0.125591 0.0744078 0.0914216 9.625 9.875 2.15478e+06 262446 28051 33015 28362
10 0.0818686 0.0618425 0.0415645 0.0879823 0.0690528 0.0465201 0.10946 0.0764494 0.0512191 0.115123 0.0815156 0.0540478 9.875 10.125 3.36206e+06 551577 65539 69264 56427
10.25 0.0919486 0.0751101 0.0329185 0.0962492 0.0825447 0.0374626 0.120133 0.0864352 0.0382015 0.117456 0.0886837 0.0346647 10.125 10.375 2.50784e+06 539978 68833 69112 53869
