#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.75 0.212963 0.75 1 -0.0410959 1 0 1 0 7.2 7.4 635648 34141 12015 530
7.5 0.714286 0.254094 0.0827068 0.9 0.1 0.156592 0 0.971429 0 7.4 7.6 516786 34680 11318 495
7.7 0.8 0.170588 0.05 0.9 0.1 0.145635 0 0.954545 0 7.6 7.8 415284 33197 10498 510
7.9 0.725 0.217918 -0.0422413 0.807692 0.16005 0.0973474 0 1 0 7.8 8 324909 29947 9499 412
8.1 0.8 0.136963 0.0272728 0.675 0.277381 -0.0517606 1 0 0.5 8 8.2 252760 25536 8023 389
8.3 0.833333 0.113843 0.0300502 0.625 0.3125 -0.0874682 0.666667 0.333333 0.416667 8.2 8.4 194227 21593 6795 332
8.5 0.874126 0.0730439 0.0801706 0.710843 0.217982 0.0134438 0.25 0.666667 -0.25 8.4 8.6 151906 18215 5710 260
8.7 0.843931 0.0946168 0.0256989 0.75 0.152655 0.0620301 0.833333 0.166667 0.158333 8.6 8.8 116738 14643 4856 229
8.9 0.903061 0.047716 0.06594 0.76555 0.115047 0.0854698 0.545455 0.343434 -0.0378788 8.8 9 89811 11123 4060 195
9.1 0.932367 0.0266773 0.100953 0.747967 0.0925233 0.0733211 0.875 0 0.275 9 9.2 68654 7970 3503 134
9.3 0.863636 0.0597086 0.0318606 0.723333 0.0983499 0.0664485 0.6875 0.145833 0.106855 9.2 9.4 52558 5067 2913 127
9.5 0.934579 0.0136964 0.0743055 0.73262 0.0797915 0.0701597 0.866667 -0.0205128 0.257971 9.4 9.6 39993 3119 2458 96
9.7 0.909091 0.0219436 0.071591 0.730022 0.0601019 0.114744 0.695652 0.186701 0.0956522 9.6 9.8 31171 1714 2134 87
9.9 0.875 0.0355691 0.0377907 0.693654 0.0806513 0.069801 0.5 0.233333 0.0454545 9.8 10 25193 870 1788 64
10.1 0.837838 0.0669241 0.023023 0.694545 0.0422966 0.0658239 0.5 0.147059 0.0789474 10 10.2 20578 378 1584 60
10.3 0.944444 0.017094 0.171717 0.686813 0.0330232 0.0566762 0.608696 0.111304 0.108696 10.2 10.4 17182 169 1370 44
10.5 0.916667 0.0833333 0.0277778 0.686235 0.0335233 0.0517412 0.605263 0.0984405 0.121392 10.4 10.6 14101 73 1145 64
10.7 0.75 0.25 0.15 0.734211 0.0178556 0.0558889 0.657143 -0.0161172 0.157143 10.6 10.8 10389 29 830 53
10.9 0.75 0.25 0.15 0.73251 0.0253022 0.0424144 0.413793 0.115619 0.00638571 10.8 11 6987 9 522 41
11.1 1 0 1 0.790323 0.00967741 0.0857772 0.333333 0.166667 0.0520833 11 11.2 3874 4 293 16
11.3 0 0 0 0.860465 0.0113298 0.0747508 0.5 0.166667 0.1 11.2 11.4 1561 0 111 17
11.5 0 0 0 1 0 0.222222 0.75 -0.0833333 0.416667 11.4 11.6 403 0 17 4
11.7 0 0 0 0 1 0 0 0 0 11.6 11.8 79 0 0 0
11.9 0 0 0 1 0 1 0 0 0 11.8 12 7 0 1 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 1 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
