#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.00460855 0.0150722 0.00460855 0.00731045 0.0151618 0.0073488 -0.00231445 0.0114369 -0.00223777 0.00344654 0.0115438 0.00348488 8.625 8.875 28639 2559 233 507 341
9 0.00523986 0.0109219 0.00526292 0.00471498 0.00612719 0.00609429 0.00584078 0.0191637 0.00586385 0.00453978 0.0169385 0.00456285 8.875 9.125 50771 7421 753 1517 1137
9.25 0.0115568 0.0343415 0.0115403 0.0112321 0.0345242 0.0112321 0.010731 0.0357537 0.010731 0.0149055 0.0363412 0.0149055 9.125 9.375 242504 46223 5006 9566 6862
9.5 0.029107 0.0659816 0.0290503 0.0281569 0.0645617 0.0281014 0.0348449 0.0818114 0.0347632 0.0411162 0.0911306 0.04108 9.375 9.625 943158 136594 17243 22437 15170
9.75 0.0337664 0.0739568 0.0336686 0.0399085 0.0925493 0.0398428 0.0511296 0.115471 0.0509066 0.0584414 0.118235 0.0582414 9.625 9.875 2.68667e+06 372660 46732 47625 29116
10 0.0317404 0.0788586 0.0314235 0.0365124 0.0908445 0.0362673 0.0469669 0.108815 0.0464354 0.0504469 0.11022 0.049781 9.875 10.125 3.73834e+06 615734 81980 77244 45323
10.25 0.0295083 0.0842047 0.0284788 0.033355 0.0987759 0.0322689 0.0427263 0.106895 0.0408709 0.0403764 0.106238 0.0387 10.125 10.375 2.67676e+06 577561 82810 72714 40187
