#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0.00697283 0 0 0.0171542 0 0.00476149 0.00122505 0 0 0.0661822 8.625 8.875 128037 1855 156 81 2
9 -9.55721e-06 9.55721e-06 0.0045846 -9.55721e-06 9.55721e-06 0.00216975 -9.55721e-06 0.00318607 0.000439632 -9.55721e-06 4.77861e-06 0.0940573 8.875 9.125 212952 3686 585 285 4
9.25 0 0.0192953 1.26547e-06 0 0.031376 1.26547e-06 0 0.0303162 1.26547e-06 0 0.0651762 7.59282e-06 9.125 9.375 819872 29652 5736 2755 49
9.5 8.81861e-06 0.0434556 6.30459e-06 -4.21184e-07 0.0736581 -4.21184e-07 -4.21184e-07 0.0982809 1.68474e-06 -4.21184e-07 0.0896057 5.05421e-06 9.375 9.625 2.59071e+06 216455 36343 14514 277
9.75 2.41187e-06 0.0549556 0 2.761e-05 0.105443 1.95001e-05 2.82066e-05 0.136075 5.04818e-06 -8.18612e-06 0.137431 4.23752e-05 9.625 9.875 4.71952e+06 566145 83808 27478 468
10 2.94803e-05 0.0711126 2.43982e-05 6.32026e-05 0.117048 4.10981e-05 0.000164532 0.140437 0.000131659 -1.08268e-05 0.122619 7.02278e-06 9.875 10.125 4.03769e+06 620239 94557 28513 476
10.25 0.00012345 0.0845349 0.000108792 0.000260915 0.125194 0.000197527 0.000351556 0.139582 0.000311153 -6.72401e-06 0.0862697 0 10.125 10.375 2.61983e+06 537743 89673 25120 408
