#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0.00481028 0.0696773 0.00481028 0.00351958 0.0981082 0.00351958 0 0.111588 0 0 0.0650759 0 0.00763359 0.118321 0.00763359 8.625 8.875 30130 27857 2273 233 461 262
9.00 0.00662377 0.102901 0.00660268 0.00720565 0.113849 0.00720565 0.00884956 0.111252 0.00884956 0.00754976 0.111187 0.00754976 0.00558036 0.116071 0.00558036 8.875 9.125 54344 47405 6939 791 1457 896
9.25 0.0044887 0.0889727 0.00448401 0.00735614 0.132541 0.00735614 0.00863812 0.138026 0.00863812 0.00790068 0.135645 0.00790068 0.00643814 0.141291 0.00643814 9.125 9.375 259373 213425 45948 5441 9746 5747
9.50 0.00260922 0.0619353 0.0025905 0.011594 0.147669 0.0115348 0.0118048 0.149116 0.011706 0.0143738 0.179452 0.0143338 0.0142064 0.184092 0.0141324 9.375 9.625 1.06029e+06 908319 151975 20246 24976 13515
9.75 0.0026832 0.0681716 0.0025282 0.0120877 0.154124 0.0118807 0.0141062 0.176742 0.0138497 0.0181737 0.208486 0.0178454 0.019296 0.220364 0.0189451 9.625 9.875 2.95903e+06 2.54845e+06 410581 54586 51778 25653
10.00 0.00173082 0.0533379 0.00162309 0.00982139 0.147733 0.0096559 0.0112743 0.167847 0.0111155 0.0145163 0.184147 0.014401 0.0149851 0.186277 0.0147702 9.875 10.125 3.87434e+06 3.2395e+06 634839 88254 78119 37237
10.25 0.00112294 0.0419439 0.00109357 0.00829098 0.142391 0.00818024 0.00942637 0.162935 0.00929977 0.0131057 0.176433 0.0129249 0.0123201 0.171484 0.0121991 10.125 10.375 2.73205e+06 2.14527e+06 586782 86990 72030 32873
10.50 0.00074513 0.0348566 0.00072756 0.00698959 0.138199 0.00660366 0.00744889 0.1528 0.00712552 0.0107206 0.170259 0.00995382 0.0108176 0.159253 0.0098481 10.375 10.625 1.7091e+06 1.25213e+06 456965 73568 55874 24682
10.75 0.000546694 0.0296264 0.000479891 0.00677316 0.137115 0.00423458 0.00626336 0.142018 0.00445324 0.0103967 0.159198 0.00570484 0.0095118 0.149275 0.00461605 10.625 10.875 1.06141e+06 733500 327912 60351 40686 17452
11.00 0.000504645 0.0283944 0.000210654 0.00886559 0.13575 -0.00204541 0.00641775 0.137103 0 0.0134601 0.151194 -0.00514851 0.0139135 0.143247 -0.00663567 10.875 11.125 639531 431987 207544 45343 28083 11284
11.25 0.000778718 0.0293042 -0.000629267 0.0239546 0.128236 -0.0166131 0.01442 0.123634 -0.0101097 0.0343545 0.146067 -0.0213626 0.0361562 0.136876 -0.0214122 11.125 11.375 368188 254264 113924 31068 18018 7274
11.50 0.00416445 0.0292774 -0.00318146 0.0890528 0.120043 -0.023954 0.0481832 0.116895 -0.0211108 0.11357 0.132315 -0.0263308 0.134989 0.120305 -0.0172708 11.375 11.625 212119 150560 61559 17558 12063 4430
11.75 0.0277501 0.0391893 -0.0032215 0.259309 0.103338 0.00720015 0.154438 0.109134 -0.00474846 0.299014 0.106192 0.0116793 0.320351 0.104727 0.00899044 11.625 11.875 121903 88468 33435 5588 8013 2850
12.00 0.143273 0.0474535 0.0133833 0.525296 0.0533282 0.0214865 0.393277 0.0753574 0.0224164 0.549491 0.0529677 0.0225748 0.599424 0.0436552 0.0178385 11.875 12.125 69232 51482 17750 595 5496 1735
12.25 0.419375 0.0403543 0.0418637 0.76653 0.0271083 0.0286709 0.878049 0.0320636 0.0487805 0.771861 0.0311183 0.0282277 0.80377 0.0225822 0.0361025 12.125 12.375 39097 29811 9286 82 3568 1167
12.50 0.731798 0.0523177 0.0956008 0.913921 0.0230882 0.0429263 0.909091 0 0.109091 0.904016 0.0236127 0.0473723 0.944744 0.0183708 0.0383667 12.375 12.625 21640 16935 4705 11 2042 742
12.75 0.906062 0.0319475 0.0777531 0.966638 0.0111586 0.0302987 1 0 0 0.955247 0.0170608 0.0418003 0.977153 0.0100967 0.0278775 12.625 12.875 11791 9453 2338 8 648 569
13.00 0.959491 0.00782782 0.0295499 0.98216 0.00204569 0.0162858 0 0 0 0.984375 0.000473499 0.00161636 0.98017 -0.00028491 0.0227836 12.875 13.125 6175 5110 1065 0 64 353
13.25 0.966579 0.00488174 0.0120165 0.989224 0.00439286 0.00232458 0 0 0 1 0 0 0.995708 0.00429183 0.000233054 13.125 13.375 3127 2663 464 0 2 233
