#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.0490914 0.125674 0.0424305 0.0874573 0.182688 0.0732099 0.0663002 0.270992 0.0480303 -0.00642709 0.00581907 0.0612405 7.2 7.4 347743 64411 5347 55 0
7.5 0.050559 0.130149 0.0426061 0.0950155 0.185042 0.0760211 0.148662 0.196785 0.112623 -0.00718249 0.00650913 0.059367 7.4 7.6 261437 52735 5323 77 0
7.7 0.0517391 0.126529 0.0433018 0.0912127 0.184824 0.0708389 0.168611 0.176108 0.136192 -0.0088079 0.00774155 0.0617751 7.6 7.8 191684 40002 4849 62 0
7.9 0.0583229 0.126348 0.0451614 0.107593 0.172275 0.0828114 0.071527 0.21644 0.0315138 -0.0118064 0.0103399 0.0578081 7.8 8 138078 28476 4196 60 0
8.1 0.0617994 0.135629 0.0448697 0.110556 0.190314 0.080593 0.161362 0.146969 0.122851 -0.0136385 0.0113913 0.058998 8 8.2 98787 19526 3414 40 0
8.3 0.0721086 0.126832 0.0526793 0.11352 0.187642 0.0810153 0.114853 0.200508 0.0733909 -0.0172229 0.0142553 0.059369 8.2 8.4 70097 13254 2960 53 0
8.5 0.0751022 0.126093 0.0510747 0.131761 0.162099 0.0908712 0.157029 0.174986 0.12474 -0.0215423 0.0170586 0.0610684 8.4 8.6 48902 8702 2407 28 0
8.7 0.0896412 0.114719 0.0591738 0.146813 0.147564 0.0966709 0.19181 0.157825 0.105887 -0.0255816 0.0196239 0.0652286 8.6 8.8 34160 5702 1833 23 0
8.9 0.092199 0.111828 0.055232 0.135114 0.139217 0.0806549 0.168234 0.168854 0.106777 -0.0317657 0.0215821 0.063633 8.8 9 23922 3743 1564 20 0
9.1 0.0975364 0.108094 0.0607049 0.118142 0.122841 0.070306 0.17145 0.219834 0.0818665 -0.0368832 0.025445 0.0668142 9 9.2 16418 2455 1174 24 0
9.3 0.116075 0.0973156 0.0748042 0.137572 0.103275 0.0858303 0.628209 0.0563234 0.484272 -0.0384575 0.021368 0.0677845 9.2 9.4 10921 1456 801 9 0
9.5 0.135436 0.0883715 0.0742305 0.137081 0.0943574 0.0800335 0.285163 0.248319 0.229569 -0.0481707 0.0279671 0.0643757 9.4 9.6 7475 915 556 18 0
9.7 0.0951238 0.113278 0.0457929 0.0571105 0.117053 0.0203411 0.276671 0.0938888 0.200751 -0.0566619 0.0315223 0.0672673 9.6 9.8 4778 560 334 12 0
9.9 0.117612 0.109303 0.0549566 0.0524088 0.116607 0.0145971 0.0490621 0.19472 0.0454937 -0.0620491 0.0323319 0.0668242 9.8 10 3067 295 166 9 0
10.1 0.105366 0.105833 0.0411174 0.0604834 0.0966219 0.0375436 0.0797451 0.186467 0.129151 -0.0631121 0.0277254 0.0764925 10 10.2 2022 184 89 7 0
10.3 0.0642387 0.102197 0.0319097 0.104177 0.00915608 0.124695 -0.0862989 0.541471 -0.0359304 -0.0862989 0.0376348 0.0598728 10.2 10.4 1217 93 42 3 0
10.5 0.0761622 0.0594269 0.0441092 0.00949555 0.0536909 0.0894955 0.273132 0.0709541 0.292044 -0.0905045 0.0330332 0.0751006 10.4 10.6 728 54 10 11 0
10.7 0.0744354 0.0672111 0.06576 -0.0962963 0.1712 0.0183634 0.0703704 0.198562 0.140546 -0.0962963 0.0433009 0.0838423 10.6 10.8 446 41 11 6 0
10.9 0.047619 0.127381 0.0653505 -0.052381 0.0374556 0.0991342 -0.052381 0.249714 0.0809524 -0.052381 0.00526053 0.117925 10.8 11 230 20 2 4 0
11.1 0.0535714 0.167517 0.101764 -0.0892857 0.0570277 0.0821429 -0.0892857 0.0892857 0.0680177 -0.0892857 0.0570277 0.0821429 11 11.2 119 7 1 0 0
11.3 0.5 -0.0882353 0.615385 0 -0.0227273 0.16129 1 -0.179487 1.13889 0 -0.0227273 0.16129 11.2 11.4 44 2 0 1 0
11.5 0 0 0.25 0 0 0.263158 0 0 0.25 0 0 0.263158 11.4 11.6 12 1 0 0 0
11.7 0 0 0.2 0 0 0.2 0 0 0.2 0 0 0.2 11.6 11.8 4 0 0 0 0
11.9 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 1 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
