#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.979095 0.00831962 0.0601017 0.982723 0.00733852 0.0512744 0.979977 0.00934786 0.0558267 7.2 7.4 728061 24767 24433 19444
7.5 0.976821 0.0112666 0.0587955 0.983445 0.00615609 0.0529447 0.982698 0.00757712 0.0535908 7.4 7.6 613631 23185 22808 17730
7.7 0.975412 0.0106916 0.0599442 0.981794 0.00717175 0.0512354 0.985734 0.00424463 0.0548949 7.6 7.8 505493 20795 20001 15978
7.9 0.97213 0.0104285 0.0524914 0.982407 0.00680244 0.053142 0.984201 0.00551713 0.0542442 7.8 8 409150 18349 17624 13832
8.1 0.967655 0.0123271 0.0504655 0.982188 0.00371104 0.0515444 0.984206 0.00421494 0.0558107 8 8.2 329640 16358 15576 11852
8.3 0.968732 0.00869244 0.052209 0.980972 0.00358987 0.0488424 0.981717 0.00502825 0.0468315 8.2 8.4 270153 15194 13822 10668
8.5 0.964891 0.00531119 0.0530281 0.984186 -0.000678301 0.0517669 0.987727 -0.00256562 0.0544591 8.4 8.6 221189 14084 12529 9067
8.7 0.960186 0.00476593 0.0487894 0.978781 0.000177145 0.0500519 0.980538 0.00159079 0.0488697 8.6 8.8 176940 12170 10533 7825
8.9 0.951613 0.00813037 0.0414159 0.973022 0.00158203 0.0513521 0.978713 -0.000732958 0.0477321 8.8 9 142712 10546 8877 6453
9.1 0.953612 -0.000992119 0.0402697 0.964143 0.00126535 0.049035 0.968801 0.0038572 0.0494776 9 9.2 116765 8879 7404 5464
9.3 0.939948 0.00323838 0.0367532 0.948214 0.0036062 0.0495895 0.95342 0.00772166 0.0511852 9.2 9.4 97419 7483 6360 4740
9.5 0.91487 0.0160983 0.0217479 0.921798 0.0116708 0.0426384 0.932143 0.00997931 0.0419144 9.4 9.6 83430 5809 5719 4180
9.7 0.92252 -0.00585324 0.0392112 0.886908 0.0184727 0.0387474 0.883323 0.0300718 0.0337189 9.6 9.8 71912 4301 4975 3709
9.9 0.906667 0.00931501 0.0276914 0.820395 0.0309563 0.0239734 0.847079 0.0161933 0.0378098 9.8 10 63277 3004 4439 3401
10.1 0.915315 -0.0032438 0.0472708 0.745968 0.0408674 0.00683731 0.781159 0.0257134 0.0302495 10 10.2 56986 1773 4216 3221
10.3 0.882353 0.0109055 0.0246751 0.686151 0.0193574 0.0231374 0.685185 0.035624 0.0116789 10.2 10.4 51062 855 3935 2835
10.5 0.900709 -0.0160939 0.121639 0.621474 0.022745 0.0181407 0.603786 0.0194762 0.0208094 10.4 10.6 44025 358 3633 2527
10.7 0.772727 0.0844156 0.00802135 0.57975 0.0151747 0.0338981 0.511191 0.0138245 0.0204903 10.6 10.8 35426 138 2781 2034
10.9 0.882353 0.0509804 0.104575 0.5452 0.0159699 0.0379408 0.401094 0.0239696 0.0307235 10.8 11 23760 38 1694 1497
11.1 0.833333 0.166667 0.333333 0.530043 0.00387388 0.0757657 0.282477 0.0321644 0.0224154 11 11.2 12602 8 683 842
11.3 1 0 1 0.57 -0.04 0.164203 0.198582 0.032711 0.0434092 11.2 11.4 5247 2 140 341
11.5 0 0 0 0.636364 0.363636 0.30303 0.105263 0.0248181 0.0394737 11.4 11.6 1664 0 11 103
11.7 0 0 0 0 0 0 0 0.0769231 0 11.6 11.8 418 0 0 13
11.9 0 0 0 0 0 0 0 0 0 11.8 12 106 0 0 1
12.1 0 0 0 0 0 0 0 0 0 12 12.2 10 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
