#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0.0102384 2.20032e-05 0 0.0149087 2.20032e-05 0 0.00763065 2.20032e-05 0 0.00360852 0.00600686 8.625 8.875 47370 1922 273 331 76
9 0 0.0164692 0 0 0 0.00815795 0 0.0294366 0 0 0 0.00878423 8.875 9.125 84597 5560 878 1130 269
9.25 -8.54647e-06 0.0398194 0 -8.54647e-06 0.0422745 0 -8.54647e-06 0.0413989 0 -8.54647e-06 0.039391 0 9.125 9.375 392904 41882 6702 8245 2254
9.5 2.34127e-05 0.073485 9.48471e-06 5.98969e-05 0.0879381 3.80939e-05 2.7093e-05 0.108532 2.93145e-05 -8.88596e-06 0.118046 -2.22149e-06 9.375 9.625 1.53621e+06 185766 29077 27794 6902
9.75 5.90456e-05 0.0801641 4.22072e-05 0.00013925 0.117242 7.42073e-05 0.000102897 0.141103 6.94602e-05 8.12234e-05 0.140945 8.4127e-05 9.625 9.875 3.66036e+06 500552 73377 55036 12498
10 -1.22316e-05 0.0849029 -3.79779e-06 1.62423e-06 0.113625 3.74839e-06 -3.94094e-05 0.139859 -1.05472e-05 -2.32114e-06 0.134136 2.68297e-05 9.875 10.125 4.12683e+06 662094 100374 69673 15199
10.25 1.67031e-05 0.0912713 1.67541e-06 5.557e-05 0.116512 1.78856e-05 2.56205e-05 0.137741 -1.35248e-05 -6.73726e-06 0.131632 2.69491e-06 10.125 10.375 2.82368e+06 597260 96297 61809 13079
