#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0.00479902 0.0679079 0.00479902 0.00935829 0.0891266 0.00935829 0.00833333 0.0833333 0.00833333 0.004329 0.0779221 0.004329 0.00387597 0.120155 0.00387597 8.625 8.875 29958 27714 2244 240 462 258
9.00 0.00861995 0.100744 0.00857717 0.00760778 0.112144 0.00760778 0.00736196 0.11411 0.00736196 0.00994695 0.114058 0.00994695 0.00213447 0.107791 0.00213447 8.875 9.125 53850 46752 7098 815 1508 937
9.25 0.00529013 0.0824966 0.00528539 0.00884956 0.123546 0.00884956 0.0112588 0.128276 0.0112588 0.00835396 0.124587 0.00835396 0.00871497 0.128503 0.00871497 9.125 9.375 257139 211148 45991 5418 9696 5852
9.50 0.00341263 0.0593849 0.00339476 0.014299 0.142042 0.0142525 0.0141724 0.145217 0.0140726 0.0172622 0.16884 0.0171817 0.0177725 0.171875 0.0177725 9.375 9.625 1.04614e+06 895497 150640 20039 24852 13504
9.75 0.0037142 0.0684722 0.00355093 0.0159047 0.153039 0.0156687 0.0186277 0.175773 0.0183116 0.0235959 0.202083 0.0232852 0.0265435 0.214435 0.0262344 9.625 9.875 2.93008e+06 2.52329e+06 406797 53791 51492 25882
10.00 0.00248874 0.0547095 0.00236853 0.0132324 0.146484 0.0130586 0.0154994 0.166213 0.0153399 0.0187418 0.184299 0.0185628 0.0208692 0.185414 0.0206043 9.875 10.125 3.86066e+06 3.22774e+06 632916 87810 78221 37759
10.25 0.00160815 0.042874 0.00157311 0.0111446 0.142674 0.0110065 0.0123041 0.162754 0.0121656 0.016967 0.175737 0.0167457 0.0165374 0.169741 0.0163568 10.125 10.375 2.72691e+06 2.14034e+06 586564 86719 72376 33258
10.50 0.00105276 0.0345915 0.00103276 0.00955901 0.137388 0.00911324 0.0101964 0.152496 0.00986719 0.014849 0.16562 0.0139334 0.0136719 0.157151 0.0125568 10.375 10.625 1.70595e+06 1.25005e+06 455905 73163 56098 25088
10.75 0.000722064 0.0288471 0.000648356 0.00901576 0.134884 0.00630198 0.00865534 0.140213 0.00665686 0.0137631 0.156379 0.00889703 0.012558 0.147424 0.00636515 10.625 10.875 1.05949e+06 732622 326872 59963 40979 17678
11.00 0.000653461 0.0276145 0.000336 0.011383 0.132883 -0.000991651 0.00872635 0.132668 0.00109476 0.0174724 0.14838 -0.00290866 0.0168008 0.139547 -0.00492865 10.875 11.125 639138 431548 207590 45036 28216 11428
11.25 0.00108208 0.0288071 -0.000499727 0.0276151 0.124482 -0.0167237 0.0183483 0.119208 -0.0101701 0.0389803 0.144314 -0.0230777 0.0399299 0.133147 -0.0204464 11.125 11.375 368388 254139 114249 31011 18163 7413
11.50 0.00483486 0.0294276 -0.00323431 0.095664 0.116445 -0.0231869 0.0540571 0.11261 -0.02093 0.122943 0.127348 -0.0260675 0.143846 0.115795 -0.0164556 11.375 11.625 212289 150573 61716 17537 12030 4477
11.75 0.0302137 0.0392349 -0.0031275 0.26829 0.100277 0.00952065 0.161203 0.102803 -0.00323485 0.309184 0.0995211 0.012345 0.331829 0.0982037 0.0116444 11.625 11.875 122111 88569 33542 5552 8047 2881
12.00 0.147374 0.0470828 0.0130064 0.531802 0.0507202 0.020896 0.411667 0.069877 0.0233172 0.559742 0.0502821 0.0216129 0.60419 0.0448085 0.0146554 11.875 12.125 69482 51590 17892 600 5574 1766
12.25 0.419979 0.0380736 0.0410126 0.769009 0.0304425 0.0283776 0.829268 0.0297061 0.0347477 0.768526 0.0351152 0.0263691 0.804184 0.0257479 0.0358176 12.125 12.375 39293 29942 9351 82 3603 1195
12.50 0.727331 0.0510923 0.0939629 0.912413 0.0203155 0.0455879 1 0 0.1 0.903573 0.0211902 0.0483167 0.933244 0.0153044 0.0392846 12.375 12.625 21789 17028 4761 16 2043 749
12.75 0.903409 0.0320918 0.0758628 0.967186 0.00897449 0.0326306 1 0 0 0.952012 0.0163921 0.0420887 0.977586 0.00854897 0.0275002 12.625 12.875 11881 9504 2377 4 646 580
13.00 0.957749 0.00895637 0.0307633 0.979779 0.00369167 0.0122222 0 0 0 0.985714 0 0.0169643 0.977465 0.00287229 0.0139816 12.875 13.125 6224 5136 1088 0 70 355
13.25 0.964697 0.00891864 0.0111483 0.985447 0.00625426 0.000831604 0 0 0 1 0 0 0.991597 0.00840336 0.000217319 13.125 13.375 3172 2691 481 0 3 238
