#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.0191613 0.0174569 0.0180621 0.026334 0.0276624 0.0286205 0.0448208 0.0526321 0.038401 -0.0105872 0.019258 -0.00355372 8.625 8.875 31043 2179 116 353 449
9 -0.00527705 0.0049556 -0.000322327 -0.00389659 0.0180437 -0.00258042 -0.00197169 0.00185014 0.0118512 0.00295421 0.00997505 0.00306374 8.875 9.125 51873 6225 359 1094 1319
9.25 0.0218857 0.012993 0.019019 0.024544 0.00684296 0.0204265 0.0224519 0.0161484 0.0202726 0.0219906 0.0135392 0.0203962 9.125 9.375 227109 32099 2299 5615 6261
9.5 0.0701514 0.0394083 0.0460625 0.0563659 0.0383137 0.0400427 0.0805831 0.0485875 0.0517946 0.096996 0.0472751 0.0638514 9.375 9.625 755245 72127 6707 10835 11062
9.75 0.0847685 0.0347381 0.0289055 0.0896972 0.0420914 0.0347599 0.124603 0.0562238 0.043957 0.135689 0.0549047 0.0469426 9.625 9.875 2.02522e+06 220161 22322 27234 25514
10 0.111043 0.0504091 0.0239642 0.116114 0.0552089 0.0273594 0.14318 0.0587458 0.0275922 0.148512 0.0608922 0.0272699 9.875 10.125 3.17729e+06 511231 57742 63703 56753
10.25 0.13603 0.057534 0.0193572 0.144352 0.0643608 0.0227739 0.170586 0.0677586 0.0231039 0.166601 0.065717 0.0231913 10.125 10.375 2.42329e+06 514096 62474 66383 55406
