#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.0178362 0.00930949 0.0174332 0.0187267 0.01702 0.0226533 0.0214267 0.0306465 0.0212625 0.00790416 0.011138 0.0104747 8.625 8.875 35054 2353 126 388 462
9 -0.00993037 0.00807262 -0.00155492 -0.0143141 0.0153321 0.0186569 -0.0124748 0.0092275 0.00157543 0.00443778 0.00477481 0.00797444 8.875 9.125 56662 6754 372 1178 1481
9.25 0.0152354 0.0110073 0.0116422 0.0150046 0.00360158 0.0135297 0.0086537 0.0180623 0.00525785 0.0187541 0.0120009 0.0151865 9.125 9.375 239540 33275 2386 5773 6425
9.5 0.0673492 0.0346801 0.0386778 0.0536883 0.0338024 0.0358852 0.0797399 0.0432317 0.0468552 0.0907947 0.0455438 0.0518667 9.375 9.625 759711 70785 6608 10498 10989
9.75 0.0886159 0.0315906 0.0223774 0.0922432 0.0398192 0.0281943 0.131335 0.0499133 0.0355756 0.142597 0.0488968 0.0391281 9.625 9.875 1.99812e+06 210906 21104 26145 24984
10 0.12095 0.0478148 0.021261 0.125637 0.0526437 0.0229473 0.153911 0.0557015 0.0251075 0.160272 0.0571779 0.0242053 9.875 10.125 3.13052e+06 499991 55651 62352 56639
10.25 0.150322 0.0544369 0.0229383 0.157366 0.0622721 0.0246393 0.18526 0.0635567 0.0231362 0.181222 0.062731 0.0214629 10.125 10.375 2.39942e+06 506876 60630 65547 55671
