#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.980184 0.0102398 0.0624286 0.989812 0.00344211 0.0616423 0.984449 0.00756669 0.0562389 7.2 7.4 719764 25632 24581 18443
7.5 0.98329 0.00927866 0.0684445 0.988954 0.00471395 0.057221 0.987454 0.00530797 0.0562983 7.4 7.6 601275 24075 22471 16961
7.7 0.978169 0.0103081 0.071712 0.986306 0.0060699 0.0567344 0.990441 0.00257951 0.0582239 7.6 7.8 491858 21397 19744 14559
7.9 0.979125 0.00709492 0.0638471 0.986686 0.00387222 0.0634547 0.985669 0.00540262 0.0550553 7.8 8 398986 18709 17434 12643
8.1 0.971297 0.012562 0.0552154 0.987123 0.00265759 0.0604243 0.983042 0.00671583 0.0538051 8 8.2 324600 17348 15465 11017
8.3 0.975853 0.00282252 0.0586802 0.98236 0.00373191 0.0578907 0.985657 0.00272596 0.0646471 8.2 8.4 266616 16420 14028 9746
8.5 0.97852 0.000146389 0.0584866 0.985 0.00021255 0.0568845 0.980914 0.00354445 0.061559 8.4 8.6 215069 14535 12231 8414
8.7 0.971331 0.00309253 0.0528834 0.983962 -0.00195336 0.0618011 0.979672 0.00366122 0.055674 8.6 8.8 170623 12432 10272 6929
8.9 0.966695 0.00295967 0.0495879 0.968269 0.0065676 0.0505239 0.981208 -0.00123388 0.0555787 8.8 9 136820 10884 8557 5832
9.1 0.958621 0.00194269 0.0447949 0.968944 -0.00195646 0.0584025 0.968861 0.00640893 0.0550567 9 9.2 111853 9045 7275 4942
9.3 0.952044 0.00202864 0.0413479 0.940992 0.00993085 0.0438091 0.941711 0.0156683 0.0539028 9.2 9.4 93315 7401 6222 4230
9.5 0.926684 0.00818163 0.0342185 0.922546 0.0109277 0.0501343 0.92785 0.00950086 0.0540082 9.4 9.6 80246 5787 5586 3845
9.7 0.927621 0.000488639 0.031886 0.880462 0.0227204 0.0327463 0.889474 0.0205263 0.0454059 9.6 9.8 69542 4484 4971 3387
9.9 0.933962 -0.00227797 0.0450734 0.837665 0.0229009 0.0346707 0.831915 0.0319035 0.0284578 9.8 10 61807 3040 4538 3146
10.1 0.914855 0.00435024 0.030861 0.74486 0.0424573 0.0103378 0.780069 0.0234917 0.0355332 10 10.2 56225 1867 4291 2846
10.3 0.89899 0.0163327 0.030858 0.693305 0.0192055 0.0228174 0.668425 0.0382421 0.0149187 10.2 10.4 51275 952 4146 2733
10.5 0.893805 0.0243233 0.0326942 0.615879 0.0264474 0.0172033 0.589849 0.0336568 0.0193455 10.4 10.6 44620 368 3623 2376
10.7 0.861538 0.0165103 0.064437 0.581549 0.0106697 0.0326286 0.511346 0.0133847 0.0259971 10.6 10.8 35325 153 2911 1964
10.9 0.730769 0.115385 0.035117 0.57554 0.00208402 0.0596895 0.390815 0.0272799 0.025978 10.8 11 23809 47 1742 1421
11.1 0.6 0.15 0.171429 0.532067 0.00110298 0.056277 0.265905 0.0228164 0.020086 11 11.2 12250 5 668 767
11.3 0 0.5 0 0.533898 -0.00328606 0.126491 0.2 0.0290323 0.0510638 11.2 11.4 5085 1 158 323
11.5 1 0 1 0.545455 0.0795454 0.295455 0.0714286 0.0431548 0.0264848 11.4 11.6 1413 1 11 73
11.7 0 0 0 0 0 0 0.157895 -0.00404857 0.102339 11.6 11.8 402 0 0 20
11.9 0 0 0 0 0 0 0 0 0 11.8 12 72 0 0 1
12.1 0 0 0 0 0 0 0 0 0 12 12.2 7 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 1 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
