#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.00829385 0.0129465 0.00844431 -0.0292288 0.049026 -0.00693946 0.014226 0.0011513 0.0121979 0.0194891 0.0086005 0.0192406 8.625 8.875 37924 2376 117 380 460
9 -0.0103955 0.00727765 0.00130285 -0.0298649 0.0338134 0.0184361 -0.0106438 0.0108198 0.00553494 -0.00705099 0.0143989 0.00076884 8.875 9.125 59827 6831 406 1223 1467
9.25 0.0136424 0.00872486 0.0103859 0.013062 0.00655711 0.0110656 0.0162256 0.00505778 0.0133198 0.0180777 0.0106378 0.0150309 9.125 9.375 247754 33718 2347 5867 6564
9.5 0.0657924 0.0337534 0.0350296 0.0533653 0.0276451 0.0332474 0.0757033 0.0424356 0.041619 0.0886314 0.0517417 0.0487162 9.375 9.625 764781 70588 6495 10354 11007
9.75 0.0909374 0.0320161 0.0198791 0.093826 0.0447676 0.023243 0.135654 0.0483463 0.0323849 0.144253 0.0500903 0.0336808 9.625 9.875 1.98678e+06 207012 20642 25645 24595
10 0.12593 0.045866 0.0213815 0.129048 0.0518769 0.0221602 0.1593 0.0562408 0.026545 0.166649 0.0564405 0.0258858 9.875 10.125 3.10978e+06 494860 54579 61758 56089
10.25 0.156531 0.0544728 0.0196834 0.165263 0.0587273 0.0231318 0.18942 0.0608936 0.0210303 0.187925 0.0608731 0.0220611 10.125 10.375 2.3885e+06 503172 59859 64862 55397
