#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -0.00347337 0.00969877 -0.0012041 -0.00765639 0.00765639 0.0156379 0.00327493 0.00254633 0.00327493 -0.0050001 0.0281144 -0.00466455 8.625 8.875 29156 2334 228 457 284
9 8.14255e-05 0.00827514 0.000103593 -0.00529369 0.00530319 0.00344331 0.00403406 0.0117146 0.00405623 0.000532405 0.0115667 0.00194346 8.875 9.125 52415 7304 785 1539 1041
9.25 0.00763626 0.0347556 0.00762446 0.00579894 0.0358583 0.00579894 0.00776673 0.0344122 0.00767436 0.00920374 0.0433043 0.00920374 9.125 9.375 249255 46199 5173 9783 6352
9.5 0.0201846 0.0730746 0.0201297 0.0203725 0.075948 0.0202404 0.02643 0.0958711 0.0263749 0.0287848 0.103118 0.0288025 9.375 9.625 994427 144262 18848 24009 14229
9.75 0.0229387 0.0795123 0.022858 0.0291204 0.101585 0.0290638 0.0349269 0.124879 0.0348274 0.0412272 0.132667 0.040955 9.625 9.875 2.81761e+06 391595 50472 50033 27206
10 0.0210353 0.0853013 0.0208915 0.0249812 0.101672 0.0248199 0.0313121 0.119289 0.0311012 0.0355103 0.119466 0.0351332 9.875 10.125 3.80586e+06 625069 85251 78199 41027
10.25 0.0183013 0.0895103 0.0180133 0.0215459 0.103904 0.0212695 0.0278971 0.11901 0.0274318 0.0251348 0.117353 0.0244386 10.125 10.375 2.70546e+06 583380 84937 73148 35968
