#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.011846 0.010543 0.011848 -0.0123461 0.0107696 0.0134585 0.0514053 0.0255556 0.0451587 -0.00748719 0.0130546 -0.000202484 8.625 8.875 32734 2287 113 358 479
9 -0.00951391 0.00865446 -0.000305556 0.00737485 0.00729683 0.00946268 -0.0186864 0.0137967 0.00289977 -0.000259981 0.00890534 0.00299144 8.875 9.125 53889 6510 370 1139 1382
9.25 0.0212023 0.0103043 0.0174788 0.0181192 0.00184725 0.0132082 0.0217216 0.0112722 0.0188199 0.028115 0.00920478 0.0246674 9.125 9.375 232629 32526 2327 5653 6302
9.5 0.0682937 0.035233 0.0402354 0.0577872 0.0381381 0.0386376 0.0795342 0.0423247 0.0451751 0.0919642 0.0493472 0.0531231 9.375 9.625 756577 71239 6611 10595 11001
9.75 0.0865337 0.0328886 0.0259396 0.0926971 0.0399022 0.0328397 0.128189 0.0507312 0.0411837 0.137235 0.0518231 0.0398661 9.625 9.875 2.01082e+06 215024 21631 26635 25250
10 0.115443 0.0498769 0.0212163 0.119899 0.0551895 0.0233338 0.147179 0.0592336 0.0251013 0.153242 0.0609894 0.0245205 9.875 10.125 3.1529e+06 505624 56734 62915 56678
10.25 0.143017 0.0578066 0.0221046 0.150393 0.0648069 0.0232684 0.177172 0.0632391 0.0253191 0.175542 0.0622536 0.0255895 10.125 10.375 2.41112e+06 510664 61578 65947 55674
