#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.0881742 0.0353093 0.0302015 0.26094 0.084623 0.0416396 0.267808 0.0884524 0.0436704 0.297363 0.09335 0.040291 0.289915 0.0944357 0.040198 7.2 7.4 745811 565528 180283 22322 23362 20030
7.5 0.0882782 0.0325697 0.0280112 0.268175 0.0796778 0.0386205 0.27174 0.0854442 0.0419508 0.305586 0.0887758 0.0409276 0.296551 0.0913343 0.039859 7.4 7.6 641668 474296 167372 21631 22609 19049
7.7 0.0900494 0.0288736 0.0263954 0.278362 0.0811422 0.0356409 0.278081 0.0841641 0.0427307 0.311967 0.0923396 0.0351687 0.306812 0.0855402 0.0366868 7.6 7.8 533185 385988 147197 19782 20624 17219
7.9 0.092053 0.02628 0.0247386 0.29286 0.0777039 0.0338908 0.289288 0.077463 0.0349403 0.327104 0.0886215 0.036598 0.311998 0.0860585 0.0309282 7.8 8 433485 308029 125456 17429 18086 15202
8.1 0.0959886 0.0249246 0.0237373 0.321616 0.0714498 0.0376314 0.311353 0.0739273 0.0360496 0.345688 0.0813278 0.0359177 0.343351 0.0747415 0.0324382 8 8.2 348989 242362 106627 15362 16026 13144
8.3 0.10251 0.0220267 0.0239827 0.356745 0.0697562 0.0371162 0.339583 0.0655786 0.0363155 0.3687 0.0788916 0.0290312 0.366495 0.0760992 0.0324808 8.2 8.4 281171 188909 92262 13387 14147 11479
8.5 0.111405 0.020716 0.0236734 0.371033 0.0707509 0.0353589 0.358875 0.0660031 0.037795 0.393253 0.0716682 0.0346391 0.388225 0.0751154 0.0313237 8.4 8.6 231696 147965 83731 12620 12628 10378
8.7 0.121289 0.0172338 0.0246468 0.378104 0.062734 0.0312031 0.372844 0.0595072 0.0388708 0.396136 0.0658475 0.028692 0.401802 0.0596798 0.0339381 8.6 8.8 189879 117785 72094 11364 10817 8768
8.9 0.135768 0.0149641 0.0297484 0.391572 0.0550883 0.0284618 0.382317 0.0473548 0.0367619 0.414138 0.0620918 0.0251484 0.396927 0.0675176 0.0179003 8.8 9 153460 94610 58850 9942 9294 7354
9.1 0.151975 0.0131474 0.0301616 0.41239 0.0522195 0.0286677 0.38592 0.0512083 0.03037 0.42996 0.050514 0.0270529 0.442176 0.0500329 0.0295116 9 9.2 126072 78309 47763 8608 7817 6269
9.3 0.170194 0.0121001 0.0309577 0.435449 0.0440088 0.028477 0.403868 0.039884 0.0388888 0.453097 0.0517956 0.0294279 0.459109 0.0439804 0.0297857 9.2 9.4 104906 65813 39093 7136 6588 5319
9.5 0.19151 0.00919218 0.0324001 0.458976 0.0413383 0.0250934 0.415645 0.0430926 0.0345109 0.467409 0.0479407 0.0199915 0.480287 0.0412333 0.0212519 9.4 9.6 88562 55898 32664 5548 5661 4743
9.7 0.215078 0.00676826 0.0322855 0.483432 0.0405845 0.0225838 0.401446 0.0546907 0.0247654 0.503423 0.045716 0.0232935 0.508665 0.0463179 0.017369 9.6 9.8 75755 48322 27433 4150 4966 4097
9.9 0.241874 0.00904863 0.0317908 0.51526 0.0424873 0.0217451 0.419262 0.055465 0.0242368 0.535351 0.0388365 0.0203636 0.55149 0.0329015 0.026285 9.8 10 64823 41625 23198 2793 4328 3690
10.1 0.27322 0.0132797 0.0355457 0.552681 0.0384774 0.0189623 0.42821 0.0481591 0.0368775 0.570968 0.0289355 0.0214206 0.57755 0.0399317 0.0180041 10 10.2 56632 36919 19713 1581 4030 3314
