#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0.666667 0 0 0.555556 0 0 1 0 8.625 8.875 53553 237 268 51
9.00 0 0.695652 0 0 0.71223 0 0 0.857143 0 8.875 9.125 95012 904 1052 214
9.25 0 0.637188 0 0 0.693683 0 0 0.672794 0 9.125 9.375 431950 6708 7705 1696
9.50 0.5 0.214932 0.5 0 0.686382 0 0 0.711019 0 9.375 9.625 1.65351e+06 30853 27499 5492
9.75 0.272727 0.430273 0.0727273 0.272727 0.461355 0.106061 0 0.736062 0 9.625 9.875 3.80864e+06 76757 53784 9980
10.00 0.2 0.619893 0.2 0.333333 0.518788 0.133333 0 0.835316 0 9.875 10.125 4.15716e+06 101783 65556 11885
10.25 0.333333 0.557723 0 0.333333 0.590433 0 0 0.893617 0 10.125 10.375 2.82711e+06 97110 58010 10241
10.50 0 0.919808 0 1 0 0.333333 0 1 0 10.375 10.625 1.76141e+06 86354 46104 7968
10.75 0.666667 0.238095 0 0.666667 0.267465 -0.0833333 0 1 -0.333333 10.625 10.875 1.0864e+06 71160 33476 5632
11.00 0.833333 0.0819209 0.0833333 0.833333 0.0906667 0.0790229 1 -0.0967742 0.3 10.875 11.125 625082 50375 22418 3635
11.25 0.861111 0.0405983 0.107734 0.813433 0.079649 0.0652422 0.894737 0.0326825 0.216576 11.125 11.375 350808 33108 14789 2349
11.50 0.871622 0.0172673 0.13362 0.835498 0.0519126 0.122579 0.891566 0.0063929 0.211419 11.375 11.625 196648 17933 9653 1335
11.75 0.849383 0.0131173 0.100963 0.795276 0.0463565 0.094795 0.783251 0.0514945 0.0901104 11.625 11.875 109204 5258 6758 963
12.00 0.773585 0.0121294 0.0942371 0.749514 0.0252028 0.0903155 0.697279 0.0591313 0.0909797 11.875 12.125 59919 554 4540 592
12.25 0.702703 0.027027 0.0850556 0.644477 0.029654 0.062409 0.610909 0.031948 0.0740238 12.125 12.375 32192 55 2896 348
12.50 0.714286 0 0.142857 0.451219 0.0394868 0.0484417 0.487179 0.0252172 0.076012 12.375 12.625 16788 8 1621 257
12.75 0 0 0 0.326923 0.049421 0.0803793 0.31694 0.0426107 0.0479341 12.625 12.875 8481 0 455 190
13.00 0 0 0 0.363636 0.0454545 0.0909091 0.140187 0.0408476 0.0220051 12.875 13.125 4093 0 45 111
13.25 0 0 0 0 0 0 0.118644 0.0480226 0.0496785 13.125 13.375 1840 0 2 60
13.50 0 0 0 0 0 0 0.0465116 0.0249169 0.0232558 13.375 13.625 744 0 0 44
13.75 0 0 0 0 0 0 0.111111 0.00653595 0.0555556 13.625 13.875 270 0 0 18
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 77 0 0 1
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 14 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 1 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
