#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0.7 0 0 1 0 0 0 0 8.625 8.875 128037 156 81 2
9.00 0 0.620253 0 0 0.575758 0 0 0 0 8.875 9.125 212952 585 285 4
9.25 0 0.6125 0 0 0.625954 0 0 0.4 0 9.125 9.375 819872 5736 2755 49
9.50 0 0.6875 0 0 0.688751 0 0 0.740741 0 9.375 9.625 2.59071e+06 36343 14514 277
9.75 0.333333 0.397869 0.333333 0 0.754198 0 0 0.666667 0 9.625 9.875 4.71952e+06 83808 27478 468
10.00 0.857143 -0.0132767 0.52381 1 0 0.405433 0 0.88 0 9.875 10.125 4.03769e+06 94557 28513 476
10.25 0.791667 0.0623479 0.191667 0.777778 0.126332 0.136224 0 1 0 10.125 10.375 2.61983e+06 89673 25120 408
10.50 0.897436 0.044521 0.219272 0.851852 0.0220977 0.851852 0 0.757895 0 10.375 10.625 1.63249e+06 82878 20913 375
10.75 0.775 0.0853896 0.115532 0.75 0.0976395 0.111242 0 0.904762 0 10.625 10.875 954491 62136 14529 264
11.00 0.806818 0.0465152 0.141192 0.794118 0.0704657 0.129169 1 0 0.454545 10.875 11.125 519226 42158 9500 154
11.25 0.752866 0.0764225 0.0974115 0.743869 0.0763555 0.136113 0.909091 0.0909091 0.242424 11.125 11.375 277271 26702 6378 115
11.50 0.776362 0.0454704 0.128698 0.763441 0.0534012 0.149969 0.555556 0.262626 0.0555556 11.375 11.625 146378 13174 4250 68
11.75 0.742857 0.055875 0.097728 0.732794 0.046066 0.134405 0.5 0.25 0.0238095 11.625 11.875 75858 3658 2829 35
12.00 0.771084 0.00973761 0.131084 0.67107 0.0686991 0.110867 0.6 0.15 0.155556 11.875 12.125 37940 359 1875 32
12.25 0.2 0.55 -0.133333 0.608169 0.0684475 0.0772604 0.642857 0.0630252 0.0974026 12.125 12.375 18246 11 1155 23
12.50 0 0 0 0.493639 0.0346632 0.0811387 0.166667 0.233333 0.166667 12.375 12.625 8346 0 586 9
12.75 0 0 0 0.422018 0.0685477 0.0606738 0.25 0.125 0.107143 12.625 12.875 3542 0 149 9
13.00 0 0 0 0.545455 0.0545455 0.212121 0.428571 0 0.178571 12.875 13.125 1316 0 13 9
13.25 0 0 0 0 0 0 0.333333 0.166667 0.333333 13.125 13.375 458 0 1 3
13.50 0 0 0 0 0 0 0 0 0 13.375 13.625 132 0 0 1
13.75 0 0 0 0 0 0 0 0 0 13.625 13.875 22 0 0 0
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 2 0 0 0
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
