#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -2.99805e-05 0.0122331 0 -2.99805e-05 0.0524514 0 -2.99805e-05 0.00788845 0 -2.99805e-05 2.99805e-05 0.0204095 8.625 8.875 35351 1996 232 386 141
9 0 0.0140181 1.73635e-05 0 0.024867 1.73635e-05 0 0.00223572 0.0041144 0 0 0.0151442 8.875 9.125 63854 6262 800 1296 570
9.25 -3.80878e-06 0.047715 3.80878e-06 -3.80878e-06 0.0536604 3.80878e-06 -3.80878e-06 0.0479018 3.80878e-06 -3.80878e-06 0.055503 3.80878e-06 9.125 9.375 306975 44424 6253 9273 4145
9.5 5.12871e-05 0.0901683 1.72389e-05 6.77026e-05 0.100805 3.24816e-05 6.05774e-05 0.129592 -6.38938e-06 7.76601e-05 0.133182 8.13128e-05 9.375 9.625 1.26437e+06 169271 24570 26927 10946
9.75 6.51938e-05 0.0903423 4.15353e-05 6.62928e-05 0.119504 4.42246e-05 9.87055e-05 0.152726 9.39894e-05 0.000125867 0.162383 3.7921e-05 9.625 9.875 3.2942e+06 454458 63784 54410 20185
10 1.83165e-07 0.0931756 1.78931e-06 6.60028e-05 0.11862 2.8714e-05 -1.48318e-06 0.143703 -1.07361e-05 -4.34184e-05 0.145837 -2.72083e-05 9.875 10.125 4.01375e+06 653313 95274 75511 26650
10.25 1.67398e-05 0.101467 -4.73513e-06 2.08384e-05 0.124244 -3.45406e-07 1.74794e-05 0.142085 -2.25302e-05 -1.18491e-05 0.136483 -7.29178e-06 10.125 10.375 2.78889e+06 594636 91778 68193 23249
