#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0.00806215 0.0734389 0.00806215 0.010568 0.0810216 0.010568 0.012766 0.0765957 0.012766 0.00892857 0.0959821 0.00892857 0.00363636 0.0836364 0.00363636 8.625 8.875 29559 27288 2271 235 448 275
9.00 0.0132838 0.0971171 0.013262 0.0132227 0.104797 0.0132227 0.0123305 0.123305 0.0123305 0.0153129 0.103196 0.0153129 0.0092688 0.099897 0.0092688 8.875 9.125 53105 45996 7109 811 1502 971
9.25 0.00807405 0.0764201 0.0080692 0.012861 0.115009 0.0128392 0.0120892 0.117869 0.0120892 0.0136663 0.110974 0.0136663 0.0140281 0.118737 0.0140281 9.125 9.375 252417 206464 45953 5294 9732 5988
9.50 0.00510261 0.0570995 0.00507508 0.020704 0.133729 0.0206295 0.020136 0.136729 0.0199815 0.0262462 0.157599 0.0261241 0.0254902 0.163399 0.0254902 9.375 9.625 1.01912e+06 871514 147604 19418 24575 13770
9.75 0.0061945 0.0700919 0.00597981 0.0244307 0.152947 0.0241402 0.0296275 0.173743 0.0293211 0.035417 0.201086 0.0351029 0.0395141 0.209489 0.0390207 9.625 9.875 2.87274e+06 2.47332e+06 399416 52215 50936 26345
10.00 0.00408747 0.0565892 0.00394174 0.0202445 0.145667 0.0199997 0.0237276 0.163263 0.0234618 0.0291719 0.180216 0.0289033 0.0311171 0.182184 0.0307607 9.875 10.125 3.83373e+06 3.20467e+06 629059 86566 78226 39271
10.25 0.00262158 0.0425276 0.00257325 0.0165677 0.136161 0.0163196 0.0189639 0.153643 0.0186709 0.0240188 0.167994 0.0236176 0.0238309 0.161683 0.0233684 10.125 10.375 2.71621e+06 2.13116e+06 585054 85689 72693 34577
10.50 0.00170287 0.0331506 0.00167077 0.0140104 0.131735 0.0133155 0.0150952 0.14133 0.0144858 0.0212325 0.154235 0.0197516 0.0189963 0.14769 0.0178106 10.375 10.625 1.70029e+06 1.24613e+06 454163 72076 56470 26005
10.75 0.00124919 0.0279009 0.00115205 0.0135514 0.130301 0.00985438 0.0128138 0.134397 0.00984866 0.0197424 0.148415 0.0129397 0.0179184 0.13969 0.0104746 10.625 10.875 1.05586e+06 730873 324986 59077 41079 18361
11.00 0.00114124 0.0269073 0.000732991 0.0172142 0.128456 0.0015465 0.0145159 0.12774 0.0032614 0.0245269 0.141624 -0.000893496 0.0240235 0.13758 -0.0024626 10.875 11.125 638381 431110 207271 44434 28377 11905
11.25 0.00170975 0.0285929 -0.000390011 0.036846 0.118708 -0.0158728 0.0267924 0.112765 -0.00871178 0.0489118 0.136479 -0.0225042 0.0512887 0.125587 -0.0228588 11.125 11.375 368397 253839 114558 30643 18196 7682
11.50 0.00667198 0.027624 -0.00336586 0.10974 0.111511 -0.0214192 0.0653333 0.107072 -0.0200694 0.137616 0.119039 -0.0191733 0.157547 0.113083 -0.0179062 11.375 11.625 212777 150630 62147 17449 12157 4697
11.75 0.0353557 0.0392703 -0.00312493 0.283338 0.0966884 0.00953764 0.174864 0.09248 0.00159794 0.31799 0.0969886 0.0135781 0.347927 0.101003 0.00790665 11.625 11.875 122485 88642 33843 5530 8060 3015
12.00 0.156981 0.0443197 0.0153778 0.539632 0.0462865 0.0221562 0.430442 0.0509798 0.0352806 0.571046 0.0475477 0.0244007 0.603579 0.0415996 0.0138065 11.875 12.125 69907 51828 18079 611 5602 1844
12.25 0.423954 0.0348857 0.0386472 0.772942 0.0258071 0.0299467 0.823529 0.0226244 0.0392157 0.773502 0.0284087 0.0301318 0.825186 0.0177739 0.037764 12.125 12.375 39554 30041 9513 85 3638 1207
12.50 0.716167 0.0520245 0.0831925 0.91081 0.0194996 0.0418632 1 0 0 0.90409 0.020551 0.0476348 0.932668 0.0131445 0.0349701 12.375 12.625 22031 17165 4866 16 2054 802
12.75 0.900282 0.031325 0.0743448 0.961428 0.0105503 0.0284036 0.888889 0.0111111 0.0138889 0.943854 0.014671 0.0332226 0.964883 0.0115235 0.0187863 12.625 12.875 12014 9577 2437 9 659 598
13.00 0.955905 0.0105445 0.0324003 0.980919 0.00437474 0.0158427 1 0 0 0.944444 0.010101 0.0148669 0.98913 -0.000149727 0.0160846 12.875 13.125 6369 5216 1153 1 72 368
