#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.94875 0.0210201 0.0419375 0.965831 0.0113236 0.045528 0.968133 0.0092963 0.0454848 7.2 7.4 749709 21768 23007 20387
7.5 0.957731 0.0130644 0.0451185 0.966523 0.0122874 0.0388474 0.971365 0.00874358 0.0405722 7.4 7.6 647321 21241 22346 19512
7.7 0.953796 0.0172211 0.04161 0.969119 0.0112524 0.038019 0.971637 0.0105081 0.0386962 7.6 7.8 540218 19209 20587 17910
7.9 0.951565 0.0167878 0.0371163 0.971235 0.00944638 0.0384881 0.973616 0.00779754 0.0383331 7.8 8 440211 17312 18208 15771
8.1 0.939064 0.0209362 0.0321248 0.969971 0.00917768 0.0363336 0.972352 0.0073089 0.0367938 8 8.2 353625 14968 15947 13799
8.3 0.947092 0.0128088 0.0357206 0.970279 0.00664055 0.0390314 0.971987 0.00739688 0.0355978 8.2 8.4 284560 13280 14107 11853
8.5 0.944251 0.012638 0.0393538 0.968882 0.00688887 0.0354528 0.970331 0.00537956 0.0362226 8.4 8.6 233530 12017 12567 10625
8.7 0.934099 0.0134771 0.0349167 0.958114 0.00836277 0.0347253 0.965737 0.00797933 0.0327214 8.6 8.8 192463 11172 10853 9068
8.9 0.923411 0.0135629 0.0329332 0.950749 0.00767452 0.0361119 0.96435 0.00374025 0.0352166 8.8 9 156762 9764 9273 7775
9.1 0.901074 0.0213482 0.025094 0.943018 0.00692511 0.0310824 0.955776 0.00565696 0.0327787 9 9.2 127543 8446 7836 6619
9.3 0.903924 0.00301945 0.036397 0.928404 0.00598294 0.0332322 0.944915 0.00548929 0.041327 9.2 9.4 106505 7045 6540 5522
9.5 0.876231 0.0113295 0.0268041 0.903004 0.0120972 0.027428 0.924349 0.0132776 0.0342528 9.4 9.6 89473 5488 5658 4846
9.7 0.873864 0.0082522 0.0317584 0.863565 0.0248799 0.0162432 0.908727 0.0111139 0.0317535 9.6 9.8 76211 4134 4920 4237
9.9 0.878425 -0.000646889 0.0449123 0.812473 0.0294231 0.0159525 0.852224 0.024924 0.0230001 9.8 10 64783 2636 4255 3784
10.1 0.838134 0.0228282 0.0174716 0.754271 0.0339989 0.0196034 0.790224 0.0247293 0.0217316 10 10.2 56988 1631 4018 3332
10.3 0.871345 0.00578809 0.0309836 0.669675 0.0311831 0.0114252 0.701745 0.0324669 0.0176126 10.2 10.4 49870 745 3575 3069
10.5 0.835526 0.00513303 0.062799 0.593427 0.0390413 0.0120202 0.630252 0.0220935 0.0226169 10.4 10.6 42915 304 3305 2666
10.7 0.733333 0.045614 0.0606061 0.56213 0.0165907 0.0411615 0.529227 0.021463 0.0234054 10.6 10.8 34642 129 2523 2261
10.9 0.576923 0.163818 -0.0113122 0.52514 0.0273138 0.0321572 0.422204 0.0359951 0.0225415 10.8 11 23746 34 1540 1597
11.1 0.5 0.25 0 0.574194 -0.00276494 0.120065 0.343008 0.0295635 0.0437953 11 11.2 13161 11 627 914
11.3 0 1 0 0.485437 0.036687 0.130174 0.235795 0.0405203 0.0352384 11.2 11.4 5888 0 121 395
11.5 0 0 0 0.181818 0.218182 0.181818 0.177419 0.011557 0.0750571 11.4 11.6 2106 0 12 132
11.7 0 0 0 0 0 0 0 0.125 0 11.6 11.8 649 0 0 19
11.9 0 0 0 0 0 0 0 0 0 11.8 12 165 0 0 3
12.1 0 0 0 0 0 0 0 0 0 12 12.2 32 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 3 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
