#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 5.6331e-05 0.0239369 -1.73507e-05 3.36415e-05 0.129625 -9.50176e-05 6.38712e-05 0.147144 -8.99796e-07 0 0.161819 -0.000141898 0 0.154921 -0.000231535 7.2 7.4 675413 497062 178351 31313 22612 8725
7.5 2.56667e-05 0.0216957 -3.70887e-05 5.84852e-05 0.131689 -0.000122155 0 0.144771 -0.000113225 5.02311e-05 0.15934 -0.000263445 0 0.145564 -0.000144092 7.4 7.6 543495 389610 153885 28444 19908 7725
7.7 2.95915e-05 0.0205387 -3.58896e-05 4.30129e-05 0.130933 -0.000378193 3.64857e-05 0.141795 -0.000265812 5.52364e-05 0.16251 -0.000715075 0 0.146137 -0.000534616 7.6 7.8 443634 304141 139493 27408 18104 6603
7.9 8.40075e-06 0.0198757 -4.49406e-05 0.000100909 0.122636 -0.000869152 0 0.129051 -0.000705423 0.0002414 0.151164 -0.00124794 0.000160154 0.138105 -0.00155895 7.8 8 366903 238074 128829 26306 16570 6244
8.1 3.72408e-05 0.0192592 -9.91872e-05 0.000296177 0.117289 -0.00156678 0.000367918 0.119494 -0.00125923 0.000342841 0.150127 -0.00268426 0 0.136924 -0.00199521 8 8.2 299386 187966 111420 24462 14584 5243
8.3 7.44571e-05 0.0199574 -0.000201776 0.00104968 0.115334 -0.0031548 0.00103238 0.116389 -0.00224904 0.00120212 0.141726 -0.00535211 0.00224316 0.134638 -0.00300619 8.2 8.4 238240 147736 90504 21310 12478 4458
8.5 0.00023116 0.0193234 -0.000387065 0.00251685 0.114337 -0.00580857 0.00216908 0.111879 -0.00491395 0.00316942 0.137632 -0.00839233 0.0029778 0.138048 -0.00616018 8.4 8.6 187128 116802 70326 17980 10412 3694
8.7 0.000637314 0.0201804 -0.000831032 0.00564028 0.115523 -0.00769642 0.00351518 0.103761 -0.00813046 0.00874291 0.135575 -0.00885498 0.0077821 0.125978 -0.010199 8.6 8.8 144905 91007 53898 14793 8464 3084
8.9 0.00156865 0.0202544 -0.000985609 0.0137938 0.112097 -0.00946262 0.010364 0.0977283 -0.0063655 0.0174691 0.135863 -0.0129092 0.0248963 0.122434 -0.00976509 8.8 9 113012 71399 41613 12061 7041 2410
9.1 0.00439027 0.0197641 -0.00084435 0.0295077 0.105302 -0.00957886 0.0167894 0.0893048 -0.0114953 0.0377774 0.123039 -0.0091305 0.0455659 0.109869 -0.00782016 9 9.2 88228 56033 32195 9232 5903 2041
9.3 0.0090287 0.0218186 -0.000954497 0.0534075 0.0978245 -0.00863907 0.0305482 0.0727709 -0.0083901 0.0652439 0.121674 -0.0112007 0.0735033 0.108109 -0.0060617 9.2 9.4 71451 45743 25708 7169 4920 1687
9.5 0.0224848 0.0212342 0.00205176 0.0972076 0.0861058 0.00104744 0.0451701 0.0722449 -0.00305369 0.126754 0.0937762 0.00313099 0.130976 0.0910188 0.00795989 9.4 9.6 59340 38426 20914 5114 4489 1527
9.7 0.0470969 0.0201621 0.00618579 0.143719 0.0880626 0.00454107 0.0556017 0.0819677 -0.00120976 0.184627 0.0901866 0.00679867 0.18325 0.0929893 0.00977312 9.6 9.8 51550 33654 17896 3615 4111 1397
9.9 0.0893055 0.021778 0.0141806 0.21935 0.0777602 0.0199745 0.0766858 0.0828234 0.00719936 0.278256 0.069206 0.0272021 0.292852 0.0545321 0.0281458 9.8 10 45889 30726 15163 2269 3831 1301
10.1 0.156624 0.0192041 0.020561 0.304512 0.0628235 0.0221904 0.106072 0.0759026 0.0172334 0.354172 0.0634001 0.0251361 0.394716 0.0359524 0.0290887 10 10.2 42988 29491 13497 1367 3679 1287
10.3 0.228972 0.0203023 0.020867 0.391705 0.0577154 0.020499 0.112344 0.0888755 0.00258787 0.454962 0.0463211 0.0279578 0.468491 0.0489403 0.0132063 10.2 10.4 40756 28724 12032 721 3708 1206
10.5 0.30862 0.0247994 0.0191985 0.482525 0.0543973 0.0150721 0.178771 0.102919 -0.00228755 0.538939 0.0382763 0.0264652 0.598709 0.0249569 0.0252941 10.4 10.6 36191 26463 9728 358 3223 1084
10.7 0.385534 0.029936 0.0104922 0.560045 0.0527761 0.0200207 0.310924 0.0890756 0.0651617 0.582776 0.0445631 0.0207988 0.662407 0.0508207 0.0122913 10.6 10.8 28845 21692 7153 119 2543 939
10.9 0.463535 0.046161 0.00761509 0.619555 0.0722288 0.0099535 0.405405 0.154595 0.0387387 0.598197 0.0777487 0.00182658 0.756463 0.0325159 0.0252211 10.8 11 19244 14836 4408 37 1553 735
11.1 0.537643 0.082947 -0.0066539 0.697176 0.0912853 0.00346142 0.75 0.107143 0.15 0.636364 0.084048 0.00428814 0.831707 0.041427 0.0192073 11 11.2 9758 7704 2054 8 671 410
11.3 0.666189 0.0864564 0.0113802 0.799073 0.0664096 0.0238237 0.333333 0.666667 0 0.686391 0.101281 0.0246258 0.871508 0.0440761 0.0245138 11.2 11.4 3439 2792 647 3 169 179
11.5 0.78705 0.0769903 0.0231835 0.830357 0.0982143 0 0 0 0 0.636364 0.258373 0.0047847 0.944444 0.0292398 0.0461394 11.4 11.6 807 695 112 0 22 36
11.7 0.818898 0.0992842 0.00137943 1 0 0.125 0 0 0 0 0 0 1 0 0.0833333 11.6 11.8 138 127 11 0 0 9
11.9 0.941176 0.0588235 0.0911765 1 0 1 0 0 0 0 0 0 1 0 1 11.8 12 18 17 1 0 0 1
12.1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
