#Peak halo mass range: 8.875 < log10(Mh/Msun) < 9.125
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Halos_Remaining Bestfit_Q_Halos_Remaining
1.002310 0 0 0 1 0 0 51209 10472
0.994717 0.0324162 0.0248463 0.0202832 0.838904 0.0239791 0.0803367 51209 10472
0.987123 0.0504989 0.0344056 0.0339016 0.757544 0.0373979 0.108011 51209 10472
0.979529 0.0587201 0.0397204 0.0416343 0.688121 0.050483 0.143215 51209 10472
0.971935 0.0644418 0.0427868 0.0467433 0.628056 0.0613544 0.160944 51209 10472
0.964342 0.0487805 0.0343386 0.0365787 0.501814 0.0588607 0.16225 51209 10472
0.956748 0.0648324 0.0445565 0.0493291 0.50487 0.0514542 0.175431 51209 10472
0.949154 0.0408912 0.0327002 0.0321114 0.380825 0.0507897 0.166651 51209 10472
0.941560 0.0390556 0.0286237 0.0312274 0.329736 0.0530079 0.145917 51209 10472
0.933967 0.0360093 0.0259801 0.0292362 0.282659 0.0478408 0.133905 51209 10472
0.926373 0.0451678 0.0305477 0.0374077 0.28982 0.0420351 0.140264 51209 10472
0.918779 0.0414966 0.0272742 0.0348937 0.253629 0.041093 0.132097 51209 10472
0.911185 0.0366147 0.0247236 0.0316965 0.221639 0.0379146 0.126014 51209 10472
0.903592 0.0327091 0.0228612 0.0284096 0.196524 0.0366775 0.121758 51209 10472
0.895998 0.0298776 0.0213163 0.0257346 0.174179 0.0325586 0.112263 51209 10472
0.888404 0.0260306 0.0202031 0.0230662 0.150688 0.0313003 0.102401 51209 10472
0.880810 0.0241364 0.0178642 0.0216542 0.129297 0.0311026 0.0933829 51209 10472
0.873217 0.0218516 0.0166071 0.0200863 0.114018 0.0289791 0.088653 51209 10472
0.865623 0.0202503 0.0147829 0.0189646 0.0969251 0.0260207 0.0791671 51209 10472
0.858029 0.0180828 0.0119706 0.0172251 0.0879488 0.0251573 0.0746303 51209 10472
0.850435 0.0166963 0.010418 0.0161073 0.0776356 0.0234493 0.0687566 51209 10472
0.842842 0.0145287 0.0100842 0.0142426 0.0664629 0.0234907 0.0588967 51209 10472
0.835248 0.0121268 0.00831132 0.0119008 0.0569137 0.0220001 0.0515932 51209 10472
0.827654 0.0103302 0.00783427 0.010139 0.0511841 0.0194798 0.0473134 51209 10472
0.820060 0.00927571 0.00673629 0.0091714 0.0475554 0.015532 0.0461397 51209 10472
0.812467 0.00808452 0.00625911 0.00799928 0.0396295 0.0151231 0.0376948 51209 10472
0.804873 0.00689332 0.00559529 0.00685903 0.0342819 0.014786 0.0327112 51209 10472
0.797279 0.0060341 0.00478165 0.00601624 0.0280749 0.0136248 0.0269066 51209 10472
0.789685 0.0050577 0.00403546 0.0050577 0.0251146 0.0131574 0.0244698 51209 10472
0.782092 0.00433518 0.00369382 0.00431796 0.0221543 0.0114394 0.0215994 51209 10472
0.774498 0.00390556 0.00312523 0.00390556 0.0187166 0.0105623 0.0183272 51209 10472
0.766904 0.00339784 0.0025773 0.00339784 0.0158518 0.00935072 0.0156583 51209 10472
0.759310 0.00287059 0.00218325 0.00287059 0.0136555 0.00827018 0.0134895 51209 10472
0.751717 0.0022457 0.001917 0.0022457 0.0110772 0.00737303 0.0107232 51209 10472
0.744123 0.00177703 0.00176006 0.00177703 0.0091673 0.00703074 0.0091673 51209 10472
0.736529 0.00158175 0.00136579 0.00158175 0.00849885 0.00574115 0.00849885 51209 10472
0.728935 0.00124978 0.00136423 0.00124978 0.00697097 0.00596377 0.00697097 51209 10472
0.721342 0.000742057 0.0010851 0.000742057 0.00496562 0.00471978 0.00496562 51209 10472
0.713748 0.000722529 0.000755871 0.000722529 0.00372422 0.00416656 0.00372422 51209 10472
0.706154 0.000527251 0.000682485 0.000527251 0.00305577 0.00353372 0.00305577 51209 10472
0.698560 0.000722529 0.00072214 0.000722529 0.00362872 0.00368549 0.00362872 51209 10472
0.690967 0.000566307 0.000709586 0.000566307 0.0026738 0.00356344 0.0026738 51209 10472
0.683373 0.000234334 0.000623501 0.000234334 0.00181436 0.00242967 0.00181436 51209 10472
0.678310 0.000292917 0.000390511 0.000292917 0.00190985 0.00179345 0.00190985 51209 10472
0.673248 0.00017575 0.000383978 0.00017575 0.00124141 0.0020223 0.00124141 51209 10472
0.668185 0.000214806 0.00039909 0.000214806 0.00124141 0.00245567 0.00124141 51209 10472
0.663123 7.81113e-05 0.000354681 7.81113e-05 0.00114591 0.00148913 0.00114591 51209 10472
0.658060 0.000117167 0.00036029 0.000117167 0.000954927 0.00165604 0.000954927 51209 10472
0.652998 3.90556e-05 0.00030296 3.90556e-05 0.000763942 0.000786446 0.000763942 51209 10472
0.647935 9.76391e-05 0.000254444 9.76391e-05 0.000572956 0.00116668 0.000572956 51209 10472
0.642873 0.000136695 0.000235847 0.000136695 0.000381971 0.00121269 0.000381971 51209 10472
0.637810 9.76391e-05 0.000235688 9.76391e-05 0.000572956 0.000971743 0.000572956 51209 10472
0.632748 5.85835e-05 0.0002935 5.85835e-05 0.000668449 0.00115212 0.000668449 51209 10472
0.627685 3.90556e-05 0.000199644 3.90556e-05 0.000572956 0.000706839 0.000572956 51209 10472
0.622623 3.90556e-05 0.000215841 3.90556e-05 0.000572956 0.00071206 0.000572956 51209 10472
0.617560 0 0.000212947 0 0.000190985 0.000725885 0.000190985 51209 10472
0.612498 3.90556e-05 0.000168052 3.90556e-05 0.000190985 0.000744281 0.000190985 51209 10472
0.607435 3.90556e-05 0.000127403 3.90556e-05 0.000190985 0.000590646 0.000190985 51209 10472
0.602373 1.95278e-05 0.00013934 1.95278e-05 0.000190985 0.000560517 0.000190985 51209 10472
0.597310 1.95278e-05 0.000171505 1.95278e-05 0.000286478 0.000444944 0.000286478 51209 10472
0.592248 0 0.000142791 0 0.000381971 0.000401896 0.000381971 51209 10472
0.587185 0 0.00011462 0 0.000381971 0.000410496 0.000381971 51209 10472
0.582123 0 9.00041e-05 0 0.000286478 0.00041897 0.000286478 51209 10472
