#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.0103984 0.0754579 0.009224 0.0732396 0.194797 0.061234 0.144985 0.250585 0.120152 0 0 0 0 0 0 7.2 7.4 216719 187336 29383 1007 0 0
7.5 0.0112079 0.0729035 0.00986918 0.077755 0.190278 0.0644738 0.143629 0.264559 0.109264 0 0 0 0 0 0 7.4 7.6 162063 138206 23857 926 0 0
7.7 0.0125605 0.069492 0.0109983 0.0784443 0.186589 0.0604829 0.164927 0.256747 0.122326 0 0 0 0 0 0 7.6 7.8 117006 98802 18204 958 0 0
7.9 0.0139918 0.0669758 0.012107 0.0831125 0.188635 0.0624934 0.178841 0.238662 0.136193 0 0 0 0 0 0 7.8 8 81565 69112 12453 794 0 0
8.1 0.0168001 0.069401 0.0142732 0.0894625 0.181069 0.0662719 0.177374 0.218752 0.134894 0 0 0 0 0 0 8 8.2 56936 48452 8484 716 0 0
8.3 0.0191814 0.0664138 0.0157206 0.0977729 0.181604 0.0670779 0.169811 0.241198 0.111927 0 0 0 0 0 0 8.2 8.4 39045 33522 5523 583 0 0
8.5 0.0223851 0.065369 0.0175907 0.109139 0.179175 0.0760273 0.188636 0.241952 0.120951 0 0 0 0 0 0 8.4 8.6 26487 23051 3436 440 0 0
8.7 0.0253303 0.0662278 0.019382 0.119689 0.175789 0.0770741 0.210243 0.208424 0.127126 0 0 0 0 0 0 8.6 8.8 17704 15515 2189 371 0 0
8.9 0.0291767 0.0699422 0.0217747 0.124563 0.170477 0.0793722 0.228571 0.179789 0.141866 0 0 0 0 0 0 8.8 9 11814 10385 1429 315 0 0
9.1 0.0335914 0.0715101 0.0247151 0.116505 0.175354 0.079284 0.140562 0.232389 0.0752561 0 0 0 0 0 0 9 9.2 7671 6847 824 249 0 0
9.3 0.0366504 0.0685624 0.0232147 0.139535 0.168736 0.0911478 0.195767 0.164639 0.12696 0 0 0 0 0 0 9.2 9.4 5018 4502 516 189 0 0
9.5 0.0467561 0.059967 0.0297709 0.151316 0.167982 0.0972617 0.188312 0.165072 0.120284 0 0 0 0 0 0 9.4 9.6 3063 2759 304 154 0 0
9.7 0.0494761 0.0607202 0.0342343 0.146067 0.156685 0.0776913 0.17 0.163333 0.101507 0 0 0 0 0 0 9.6 9.8 1896 1718 178 100 0 0
9.9 0.0457038 0.0747905 0.0294058 0.145833 0.133236 0.106229 0.166667 0.119048 0.143411 0 0 0 0 0 0 9.8 10 1190 1094 96 54 0 0
10.1 0.0460526 0.080512 0.027732 0.129032 0.160124 0.0939445 0.1 0.15 0.1 0 0 0 0 0 0 10 10.2 670 608 62 40 0 0
10.3 0.0603865 0.0632499 0.0364821 0.166667 0.119048 0.0952381 0.0555556 0.194444 0.0555556 0 0 0 0 0 0 10.2 10.4 438 414 24 18 0 0
10.5 0.0469484 0.0794253 0.0191706 0.3 0.0571429 0.223077 0.333333 0 0.333333 0 0 0 0 0 0 10.4 10.6 223 213 10 3 0 0
10.7 0.0677966 0.0640715 0.0327089 0.285714 0.175824 0.285714 0 0 0 0 0 0 0 0 0 10.6 10.8 125 118 7 2 0 0
10.9 0.0655738 0.0772834 0.0411835 0 0.666667 0 0 0 0 0 0 0 0 0 0 10.8 11 63 61 2 0 0 0
11.1 0.125 0.0601852 0.125 0 1 0 0 0 0 0 0 0 0 0 0 11 11.2 25 24 1 0 0 0
11.3 0 0.142857 0 0 0 0 0 0 0 0 0 0 0 0 0 11.2 11.4 10 10 0 0 0 0
11.5 1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 11.4 11.6 1 1 0 0 0 0
11.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.6 11.8 0 0 0 0 0 0
11.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 0 0 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
