#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.941606 0.0245706 0.0415665 0.961478 0.0112779 0.0438917 0.963527 0.0125247 0.0429832 7.2 7.4 750530 20817 22247 20496
7.5 0.952668 0.013568 0.0440525 0.962211 0.0139868 0.0381047 0.96993 0.00850117 0.0406678 7.4 7.6 652350 20702 22062 19653
7.7 0.951602 0.0177572 0.0394924 0.965898 0.0121125 0.0354822 0.967549 0.0122834 0.0338631 7.6 7.8 544474 18773 20114 18022
7.9 0.944278 0.0182519 0.0374016 0.968799 0.00775963 0.0369095 0.974046 0.00651568 0.0401487 7.8 8 444453 16742 18083 16164
8.1 0.936605 0.0202321 0.0282789 0.96731 0.0107474 0.0340984 0.969496 0.010848 0.0340008 8 8.2 356937 14669 15726 14018
8.3 0.941385 0.0113564 0.0396734 0.963228 0.0094617 0.0326213 0.967697 0.00831479 0.0353973 8.2 8.4 287299 12675 14020 12063
8.5 0.939004 0.00795835 0.0463274 0.96639 0.00500184 0.0367569 0.968432 0.00611627 0.0341753 8.4 8.6 235435 11588 12618 10771
8.7 0.922261 0.00959504 0.0411239 0.953089 0.0110182 0.0341217 0.96406 0.00588453 0.0306918 8.6 8.8 194584 10803 10857 9385
8.9 0.914249 0.00287527 0.0459228 0.952724 0.00493431 0.03443 0.963528 0.00297588 0.0356005 8.8 9 158511 9425 9290 7918
9.1 0.895272 -0.000448823 0.047513 0.935841 0.00704503 0.0272586 0.948702 0.00856304 0.0287396 9 9.2 129097 8225 7750 6723
9.3 0.885779 -0.00429183 0.0515181 0.928781 0.00219768 0.0324997 0.942113 0.00196171 0.0402748 9.2 9.4 107507 6848 6570 5636
9.5 0.871816 -0.00705481 0.052381 0.895826 0.012229 0.0251254 0.922543 0.00666457 0.0377096 9.4 9.6 90036 5412 5491 4985
9.7 0.869919 -0.018133 0.0619591 0.875543 0.00886327 0.0333657 0.913749 0.00128895 0.0398443 9.6 9.8 76169 3910 4835 4342
9.9 0.849917 -0.00769484 0.0659865 0.806493 0.0261081 0.024022 0.861244 0.0189382 0.0257391 9.8 10 64824 2658 4225 3742
10.1 0.861345 -0.00928462 0.0746146 0.737748 0.0347095 0.0163266 0.80137 0.016812 0.0266446 10 10.2 56544 1510 3871 3385
10.3 0.828125 0.00774127 0.0535585 0.672619 0.024937 0.0227855 0.703027 0.0335352 0.0197215 10.2 10.4 49420 701 3498 3012
10.5 0.816456 0.0124916 0.0720113 0.57767 0.0262291 0.0258564 0.631321 0.026833 0.0204309 10.4 10.6 42384 285 3124 2716
10.7 0.796875 -0.0309175 0.171875 0.540395 0.0322759 0.0344514 0.553367 0.00767726 0.0318806 10.6 10.8 34137 110 2492 2216
10.9 0.666667 0.0833333 0.128205 0.537388 0.0137369 0.0635316 0.43594 0.041908 0.0253256 10.8 11 23443 30 1385 1550
11.1 0.777778 0.222222 0.111111 0.533049 0.0164793 0.102782 0.364691 0.0358294 0.0603429 11 11.2 13315 11 630 922
11.3 0 0 0 0.46789 -0.0414193 0.225466 0.259563 0.0120026 0.0582206 11.2 11.4 5951 1 119 407
11.5 0 0 0 0.0909091 0.0909091 0.0909091 0.176 0.027252 0.0487273 11.4 11.6 2266 0 11 136
11.7 0 0 0 0 0 0 0.0952381 0.171429 -0.015873 11.6 11.8 727 0 0 21
11.9 0 0 0 0 0 0 0 0 0 11.8 12 195 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 34 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 3 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 1 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
