#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -9.579e-06 0.00683795 0.000256973 -9.579e-06 0.034909 0.000320897 -9.579e-06 9.579e-06 0.0726424 -9.579e-06 9.579e-06 0.0726424 8.625 8.875 211407 2617 34 2 0
9 -7.72749e-05 0.0096235 -5.05259e-05 -7.72749e-05 0.00896583 0.000924327 -7.72749e-05 7.72749e-05 0.0366672 -7.72749e-05 7.72749e-05 0.105254 8.875 9.125 340061 3600 189 21 0
9.25 -1.71162e-05 0.0159476 -1.71162e-05 0.000320521 0.0235858 0.000324014 -0.000110885 0.0202513 0.000524741 -0.000110885 0.000110012 0.0887135 9.125 9.375 1.16666e+06 21329 2318 289 0
9.5 0.000359604 0.0264848 0.000336088 0.00106315 0.0688311 0.00101856 0.00248892 0.0921059 0.00248892 -0.000283719 0.000275412 0.0615396 9.375 9.625 3.31483e+06 184977 20789 2164 0
9.75 0.0013433 0.040128 0.00127835 0.00419817 0.107949 0.00402073 0.00660224 0.139012 0.00586096 -0.000710376 0.000679843 0.0706424 9.625 9.875 4.63379e+06 441647 45431 3829 0
10 0.00387217 0.0650399 0.00361385 0.00956382 0.129988 0.00870713 0.0129792 0.155761 0.0125701 -0.000709364 0.000676772 0.0646765 9.875 10.125 3.47488e+06 467966 51980 4091 0
10.25 0.0111951 0.107213 0.0102395 0.021513 0.164655 0.0193824 0.0326786 0.179878 0.0293002 -0.000903471 0.000837232 0.0515271 10.125 10.375 2.06994e+06 394180 50900 4020 0
