#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.0209857 0.112102 0.0182742 0.0376171 0.153816 0.0315059 0.0297914 0.179845 0.0239236 -0.00195461 0.00178166 0.0416408 7.2 7.4 490008 117043 17184 1134 0
7.5 0.0244358 0.108783 0.0208804 0.0423994 0.149062 0.0346156 0.0381819 0.177797 0.0314271 -0.00259828 0.00231509 0.0407661 7.4 7.6 380259 99689 16912 1128 0
7.7 0.0274945 0.104934 0.0223705 0.0440786 0.15385 0.0347333 0.0578074 0.168215 0.0498939 -0.00404831 0.00371107 0.0413239 7.6 7.8 287092 78116 15189 1067 0
7.9 0.033272 0.104161 0.0264551 0.0541322 0.142269 0.0429528 0.0711646 0.160064 0.0547791 -0.00550922 0.00489874 0.0449794 7.8 8 214328 57863 13162 926 0
8.1 0.0388927 0.104744 0.0293339 0.0607761 0.144003 0.0452582 0.0951855 0.158457 0.0711896 -0.00790728 0.00678078 0.0467486 8 8.2 157287 40812 10876 776 0
8.3 0.0473119 0.109101 0.0329789 0.0702692 0.142123 0.0500013 0.0927405 0.172519 0.0613493 -0.0104341 0.00865007 0.0482405 8.2 8.4 115532 28989 9157 630 0
8.5 0.054956 0.111784 0.0357755 0.072924 0.143336 0.0477802 0.107493 0.164961 0.0732494 -0.0136081 0.0108277 0.0489489 8.4 8.6 84426 20273 7581 545 0
8.7 0.0675958 0.108088 0.0405163 0.0816088 0.133898 0.0500965 0.131314 0.145515 0.0835541 -0.0180366 0.0132637 0.0476342 8.6 8.8 61525 13955 5921 462 0
8.9 0.0784984 0.104921 0.0412099 0.0880066 0.107291 0.0484544 0.146099 0.151898 0.0741149 -0.0245675 0.016436 0.0512266 8.8 9 44929 9557 4557 375 0
9.1 0.0876743 0.109013 0.0490251 0.0831659 0.104424 0.0466247 0.179126 0.130384 0.0951235 -0.0340404 0.0195205 0.0507347 9 9.2 31803 6392 3336 319 0
9.3 0.0977754 0.10335 0.0523701 0.0756296 0.0910553 0.047463 0.16522 0.168041 0.0630104 -0.0410061 0.0221369 0.0525945 9.2 9.4 22743 4136 2152 257 0
9.5 0.106105 0.101262 0.0528232 0.0577608 0.0865297 0.0333549 0.252249 0.118035 0.114293 -0.0536873 0.024131 0.0530402 9.4 9.6 16102 2691 1319 219 0
9.7 0.117993 0.089068 0.05321 0.0370726 0.0769393 0.0289437 0.267893 0.0930867 0.0835647 -0.0635021 0.0228851 0.0538389 9.6 9.8 11166 1686 696 172 0
9.9 0.121845 0.0881213 0.04949 0.0298046 0.0531443 0.0356991 0.247725 0.10565 0.0667169 -0.0760155 0.0292665 0.0605992 9.8 10 7818 1122 378 139 0
10.1 0.121364 0.103573 0.0468805 0.00927196 0.0776047 0.0257204 0.246247 0.147108 0.0750674 -0.0846878 0.0214026 0.0594868 10 10.2 5370 694 149 139 0
10.3 0.168297 0.0651606 0.101732 0.00315718 0.0829275 0.0353169 0.3312 0.0487928 0.167025 -0.103226 0.0247848 0.0591761 10.2 10.4 3708 453 47 122 0
10.5 0.112397 0.0800782 0.0661528 0.0480846 0.0341612 0.126618 0.148261 0.141472 0.0191545 -0.123344 0.0232542 0.0654028 10.4 10.6 2452 263 35 81 0
10.7 0.0950184 0.0942874 0.0445832 -0.0577883 0.288734 0.0600741 0.181955 0.0985844 0.0595415 -0.134711 0.0305639 0.0669693 10.6 10.8 1551 148 13 60 0
10.9 0.112921 0.100565 0.0731333 -0.131265 0.306275 0.0476207 0.218735 0.103076 0.110427 -0.131265 0.0241221 0.0730653 10.8 11 924 86 5 40 0
11.1 0.124279 0.118049 0.0677576 -0.161435 0.0551443 0.0684228 0.186391 0.166313 0.0777935 -0.161435 0.038935 0.0852138 11 11.2 488 42 0 23 0
11.3 0.300645 0.0867727 0.188802 -0.116022 0.0228544 0.105653 0.598264 -0.0655438 0.385217 -0.116022 0.0228544 0.105653 11.2 11.4 193 12 0 7 0
11.5 -0.0545455 0.469439 0.103349 -0.0545455 -0.0363636 0.188698 -0.0545455 0.86489 0.116883 -0.0545455 -0.0363636 0.188698 11.4 11.6 58 3 0 0 0
11.7 -0.285714 0.131868 0.114286 -0.285714 0.131868 0.114286 -0.285714 0.131868 0.114286 -0.285714 0.131868 0.114286 11.6 11.8 14 0 0 0 0
