#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.963025 0.0163653 0.0491603 0.973727 0.00904995 0.044898 0.973413 0.0111598 0.0481181 7.2 7.4 740896 23063 23994 19969
7.5 0.966092 0.0143897 0.0494083 0.973723 0.0120242 0.0434334 0.977912 0.00722229 0.0475449 7.4 7.6 631982 22015 22788 18631
7.7 0.963258 0.0144143 0.0476676 0.977465 0.00759017 0.0443953 0.978141 0.00895429 0.0431582 7.6 7.8 525196 20083 20850 16905
7.9 0.962454 0.0124018 0.0468817 0.977588 0.00817853 0.0450605 0.974768 0.0102405 0.0455468 7.8 8 426137 17851 18032 14872
8.1 0.950171 0.0187715 0.0371572 0.979245 0.00398242 0.0447164 0.971369 0.0105325 0.0385275 8 8.2 342549 15479 16015 12778
8.3 0.956861 0.0105177 0.0391887 0.971919 0.00805235 0.0433136 0.980235 0.00245684 0.0448685 8.2 8.4 276400 13931 14167 11090
8.5 0.953944 0.00917047 0.0425401 0.972783 0.00486946 0.0424191 0.974298 0.00528759 0.0385076 8.4 8.6 228989 13008 12819 9977
8.7 0.944517 0.0121251 0.0378796 0.967498 0.00295252 0.0437497 0.977412 -0.000603974 0.0436051 8.6 8.8 185752 11722 10983 8622
8.9 0.938701 0.00651491 0.0362536 0.960396 0.00382966 0.0445558 0.969766 0.00550199 0.0381523 8.8 9 150744 10179 9155 7119
9.1 0.916853 0.0195134 0.0272527 0.947003 0.00563139 0.0340809 0.95552 0.00742978 0.037134 9 9.2 123235 8741 7830 6011
9.3 0.920103 0 0.0404096 0.939482 0.0039075 0.0393701 0.951242 0.00369042 0.0407801 9.2 9.4 102900 7261 6541 5149
9.5 0.905002 0.00416201 0.0306126 0.900459 0.0187859 0.027472 0.931184 0.00993812 0.0421119 9.4 9.6 87335 5681 5780 4503
9.7 0.893448 0.00628424 0.0264381 0.87733 0.0177829 0.0310184 0.898125 0.0151085 0.0334218 9.6 9.8 74233 4227 4894 4008
9.9 0.889093 0.00139081 0.039578 0.827528 0.0255288 0.0257655 0.847406 0.0275941 0.020643 9.8 10 64706 2854 4537 3669
10.1 0.894049 0.00296557 0.031894 0.74551 0.0387502 0.012206 0.793303 0.0233728 0.0304098 10 10.2 56872 1663 4085 3174
10.3 0.870175 0.0172591 0.0258046 0.673837 0.0310512 0.0163512 0.708379 0.0239211 0.0166575 10.2 10.4 50766 757 3833 3003
10.5 0.830882 0.0375387 0.019407 0.609502 0.021093 0.0247334 0.614885 0.0325711 0.0127226 10.4 10.6 43642 311 3478 2617
10.7 0.810127 0.0490283 0.0348457 0.559409 0.0250217 0.025595 0.525667 0.0209833 0.0205895 10.6 10.8 35018 139 2682 2128
10.9 0.655172 0.137931 0.0218391 0.522988 0.020404 0.0432913 0.41112 0.0285648 0.017819 10.8 11 23670 44 1611 1566
11.1 0.6 0.275 0.0285714 0.530067 0.00292814 0.0646196 0.310924 0.0308647 0.0357921 11 11.2 12905 13 634 893
11.3 0 1 0 0.541667 -0.00260419 0.204004 0.253165 0.0191001 0.0556724 11.2 11.4 5626 0 143 362
11.5 0 0 0 0 0.625 0 0.161905 0.0191297 0.0727959 11.4 11.6 1910 0 6 109
11.7 0 0 0 1 0 1 0.0555556 0.0555556 0.0555556 11.6 11.8 561 0 1 18
11.9 0 0 0 0 0 0 0 0 0 11.8 12 143 0 0 1
12.1 0 0 0 0 0 0 0 0 0 12 12.2 22 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 2 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
