#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -0.00335582 0.0185035 -0.000697464 -0.00335582 0.00318969 0.0337575 -0.00335582 0.00318969 0.0337575 -0.00335582 0.00318969 0.0337575 8.625 8.875 30334 237 0 0 0
9 0.0055497 0.0485985 0.00628415 -0.00406568 0.00388207 0.0374305 -0.00406568 0.00388207 0.0374305 -0.00406568 0.00388207 0.0374305 8.875 9.125 38332 208 0 0 0
9.25 0.00694024 0.0332772 0.00694024 -0.00321205 0.00298547 0.0301746 -0.00321205 0.00298547 0.0301746 -0.00321205 0.00298547 0.0301746 9.125 9.375 75424 394 0 0 0
9.5 0.00820782 0.0516923 0.00820782 -0.00471815 0.00439036 0.0416787 -0.00471815 0.00439036 0.0416787 -0.00471815 0.00439036 0.0416787 9.375 9.625 101526 851 0 0 0
9.75 0.0425939 0.0671521 0.0389974 -0.0106976 0.00969094 0.0724492 -0.0106976 0.00969094 0.0724492 -0.0106976 0.00969094 0.0724492 9.625 9.875 67514 957 0 0 0
10 0.0545247 0.110486 0.0452219 -0.0162149 0.014183 0.0930223 -0.0162149 0.014183 0.0930223 -0.0162149 0.014183 0.0930223 9.875 10.125 25229 622 0 0 0
10.25 0.0685126 0.127713 0.0551403 -0.0194503 0.017759 0.0995067 -0.0194503 0.017759 0.0995067 -0.0194503 0.017759 0.0995067 10.125 10.375 7311 216 0 0 0
10.5 0.0583759 0.162045 0.0583759 -0.0205714 0.0188571 0.116571 -0.0205714 0.0188571 0.116571 -0.0205714 0.0188571 0.116571 10.375 10.625 1788 38 0 0 0
10.75 -0.0208333 0.147321 0.0416667 -0.0208333 0.0182292 0.135417 -0.0208333 0.0182292 0.135417 -0.0208333 0.0182292 0.135417 10.625 10.875 391 7 0 0 0
11 -0.0833333 0.0666667 0.0666667 -0.0833333 0.0666667 0.0666667 -0.0833333 0.0666667 0.0666667 -0.0833333 0.0666667 0.0666667 10.875 11.125 62 2 0 0 0
11.25 0 0 0.285714 0 0 0.285714 0 0 0.285714 0 0 0.285714 11.125 11.375 7 0 0 0 0
11.5 0 0 0 0 0 0 0 0 0 0 0 0 11.375 11.625 1 0 0 0 0
11.75 0 0 0 0 0 0 0 0 0 0 0 0 11.625 11.875 0 0 0 0 0
12 0 0 0 0 0 0 0 0 0 0 0 0 11.875 12.125 0 0 0 0 0
12.25 0 0 0 0 0 0 0 0 0 0 0 0 12.125 12.375 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.375 12.625 0 0 0 0 0
12.75 0 0 0 0 0 0 0 0 0 0 0 0 12.625 12.875 0 0 0 0 0
13 0 0 0 0 0 0 0 0 0 0 0 0 12.875 13.125 0 0 0 0 0
13.25 0 0 0 0 0 0 0 0 0 0 0 0 13.125 13.375 0 0 0 0 0
13.5 0 0 0 0 0 0 0 0 0 0 0 0 13.375 13.625 0 0 0 0 0
13.75 0 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 0 0 0 0 0
14 0 0 0 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0 0
14.5 0 0 0 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0 0
15 0 0 0 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0 0
15.5 0 0 0 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0 0
