#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0.625 0.125 0.625 0.666667 0.128205 0.666667 0.727273 0.172727 0.727273 8.625 8.875 26320 136 338 307
9.00 0.8 -0.05 0.8 0.684211 0.0407895 0.684211 0.824561 0.0087719 0.824561 8.875 9.125 47317 466 1092 1085
9.25 0.690217 0.0212254 0.690217 0.760077 0.0164275 0.760077 0.845666 0.0158725 0.845666 9.125 9.375 223329 3120 7013 6653
9.50 0.691128 0.108872 0.107795 0.78034 0.21966 0.125308 0.80799 0.118929 0.108364 9.375 9.625 822458 10732 16031 14067
9.75 0.754686 0.164233 0.147365 0.80469 0.123117 0.149728 0.836563 0.105883 0.132134 9.625 9.875 2.30222e+06 33609 38690 31004
10.00 0.902772 0.046513 0.104536 0.921913 0.0353708 0.103622 0.925915 0.028186 0.0924467 9.875 10.125 3.50382e+06 71178 73530 55889
10.25 0.944922 0.00963408 0.0853325 0.945918 0.010609 0.0810223 0.944455 0.0160854 0.0752398 10.125 10.375 2.57044e+06 74182 71619 51894
10.50 0.93936 0.0165116 0.0708383 0.949598 0.0114788 0.0633338 0.949786 0.0130988 0.0591666 10.375 10.625 1.62235e+06 60347 55985 39387
10.75 0.949467 0.00681269 0.0691906 0.955079 0.00817567 0.0705633 0.952207 0.00971448 0.0684536 10.625 10.875 1.00844e+06 47702 40947 27742
11.00 0.944638 0.00855631 0.0713712 0.956025 0.00215715 0.0738519 0.951856 0.00607741 0.0697203 10.875 11.125 620146 36978 28494 18658
11.25 0.942299 0.00505608 0.0708431 0.947665 0.00320047 0.0707585 0.947975 0.00448841 0.0739158 11.125 11.375 364543 25946 18615 12027
11.50 0.921947 0.00327289 0.0751597 0.932011 0.00333548 0.0608737 0.928435 0.00454819 0.0706776 11.375 11.625 213685 15407 12121 7298
11.75 0.874114 0.00249499 0.0550314 0.88347 0.00237387 0.0613595 0.879064 0.00152719 0.0630129 11.625 11.875 124658 4960 7911 4566
12.00 0.786667 0.0052796 0.0543247 0.721673 0.0206722 0.0474288 0.718332 0.0171282 0.0496934 11.875 12.125 72512 552 5423 2945
12.25 0.655172 0.0300128 0.0339603 0.506984 0.0250585 0.0372512 0.473195 0.023976 0.0387805 12.125 12.375 41707 73 3543 1802
12.50 0.625 -0.0367647 0.215909 0.27262 0.0553016 0.0241928 0.265784 0.0526289 0.044572 12.375 12.625 23632 18 2004 1121
12.75 0.285714 0.114286 0.142857 0.170654 0.0535986 0.0268412 0.174026 0.035835 0.0299582 12.625 12.875 13490 7 689 832
13.00 0 0 0 0.0428571 0.0714286 0.00952381 0.0873016 0.0123 0.0124984 12.875 13.125 7414 1 73 525
13.25 1 0 1 0 0.111111 0 0.0398936 0.0189299 0.00417933 13.125 13.375 4025 1 9 382
13.50 0 0 0 1 0 0 0.0232558 0.0143029 0.00465116 13.375 13.625 2069 1 1 218
13.75 0 0 0 0 0 0 0.0294118 0.0153644 0.0144864 13.625 13.875 1045 0 0 69
14.00 0 0 0 0 0 0 0.125 0.0178571 0 13.875 14.125 468 0 0 8
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 205 0 0 1
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 47 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 16 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 2 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
