#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0 0.0613423 0 0 0.0594817 0 0 0.0740741 0 0 0.0555556 0 0 0 0 8.625 8.875 101841 100143 1698 162 108 2
9.00 5.93014e-06 0.0996798 5.93014e-06 0 0.100649 0 0 0.0939306 0 0 0.132584 0 0 0.107143 0 8.875 9.125 172634 168630 4004 692 445 28
9.25 1.50906e-06 0.0882848 0 0 0.109492 0 0 0.119654 0 0 0.12467 0 0 0.155172 0 9.125 9.375 695870 662662 33208 6360 4163 174
9.50 9.47108e-07 0.0581553 0 0 0.108734 0 0 0.136424 0 0 0.15846 0 0 0.156124 0 9.375 9.625 2.32734e+06 2.11169e+06 215645 37039 19456 743
9.75 1.77019e-05 0.0633477 3.79326e-06 3.86321e-05 0.124807 1.75595e-05 8.05014e-05 0.176096 3.45064e-05 5.35461e-05 0.20323 2.67652e-05 0.000774593 0.189001 0.000774593 9.625 9.875 4.52386e+06 3.95438e+06 569474 86955 37351 1291
10.00 1.89536e-05 0.0507163 5.45633e-06 1.40073e-05 0.127018 -1.5577e-06 3.97014e-05 0.172432 2.67755e-08 0 0.201266 0 0 0.179505 0 9.875 10.125 4.12472e+06 3.4822e+06 642523 100752 39559 1410
10.25 5.09654e-06 0.0399527 1.85329e-06 2.84128e-05 0.126722 1.07167e-05 5.25679e-05 0.166669 2.02083e-05 8.64827e-05 0.183641 2.79262e-05 0 0.170031 0 10.125 10.375 2.72145e+06 2.15833e+06 563126 95115 34689 1313
10.50 4.87337e-06 0.033225 3.24892e-06 5.97295e-05 0.137761 4.84025e-05 9.081e-05 0.160366 7.93458e-05 0.000246626 0.177052 0.000173804 0 0.169866 0 10.375 10.625 1.69996e+06 1.23118e+06 468780 88096 28383 1075
10.75 1.41345e-05 0.0302902 1.13076e-05 0.000559671 0.138965 0.000407632 0.000747461 0.151713 0.00056209 0.00164032 0.174103 0.00102415 0 0.154878 0 10.625 10.875 1.0166e+06 707490 309110 68231 20118 828
11.00 7.22958e-05 0.0292673 4.23803e-05 0.00361572 0.137238 0.00236732 0.00354671 0.144467 0.00256056 0.00785973 0.169571 0.00516037 0.0019305 0.173266 0.0019305 10.875 11.125 560158 401130 159028 46522 13232 518
11.25 0.000402082 0.0317115 0.000198832 0.0181621 0.157582 0.00905155 0.0145864 0.150658 0.00790376 0.0315566 0.174008 0.014331 0.0339943 0.133653 0.0135265 11.125 11.375 304782 226322 78460 30028 8968 353
11.50 0.00318416 0.0382336 0.00122953 0.0677373 0.147825 0.0246036 0.045003 0.131694 0.019535 0.105218 0.170328 0.0387485 0.123153 0.185358 0.0355238 11.375 11.625 164051 126878 37173 15199 5883 203
11.75 0.0204693 0.0453281 0.00542215 0.18435 0.152498 0.0492103 0.112344 0.111005 0.0322285 0.233358 0.169893 0.0602245 0.271318 0.144067 0.0665934 11.625 11.875 87235 69714 17521 4237 4041 129
12.00 0.0836604 0.0573524 0.0164831 0.362337 0.123976 0.0589006 0.251852 0.100648 0.0410549 0.40821 0.127136 0.0649379 0.381579 0.0789474 0.0789474 11.875 12.125 45061 36947 8114 405 2631 76
12.25 0.232071 0.0595456 0.0427266 0.57681 0.0614566 0.0528454 0.555556 0.150327 0.0292398 0.611377 0.0625754 0.0568263 0.672727 0.0527629 0.0500858 12.125 12.375 22543 19145 3398 18 1670 55
12.50 0.470901 0.085599 0.0605353 0.727206 0.0358371 0.0390658 1 0 1 0.73462 0.0346107 0.0417454 0.8 0.0529411 0.0352941 12.375 12.625 10787 9416 1371 1 829 35
12.75 0.718686 0.0892083 0.0935432 0.831373 0.0605724 0.0514119 0 0 0 0.760504 0.0827162 0.0672269 0.939394 0.0303031 0.030303 12.625 12.875 4893 4383 510 0 238 33
13.00 0.874459 0.0622295 0.11039 0.952096 0.0238078 0.0479042 1 0 0 0.931035 0 0.0689656 1 0 0 12.875 13.125 2015 1848 167 1 29 17
13.25 0.940361 0.0263523 0.072122 0.921053 0.0526316 0.0263158 0 0 0 0 0 0 1 0 0 13.125 13.375 759 721 38 0 0 12
13.50 0.970464 0.00843883 0.0253164 1 0 0 0 0 0 0 0 0 1 0 0 13.375 13.625 249 237 12 0 0 7
13.75 0.983333 0 0.0166667 1 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 61 60 1 0 0 0
