#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0.736842 0 0 0.863636 0 0 0.857143 0 8.625 8.875 33808 246 379 173
9.00 0 0.8 0 0 0.763158 0 0 0.823529 0 8.875 9.125 61167 757 1376 659
9.25 0 0.756098 0 0 0.773836 0 0 0.8125 0 9.125 9.375 294978 6112 9253 4644
9.50 0 0.820652 0 1 0 0.5 0 0.847648 0 9.375 9.625 1.2203e+06 23603 26716 11694
9.75 0.25 0.588732 0.05 0.4 0.467853 0.127273 0.714286 0.177941 0.339286 9.625 9.875 3.23249e+06 61979 54270 21942
10.00 0.333333 0.576519 -0.0238095 0.25 0.671652 -0.0561225 0 0.933256 0 9.875 10.125 3.99062e+06 94113 76419 29185
10.25 0.5 0.447368 -0.166667 0 0.955752 -0.5 0 0.945946 0 10.125 10.375 2.77897e+06 90770 69260 25497
10.50 0 1 -0.796887 1 0 0.168483 1 0 0.203767 10.375 10.625 1.73497e+06 78398 54287 19481
10.75 0.333333 0.602151 -0.445596 0.833333 0.123377 0.00166744 1 -0.03125 0.17 10.625 10.875 1.07626e+06 64773 39423 13783
11.00 0.833333 0.103175 0.0220279 0.93617 0.0125477 0.120764 0.933333 0.00416666 0.119199 10.875 11.125 639290 47581 26886 8886
11.25 0.932773 0.00690204 0.121058 0.947917 -0.00701284 0.138965 0.917526 0.0120517 0.132804 11.125 11.375 366076 32258 17456 5653
11.50 0.919431 0.0114329 0.122275 0.917105 0.0073033 0.119969 0.884211 0.0308838 0.132695 11.375 11.625 209090 17926 11524 3485
11.75 0.909408 -0.00977939 0.105812 0.884576 0.000223041 0.105466 0.876254 0.00959057 0.119179 11.625 11.875 119155 5612 7863 2231
12.00 0.807107 0.00853586 0.0721066 0.780868 0.00994337 0.0736781 0.733675 0.0215272 0.0670081 11.875 12.125 67076 610 5249 1398
12.25 0.770492 0.021961 0.0755765 0.586761 0.0306729 0.0493558 0.564723 0.027447 0.0536405 12.125 12.375 37293 76 3433 905
12.50 0.5 0.166667 0 0.385131 0.045521 0.0546919 0.353553 0.0413624 0.0645861 12.375 12.625 20554 11 1973 624
12.75 0.75 0 0 0.243377 0.0534423 0.0695338 0.247642 0.03384 0.0404126 12.625 12.875 10822 4 632 440
13.00 1 0 0 0.213115 0.0282646 0.0376762 0.117216 0.0262265 0.0228765 12.875 13.125 5601 1 62 278
13.25 0 0 0 0 0.5 0 0.0532544 0.0214582 0.00647081 13.125 13.375 2755 0 2 172
13.50 0 0 0 0 0 0 0.0654206 0.0289191 0.00881679 13.375 13.625 1259 0 0 109
13.75 0 0 0 0 0 0 0.131579 0.00355618 0.0290148 13.625 13.875 549 0 0 39
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 194 0 0 2
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 50 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 9 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 2 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
