#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -1.58627e-05 0.00947984 0 -1.58627e-05 0.0126858 0 -1.58627e-05 0.000270926 0.00788467 -1.58627e-05 0.092617 0 8.625 8.875 64861 1820 261 226 33
9 -9.1416e-06 0.00188695 1.82832e-05 -9.1416e-06 0.00439753 0 -9.1416e-06 0.00499787 0 -9.1416e-06 0 0.0381631 8.875 9.125 114321 4931 882 865 120
9.25 2.5997e-05 0.0327105 2.5997e-05 0 0.0348896 2.15019e-06 0 0.0455405 0 0 0.0342584 2.15019e-06 9.125 9.375 503542 38466 6903 6869 981
9.5 1.62857e-05 0.0673319 9.90742e-06 5.08397e-05 0.0903234 2.60258e-05 -8.48285e-06 0.109622 -6.05918e-07 -8.48285e-06 0.107847 0 9.375 9.625 1.85226e+06 201869 33714 26299 3673
9.75 2.18365e-05 0.0725958 1.5824e-05 1.24966e-05 0.112151 1.18957e-05 6.97465e-05 0.136395 4.6688e-05 -4.82546e-05 0.130901 -5.7106e-06 9.625 9.875 4.04441e+06 542152 82303 50847 6580
10 -7.72892e-07 0.0794895 -1.95759e-06 -7.12042e-06 0.111278 -1.21939e-06 4.73095e-06 0.133366 -5.17037e-06 8.7017e-05 0.130492 8.9291e-05 9.875 10.125 4.18048e+06 662583 102749 59077 7515
10.25 9.95119e-06 0.090339 -4.58293e-07 2.73006e-05 0.120239 1.14226e-05 3.50165e-05 0.138028 -1.9918e-05 -3.59126e-06 0.128319 2.69345e-06 10.125 10.375 2.81836e+06 590735 97113 51803 6384
