#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.19053 0.0583506 0.0184124 0.197349 0.0631971 0.0181872 0.223342 0.0654169 0.0171857 0.221226 0.0608591 0.0214448 7.2 7.4 750530 174523 20817 22247 20496
7.5 0.195773 0.0571989 0.0193725 0.201091 0.0583807 0.0215118 0.233282 0.0626584 0.025464 0.224149 0.0649355 0.0206117 7.4 7.6 652350 164276 20702 22062 19653
7.7 0.204764 0.0566214 0.0181428 0.198571 0.0632668 0.0154403 0.235111 0.0683782 0.0186083 0.231625 0.0631116 0.0234639 7.6 7.8 544474 146219 18773 20114 18022
7.9 0.222185 0.0552016 0.0273137 0.219193 0.0513962 0.0268419 0.264004 0.0578772 0.0362515 0.248852 0.0602092 0.0280906 7.8 8 444453 126241 16742 18083 16164
8.1 0.243522 0.0525345 0.0316811 0.234967 0.0445376 0.0362144 0.266993 0.061521 0.0248564 0.266171 0.0559683 0.0286086 8 8.2 356937 106569 14669 15726 14018
8.3 0.271095 0.0445433 0.039676 0.249842 0.0358543 0.045169 0.29059 0.0592627 0.0306078 0.284781 0.0633635 0.0283456 8.2 8.4 287299 91502 12675 14020 12063
8.5 0.284219 0.0478745 0.0397271 0.271402 0.0269392 0.0520268 0.30111 0.060309 0.0414608 0.300744 0.0570465 0.0359971 8.4 8.6 235435 81961 11588 12618 10771
8.7 0.274074 0.0513753 0.0358146 0.271684 0.0296645 0.0499964 0.286454 0.0663003 0.0264976 0.291326 0.0605004 0.0313523 8.6 8.8 194584 72279 10803 10857 9385
8.9 0.265685 0.0540278 0.0318911 0.249372 0.0313617 0.044229 0.284656 0.0645829 0.0277435 0.282813 0.0659415 0.0215191 8.8 9 158511 59738 9425 9290 7918
9.1 0.270866 0.0497103 0.0339347 0.263563 0.0193515 0.05931 0.287833 0.05507 0.0300493 0.296784 0.0533877 0.0357658 9 9.2 129097 48128 8225 7750 6723
9.3 0.271553 0.0485629 0.0317824 0.250629 0.0252458 0.0453341 0.26779 0.0630926 0.0198548 0.292304 0.0557226 0.0231567 9.2 9.4 107507 39809 6848 6570 5636
9.5 0.277057 0.0477296 0.0354727 0.231505 0.0318462 0.0523967 0.283494 0.0458187 0.0314907 0.302325 0.0480971 0.0295454 9.4 9.6 90036 32722 5412 5491 4985
9.7 0.275923 0.047049 0.0303941 0.205568 0.0353402 0.0449494 0.288633 0.0501623 0.029368 0.304541 0.0527979 0.0250698 9.6 9.8 76169 27451 3910 4835 4342
9.9 0.28179 0.0384947 0.0366784 0.192727 0.0318671 0.0621035 0.293086 0.0388841 0.036583 0.297528 0.0399263 0.0287575 9.8 10 64824 22904 2658 4225 3742
10.1 0.27805 0.0500857 0.0263358 0.178569 0.0541622 0.0587093 0.290841 0.0454327 0.0278026 0.309562 0.0555342 0.0244637 10 10.2 56544 19681 1510 3871 3385
10.3 0.285186 0.0440818 0.0309677 0.127491 0.060399 0.0630193 0.295357 0.0471277 0.0260959 0.307122 0.0541029 0.0235978 10.2 10.4 49420 16806 701 3498 3012
10.5 0.2787 0.036708 0.0329106 0.178449 0.0492563 0.0961269 0.283474 0.0267822 0.0450856 0.301162 0.0365162 0.0354311 10.4 10.6 42384 13826 285 3124 2716
10.7 0.24856 0.0280647 0.0291212 0.147559 0.102752 0.0693977 0.236287 0.0192904 0.0360062 0.27603 0.0307481 0.0271617 10.6 10.8 34137 10628 110 2492 2216
10.9 0.223629 0.0127334 0.0444505 0.0746664 0.138183 0.0310957 0.198854 0.00916207 0.0571715 0.25015 0.0134857 0.0520462 10.8 11 23443 6509 30 1385 1550
11.1 0.158787 0.0316369 0.0592686 0.161701 0.0921946 0.205742 0.0879636 0.0612785 0.0403189 0.185168 0.0268313 0.074324 11 11.2 13315 3432 11 630 922
11.3 0.101649 0.0336406 0.0587264 0.199151 -0.0261309 1.08614 0.115117 0.00438827 0.111399 0.0984136 0.0328636 0.0575931 11.2 11.4 5951 1241 1 119 407
11.5 0.04811 0.0422773 0.0294782 -0.88789 0.0789557 0.0693797 0.11211 0.0515149 0.0819301 0.0312276 0.0554991 0.0216163 11.4 11.6 2266 375 0 11 136
11.7 0.0574018 0.0161508 0.0466105 -0.942598 0.065171 0.0323422 -0.942598 0.95979 0.0288304 0.0574018 0.00904334 0.0660323 11.6 11.8 727 65 0 0 21
11.9 0.0163044 0.0721912 0.00251126 -0.983696 0.0737857 -0.00187743 -0.983696 0.0737857 -0.00187743 -0.983696 1.0233 -0.00823551 11.8 12 195 11 0 0 0
12.1 -0.970588 0.970588 0.0294118 -0.970588 0.0575447 0.0294118 -0.970588 0.0575447 0.0294118 -0.970588 0.0575447 0.0294118 12 12.2 34 0 0 0 0
12.3 -1 0 0 -1 0 0 -1 0 0 -1 0 0 12.2 12.4 3 0 0 0 0
12.5 -1 1 0 -1 1 0 -1 1 0 -1 1 0 12.4 12.6 1 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
