#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00148665 0.0938993 0.00130917 0.00225664 0.128542 0.00190676 0.00408812 0.141603 0.00372136 -0.000104749 0.160044 -2.01895e-05 7.2 7.4 605038 165892 31761 6678 68
7.5 0.00223986 0.0912826 0.00190888 0.00327178 0.12349 0.00268865 0.00552069 0.145863 0.00488689 0.028369 0.170122 0.0283867 7.4 7.6 486590 150678 31374 6465 70
7.7 0.00355934 0.0926486 0.00289602 0.00578675 0.12059 0.00484379 0.0081309 0.138896 0.00656829 0.0329458 0.124295 0.0329668 7.6 7.8 382890 127442 29477 5987 60
7.9 0.00549949 0.0887218 0.00428041 0.00784603 0.113806 0.00570368 0.0117644 0.125499 0.00922222 0.0160454 0.091305 0.0161269 7.8 8 293607 98844 25628 5248 60
8.1 0.00901783 0.0853015 0.00666468 0.0118188 0.107288 0.00858717 0.0171506 0.125969 0.0127209 -0.00113934 0.0810538 0.000441811 8 8.2 223828 73741 21608 4374 44
8.3 0.0144023 0.0888106 0.0103164 0.0176932 0.105378 0.0127043 0.0267892 0.123596 0.0186766 -0.00203622 0.152368 -0.000205026 8.2 8.4 170216 55297 18551 3712 36
8.5 0.0218115 0.08558 0.0147188 0.0236301 0.0953561 0.0164985 0.0379245 0.131676 0.0200471 0.0282701 0.158595 0.0288323 8.4 8.6 129889 40621 15135 3221 31
8.7 0.0317564 0.0785325 0.0197641 0.0289388 0.0837252 0.0186061 0.0660357 0.104772 0.0387407 0.0411857 0.167752 0.0419386 8.6 8.8 98891 29720 12213 2746 21
8.9 0.0387758 0.0923199 0.0198202 0.0283563 0.0905561 0.0144525 0.0643378 0.121091 0.0282335 0.0896509 0.127205 0.0920845 8.8 9 74844 21313 9146 2236 20
9.1 0.057642 0.0824371 0.0287286 0.0325206 0.0769484 0.0172441 0.100334 0.100518 0.0477455 0.0875201 0.131737 0.0393183 9 9.2 56116 15255 6446 1914 19
